Time (msec),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Additive Adaptation - Bank 1 (ms),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Oil Temperature (°C),* Vehicle Speed (km/h)
308527,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,47.42,0,1874,1.396,51.8,107.2,45
308727,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,47.21,0,1853,1.376,51.8,107.2,45
308926,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,46.24,0,1832,1.364,51.8,107.2,42
309126,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,46.79,0,1810,1.412,51.8,107.2,42
309287,2.17,2.21,0.00,0.00,0.00,0.00,13.6,102.8,65.01,0,1794,1.676,51.8,107.2,42
309485,2.99,3.03,0.00,0.00,0.00,0.00,13.6,102.8,82.96,0,1774,1.956,51.8,107.2,42
309646,3.65,3.69,0.00,0.00,0.00,0.00,13.6,102.8,83.74,0,1774,2.212,51.8,107.2,42
309845,4.47,4.51,0.00,0.00,0.00,0.00,13.5,102.8,84.65,0,1755,2.372,51.8,107.2,40
310045,5.30,5.34,0.00,0.00,0.00,0.00,13.6,102.8,83.70,0,1742,2.472,51.8,107.2,40
310206,5.96,6.00,0.00,0.00,0.00,0.00,13.6,102.8,84.08,0,1734,2.512,51.8,107.2,40
310365,6.12,6.66,0.00,0.00,0.00,0.00,13.6,102.8,84.06,0,1718,2.544,51.8,107.2,40
310526,6.12,7.32,0.00,0.00,0.00,0.00,13.6,102.8,84.68,0,1722,2.552,51.8,107.2,40
310685,6.12,7.44,0.00,0.00,0.00,0.00,13.6,102.8,85.42,0,1707,2.552,51.8,107.2,40
310886,6.12,7.44,0.00,0.00,0.00,0.00,13.6,102.8,85.35,0,1692,2.564,51.8,107.2,39
311086,6.12,7.44,0.00,0.00,0.00,0.00,13.6,102.8,84.93,0,1684,2.576,51.8,107.2,39
311286,3.77,7.44,0.00,0.00,0.00,0.00,13.6,102.8,100.19,0,1677,3.280,51.8,107.2,39
311486,2.74,7.44,0.00,0.00,0.00,0.00,13.6,102.8,264.71,0,1705,6.256,51.8,107.2,39
311686,1.10,4.12,0.00,0.00,0.00,0.00,13.6,102.8,246.67,0,1717,7.476,51.8,107.2,39
311845,-0.39,2.63,0.00,0.00,0.00,0.00,13.6,102.8,241.67,0,1695,7.292,52.5,107.2,37
312006,-1.95,1.07,0.00,0.00,0.00,0.00,13.6,102.8,388.92,0,1721,9.936,52.5,107.2,37
312166,-3.77,-0.75,0.00,0.00,0.00,0.00,13.6,102.8,357.64,0,1755,10.388,52.5,107.2,37
312327,-2.10,-2.65,0.00,0.00,0.00,0.00,13.6,102.8,347.56,0,1774,10.680,52.5,107.2,37
312527,0.34,0.95,0.00,0.00,0.00,0.00,13.6,102.8,343.72,0,1814,10.872,52.5,107.2,37
312726,2.84,3.44,0.00,0.00,0.00,0.00,13.5,102.8,322.64,0,1855,10.712,52.5,107.2,37
312885,4.82,5.43,0.00,0.00,0.00,0.00,13.6,102.8,283.65,0,1875,10.168,52.5,107.2,40
313086,6.26,6.63,0.00,0.00,0.00,0.00,13.6,102.8,258.24,0,1909,9.200,52.5,107.2,40
313246,6.26,6.63,0.00,0.00,0.00,0.00,13.6,102.8,261.59,0,1927,8.620,52.5,107.2,40
313406,6.26,6.63,0.00,0.00,0.00,0.00,13.6,102.8,176.79,0,1948,7.096,51.8,107.2,40
313567,6.26,6.63,0.00,0.00,0.00,0.00,13.6,102.8,39.29,0,1944,4.744,51.8,107.2,40
313725,6.26,4.42,0.00,0.00,0.00,0.00,13.6,102.8,48.74,0,1966,3.404,51.8,107.2,40
313885,3.46,3.45,0.00,0.00,0.00,0.00,13.6,102.8,49.42,0,1967,2.580,51.0,107.2,43
314046,2.59,2.58,0.00,0.00,0.00,0.00,13.6,102.8,49.67,0,1929,2.212,51.0,107.2,43
314205,1.80,1.80,0.00,0.00,0.00,0.00,13.6,102.8,48.36,0,1981,1.960,51.0,107.2,43
314406,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,48.97,0,1956,1.692,51.0,107.2,43
314565,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,47.21,0,1941,1.612,51.0,107.2,43
314727,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,49.71,0,1927,1.560,51.0,107.2,43
314926,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,52.78,0,1920,1.600,51.0,107.2,43
315085,2.40,2.45,0.00,0.00,0.00,0.00,13.6,102.8,58.17,0,1886,1.800,51.0,107.2,43
315246,3.13,3.18,0.00,0.00,0.00,0.00,13.6,102.8,119.70,0,1891,2.548,51.0,107.2,43
315405,3.94,3.98,0.00,0.00,0.00,0.00,13.6,103.5,120.34,0,1927,3.280,51.0,107.2,43
315565,4.78,4.83,0.00,0.00,0.00,0.00,13.6,103.5,122.33,0,1873,3.628,51.0,107.2,43
315727,5.06,5.32,0.00,0.00,0.00,0.00,13.6,103.5,124.68,0,1860,3.628,51.0,107.2,43
315926,5.06,5.32,0.00,0.00,0.00,0.00,13.6,103.5,112.10,0,1883,3.556,51.0,107.2,42
316086,5.06,5.32,0.00,0.00,0.00,0.00,13.6,103.5,63.38,0,1906,3.128,51.0,107.2,42
316246,5.06,5.32,0.00,0.00,0.00,0.00,13.6,103.5,49.39,0,1911,2.320,51.0,107.2,42
316406,5.06,5.32,0.00,0.00,0.00,0.00,13.6,103.5,48.33,0,1896,2.056,51.0,107.2,42
316566,2.32,2.86,0.00,0.00,0.00,0.00,13.6,103.5,45.71,0,1914,1.864,51.0,107.2,42
316725,1.59,2.13,0.00,0.00,0.00,0.00,13.6,103.5,48.69,0,1882,1.732,51.0,107.2,42
316886,0.86,1.40,0.00,0.00,0.00,0.00,13.6,103.5,48.46,0,1891,1.664,51.0,107.2,43
317046,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,47.59,0,1896,1.508,51.0,107.2,43
317206,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,46.41,0,1885,1.464,51.0,107.2,43
317366,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,45.88,0,1876,1.432,51.0,107.2,43
317527,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,46.24,0,1862,1.396,51.0,107.2,43
317726,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,47.15,0,1855,1.356,51.0,107.2,43
317886,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,45.73,0,1852,1.348,51.0,107.2,42
318046,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,45.90,0,1845,1.340,51.0,107.2,42
318206,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,46.13,0,1836,1.336,51.0,107.2,42
318407,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,46.43,0,1824,1.336,51.0,107.2,42
318605,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,45.11,0,1816,1.312,51.0,107.2,42
318766,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,44.44,0,1812,1.308,51.0,107.2,42
318965,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,45.43,0,1803,1.304,51.8,107.2,41
319125,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,44.88,0,1794,1.308,51.8,107.2,41
319326,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,43.52,0,1786,1.284,51.8,107.2,41
319527,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,44.94,0,1761,1.280,51.8,107.2,41
319686,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,43.46,0,1725,1.252,51.8,107.2,41
319886,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,42.34,0,1705,1.236,51.8,107.2,40
320086,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,42.17,0,1679,1.224,51.8,107.2,40
320287,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,42.66,0,1660,1.212,51.8,107.2,40
320486,0.00,0.00,0.00,0.00,0.00,0.00,13.3,103.5,42.87,0,1619,1.208,51.8,107.2,40
320645,0.00,0.00,0.00,0.00,0.00,0.00,13.2,103.5,41.89,0,1591,1.240,51.8,107.2,40
320807,0.00,0.00,0.00,0.00,0.00,0.00,13.3,103.5,42.21,0,1546,1.252,51.8,107.2,36
321006,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,43.91,0,1486,1.196,51.8,107.2,36
321206,0.00,0.00,0.00,0.00,0.00,0.00,13.2,103.5,52.72,0,1264,0.896,51.8,107.2,36
321366,0.00,0.00,0.00,0.00,0.00,0.00,12.8,103.5,66.56,0,1043,2.076,51.8,107.2,36
321566,1.80,1.78,0.00,0.00,0.00,0.00,12.7,103.5,104.19,0,893,2.268,51.8,107.2,36
321726,2.09,2.07,0.00,0.00,0.00,0.00,12.8,103.5,95.76,0,899,2.624,51.8,107.2,36
321886,2.42,2.40,0.00,0.00,0.00,0.00,12.9,103.5,75.12,0,1072,2.360,51.8,107.2,32
322087,2.99,2.97,0.00,0.00,0.00,0.00,13.5,103.5,41.68,0,1366,1.976,51.8,107.2,32
322286,3.02,3.06,0.00,0.00,0.00,0.00,13.6,103.5,47.25,0,1616,1.936,51.8,107.2,32
322486,3.02,3.06,0.00,0.00,0.00,0.00,13.5,103.5,62.72,0,1904,1.928,51.8,107.2,32
322645,3.02,3.06,0.00,0.00,0.00,0.00,13.5,103.5,78.51,0,1928,2.028,51.8,107.2,32
322847,3.02,3.06,0.00,0.00,0.00,0.00,13.6,103.5,81.62,0,1837,2.292,51.8,107.2,29
323006,3.02,3.06,0.00,0.00,0.00,0.00,13.6,103.5,88.79,0,1861,2.412,51.8,107.2,29
323168,3.02,3.06,0.00,0.00,0.00,0.00,13.4,103.5,96.58,0,1826,2.604,51.8,107.2,29
323367,3.87,3.92,0.00,0.00,0.00,0.00,13.6,103.5,105.17,0,1875,2.880,51.8,107.2,29
323567,4.92,4.96,0.00,0.00,0.00,0.00,13.6,103.5,114.98,0,1860,3.252,51.8,107.2,29
323765,5.99,6.04,0.00,0.00,0.00,0.00,13.4,103.5,115.72,0,1896,3.488,51.8,107.2,29
323926,5.99,6.59,0.00,0.00,0.00,0.00,13.5,103.5,117.65,0,1912,3.588,51.8,107.2,26
324087,5.99,6.59,0.00,0.00,0.00,0.00,13.6,103.5,122.12,0,1933,3.668,51.8,107.2,26
324285,5.99,6.59,0.00,0.00,0.00,0.00,13.6,103.5,120.40,0,1972,3.768,52.5,107.2,26
324446,5.99,6.59,0.00,0.00,0.00,0.00,13.5,103.5,121.36,0,1991,3.800,52.5,107.2,26
324606,3.46,6.59,0.00,0.00,0.00,0.00,13.5,103.5,122.99,0,2021,3.736,52.5,107.2,26
324766,2.44,3.61,0.00,0.00,0.00,0.00,13.6,103.5,127.42,0,2038,3.760,52.5,107.2,26
324968,3.15,2.26,0.00,0.00,0.00,0.00,13.5,104.2,129.24,0,2063,3.852,52.5,107.2,28
325167,4.53,3.23,0.00,0.00,0.00,0.00,13.5,104.2,127.01,0,2110,3.920,52.5,107.2,28
325325,4.80,4.33,0.00,0.00,0.00,0.00,13.6,104.2,124.96,0,2156,3.956,53.2,107.2,28
325486,4.80,4.48,0.00,0.00,0.00,0.00,13.6,104.2,127.80,0,2184,3.960,53.2,107.2,28
325686,4.80,4.48,0.00,0.00,0.00,0.00,13.5,104.2,128.62,0,2224,3.940,53.2,107.2,28
325848,4.80,4.48,0.00,0.00,0.00,0.00,13.5,104.2,126.46,0,2262,3.940,53.2,107.2,31
326046,2.55,4.48,0.00,0.00,0.00,0.00,13.6,104.2,129.05,0,2292,3.868,53.2,107.2,31
326207,1.30,2.22,0.00,0.00,0.00,0.00,13.6,104.2,128.69,0,2320,3.832,53.2,107.2,31
326406,-0.27,0.65,0.00,0.00,0.00,0.00,13.6,104.2,126.12,0,2356,3.748,53.2,107.2,31
326566,0.79,1.88,0.00,0.00,0.00,0.00,13.6,104.2,126.23,0,2387,3.768,53.2,107.2,31
326767,2.44,3.53,0.00,0.00,0.00,0.00,13.6,104.2,125.97,0,2436,3.832,53.2,107.2,31
326966,3.69,4.61,0.00,0.00,0.00,0.00,13.6,104.2,124.19,0,2471,3.844,53.2,107.2,35
327127,3.69,4.61,0.00,0.00,0.00,0.00,13.6,104.2,124.26,0,2492,3.808,53.2,107.2,35
327325,3.69,4.61,0.00,0.00,0.00,0.00,13.6,104.2,122.16,0,2535,3.772,53.2,107.2,35
327486,3.69,4.61,0.00,0.00,0.00,0.00,13.6,104.2,122.56,0,2572,3.756,53.2,107.2,35
327685,3.69,4.61,0.00,0.00,0.00,0.00,13.5,104.2,121.95,0,2596,3.740,53.2,107.2,35
327846,0.82,1.47,0.00,0.00,0.00,0.00,13.6,104.2,123.69,0,2627,3.640,53.2,107.2,38
328007,-0.57,0.08,0.00,0.00,0.00,0.00,13.5,104.2,120.02,0,2638,3.572,53.2,107.2,38
328207,2.49,2.79,0.00,0.00,0.00,0.00,13.6,104.2,117.31,0,2675,3.592,53.2,107.2,38
328407,4.07,4.54,0.00,0.00,0.00,0.00,13.6,104.2,68.44,0,2698,2.892,53.2,107.2,38
328606,4.07,4.62,0.00,0.00,0.00,0.00,13.6,104.2,63.38,0,2695,2.288,53.2,107.2,38
328806,4.07,4.62,0.00,0.00,0.00,0.00,13.6,104.2,62.34,0,2695,2.084,53.2,107.2,40
328966,4.07,4.62,0.00,0.00,0.00,0.00,13.6,103.5,62.04,0,2708,1.984,53.2,107.2,40
329167,4.07,4.62,0.00,0.00,0.00,0.00,13.6,103.5,61.24,0,2698,1.936,53.2,107.2,40
329366,1.62,4.62,0.00,0.00,0.00,0.00,13.6,103.5,61.81,0,2696,1.876,53.2,107.2,40
329567,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,61.32,0,2672,1.584,53.2,107.2,40
329766,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,60.67,0,2655,1.576,53.2,107.2,40
329926,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,60.29,0,2649,1.568,53.2,107.2,39
330086,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,59.61,0,2632,1.560,53.2,107.2,39
330247,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,59.95,0,2617,1.564,53.2,107.2,39
330446,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,60.39,0,2598,1.548,53.2,107.2,39
330606,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,60.14,0,2586,1.688,53.2,107.2,39
330767,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,59.54,0,2565,1.688,53.2,107.2,39
330926,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,58.84,0,2548,1.684,53.2,107.2,39
331127,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,59.27,0,2530,1.676,53.2,107.2,39
331326,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,58.08,0,2510,1.664,53.2,107.2,39
331486,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,58.68,0,2485,1.660,53.2,107.2,39
331646,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,58.68,0,2485,1.660,53.2,107.2,39
331807,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,58.04,0,2464,1.652,53.2,107.2,37
332006,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,57.38,0,2444,1.652,53.2,107.2,37
332166,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,57.04,0,2434,1.648,53.2,107.2,37
332326,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,57.47,0,2416,1.644,53.2,107.2,37
332486,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,57.87,0,2399,1.644,53.2,107.2,37
332646,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,57.17,0,2380,1.636,53.2,107.2,37
332808,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,56.30,0,2367,1.624,54.0,107.2,35
333007,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,56.17,0,2348,1.620,54.0,107.2,35
333206,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,57.19,0,2331,1.620,54.0,107.2,35
333367,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,55.77,0,2315,1.608,54.0,107.2,35
333565,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,55.24,0,2287,1.608,54.0,107.2,35
333726,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,55.84,0,2263,1.600,54.0,107.2,35
333886,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,55.14,0,2241,1.584,54.0,107.2,34
334046,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,55.67,0,2195,1.584,54.0,107.2,34
334206,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,54.50,0,2140,1.584,54.0,107.2,34
334407,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,54.88,0,2100,1.572,54.0,107.2,34
334608,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,54.03,0,2030,1.568,54.0,107.2,34
334805,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,53.78,0,1962,1.524,54.0,107.2,31
334966,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,50.26,0,1906,1.488,54.0,107.2,31
335167,0.00,0.00,0.00,0.00,0.00,0.00,13.3,103.5,48.72,0,1824,1.432,54.0,107.2,31
335366,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,46.13,0,1746,1.356,54.0,107.2,31
335566,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,44.20,0,1665,1.324,54.0,107.2,31
335767,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,42.87,0,1587,1.332,54.0,107.2,31
335967,0.00,0.00,0.00,0.00,0.00,0.00,13.2,103.5,44.10,0,1511,1.296,54.0,107.2,26
336166,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,46.77,0,1425,0.976,54.0,107.2,26
336328,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,48.23,0,1382,1.204,54.0,107.2,26
336527,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,50.35,0,1351,1.268,54.0,107.2,26
336725,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,51.34,0,1325,1.352,54.0,107.2,26
336886,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,52.42,0,1298,1.376,54.0,107.2,21
337046,0.00,0.00,0.00,0.00,0.00,0.00,13.4,103.5,54.33,0,1278,1.396,54.0,107.2,21
337206,0.00,0.00,0.00,0.00,0.00,0.00,13.3,103.5,55.71,0,1246,1.480,54.0,107.2,21
337406,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,58.53,0,1210,1.612,54.0,107.2,21
337566,1.95,1.92,0.00,0.00,0.00,0.00,13.6,103.5,81.12,0,1181,1.996,54.0,107.2,21
337726,2.39,2.36,0.00,0.00,0.00,0.00,13.4,103.5,107.45,0,1176,2.648,54.0,107.2,21
337887,2.83,2.80,0.00,0.00,0.00,0.00,13.4,103.5,123.33,0,1171,3.092,54.0,107.2,19
338087,3.46,3.43,0.00,0.00,0.00,0.00,13.6,103.5,166.26,0,1161,3.848,54.0,107.2,19
338286,4.14,4.12,0.00,0.00,0.00,0.00,13.3,103.5,194.04,0,1145,5.136,54.0,107.2,19
338446,4.85,4.83,0.00,0.00,0.00,0.00,13.1,103.5,229.74,0,1094,5.828,54.0,107.2,19
338646,5.45,5.86,0.00,0.00,0.00,0.00,13.1,103.5,234.15,0,1109,6.956,54.0,107.2,19
338847,5.45,6.68,0.00,0.00,0.00,0.00,13.3,103.5,224.34,0,1108,7.216,54.0,107.2,18
339047,5.45,6.68,0.00,0.00,0.00,0.00,13.3,103.5,226.12,0,1087,7.192,54.0,107.2,18
339246,5.45,6.68,0.00,0.00,0.00,0.00,13.6,103.5,225.97,0,1100,7.120,54.0,107.2,18
339446,2.86,6.68,0.00,0.00,0.00,0.00,13.6,103.5,220.25,0,1116,6.924,54.8,107.2,18
339646,3.81,4.33,0.00,0.00,0.00,0.00,13.4,103.5,209.61,0,1113,6.732,54.8,107.2,18
339806,4.70,3.43,0.00,0.00,0.00,0.00,13.4,103.5,207.60,0,1097,6.656,54.8,107.2,17
340006,5.80,2.33,0.00,0.00,0.00,0.00,13.6,103.5,201.39,0,1117,6.520,54.8,107.2,17
340207,6.90,5.01,0.00,0.00,0.00,0.00,13.5,103.5,186.87,0,1122,6.368,54.8,107.2,17
340407,7.46,6.02,0.00,0.00,0.00,0.00,13.4,103.5,131.12,0,1112,5.300,54.8,107.2,17
340607,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,60.16,0,1177,3.424,54.8,107.2,17
340807,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,66.83,0,1018,2.936,54.8,107.2,17
341006,0.00,0.00,0.00,0.00,0.00,0.00,12.8,103.5,97.81,0,937,3.164,54.8,107.2,17
341167,0.00,0.00,0.00,0.00,0.00,0.00,12.9,103.5,87.77,0,965,3.076,54.8,107.2,17
341367,0.50,0.00,0.00,0.00,0.00,0.00,13.1,103.5,77.53,0,985,2.932,54.8,107.2,17
341568,1.04,0.05,0.00,0.00,0.00,0.00,13.1,103.5,67.83,0,1003,2.736,54.8,107.2,17
341767,1.15,0.37,0.00,0.00,0.00,0.00,13.2,103.5,67.64,0,1006,2.536,54.8,107.2,17
341926,1.15,0.37,0.00,0.00,0.00,0.00,13.6,103.5,61.30,0,974,2.280,54.8,107.2,15
342127,1.15,0.37,0.00,0.00,0.00,0.00,13.4,103.5,77.85,0,874,2.108,54.8,107.2,15
342326,1.15,0.37,0.00,0.00,0.00,0.00,12.9,103.5,94.76,0,762,2.260,54.8,107.2,15
342527,1.15,0.37,0.00,0.00,0.00,0.00,12.8,103.5,105.61,0,710,2.540,54.8,107.2,15
342727,1.15,0.37,0.00,0.00,0.00,0.00,12.7,103.5,97.64,0,711,2.664,54.8,107.2,15
342926,1.40,0.55,0.00,0.00,0.00,0.00,12.8,103.5,94.23,0,722,2.712,54.8,107.2,14
343128,1.67,0.82,0.00,0.00,0.00,0.00,12.9,103.5,93.34,0,729,2.720,54.8,107.2,14
343327,1.95,1.09,0.00,0.00,0.00,0.00,13.1,103.5,93.72,0,726,2.728,54.8,107.2,14
343527,2.22,1.37,0.00,0.00,0.00,0.00,13.1,103.5,93.47,0,728,2.736,54.8,107.2,14
343728,2.50,1.64,0.00,0.00,0.00,0.00,13.4,103.5,93.19,0,730,2.744,54.8,107.2,14
343926,2.77,1.92,0.00,0.00,0.00,0.00,13.4,103.5,93.72,0,726,2.752,54.8,107.2,13
344086,2.99,2.14,0.00,0.00,0.00,0.00,13.5,103.5,94.10,0,723,2.760,54.8,107.2,13
344246,3.21,2.36,0.00,0.00,0.00,0.00,13.5,103.5,94.51,0,720,2.776,54.8,107.2,13
344406,3.43,2.58,0.00,0.00,0.00,0.00,13.5,103.5,95.04,0,716,2.796,54.8,107.2,13
344566,3.65,2.80,0.00,0.00,0.00,0.00,13.5,103.5,94.76,0,718,2.808,54.8,107.2,13
344726,3.87,3.02,0.00,0.00,0.00,0.00,13.4,103.5,94.63,0,719,2.820,54.8,107.2,13
344886,4.09,3.24,0.00,0.00,0.00,0.00,13.5,103.5,94.10,0,723,2.824,54.8,107.2,13
345048,4.31,3.46,0.00,0.00,0.00,0.00,13.5,103.5,93.47,0,728,2.832,54.8,107.2,13
345247,4.58,3.73,0.00,0.00,0.00,0.00,13.5,103.5,92.58,0,735,2.828,54.8,107.2,13
345446,4.86,4.01,0.00,0.00,0.00,0.00,13.5,103.5,92.71,0,734,2.824,54.8,107.2,13
345646,5.13,4.28,0.00,0.00,0.00,0.00,13.5,103.5,94.59,0,734,2.828,54.8,107.2,13
345807,5.35,4.50,0.00,0.00,0.00,0.00,13.5,103.5,94.23,0,722,2.836,54.8,107.2,6
346007,5.63,4.78,0.00,0.00,0.00,0.00,13.4,103.5,95.04,0,716,2.856,54.8,107.2,6
346205,5.90,5.05,0.00,0.00,0.00,0.00,13.5,103.5,96.24,0,707,2.888,54.8,107.2,6
346366,6.12,5.27,0.00,0.00,0.00,0.00,13.5,103.5,95.97,0,709,2.904,54.8,107.2,6
346526,6.34,5.49,0.00,0.00,0.00,0.00,13.5,103.5,94.10,0,723,2.916,54.8,107.2,6
346726,6.62,5.76,0.00,0.00,0.00,0.00,13.5,103.5,91.07,0,747,2.920,54.8,107.2,6
346888,6.84,5.98,0.00,0.00,0.00,0.00,13.5,103.5,89.53,0,760,2.884,54.8,107.2,0
347088,7.11,6.26,0.00,0.00,0.00,0.00,13.6,103.5,88.70,0,767,2.836,54.8,107.2,0
347287,7.38,6.53,0.00,0.00,0.00,0.00,13.5,103.5,89.06,0,764,2.800,54.8,107.2,0
347486,7.66,6.81,0.00,0.00,0.00,0.00,13.5,104.2,88.93,0,765,2.784,54.8,107.2,0
347647,7.88,7.03,0.00,0.00,0.00,0.00,13.5,104.2,89.29,0,762,2.788,54.8,107.2,0
347806,8.10,7.25,0.00,0.00,0.00,0.00,13.5,104.2,87.47,0,762,2.788,54.8,107.2,0
348006,8.37,7.52,0.00,0.00,0.00,0.00,13.5,103.5,88.28,0,755,2.776,54.8,107.2,0
348166,8.59,7.74,0.00,0.00,0.00,0.00,13.5,103.5,88.17,0,756,2.780,54.8,107.2,0
348327,8.81,7.96,0.00,0.00,0.00,0.00,13.5,103.5,88.87,0,750,2.780,54.8,107.2,0
348486,9.03,8.18,0.00,0.00,0.00,0.00,13.5,104.2,88.98,0,749,2.784,54.8,107.2,0
348687,9.31,8.46,0.00,0.00,0.00,0.00,13.5,104.2,88.87,0,750,2.784,54.8,107.2,0
348847,9.53,8.68,0.00,0.00,0.00,0.00,13.5,104.2,89.10,0,748,2.788,54.8,107.2,0
349007,9.75,8.90,0.00,0.00,0.00,0.00,13.5,104.2,89.10,0,748,2.788,54.8,107.2,0
349207,10.02,9.17,0.00,0.00,0.00,0.00,13.5,104.2,87.24,0,748,2.784,54.8,107.2,0
349367,10.24,9.39,0.00,0.00,0.00,0.00,13.5,104.2,87.13,0,749,2.792,54.8,107.2,0
349565,10.52,9.66,0.00,0.00,0.00,0.00,13.5,104.2,87.13,0,749,2.792,54.8,107.2,0
349726,10.74,9.88,0.00,0.00,0.00,0.00,13.5,104.2,87.24,0,748,2.796,54.8,107.2,0
349886,10.96,10.10,0.00,0.00,0.00,0.00,13.5,104.2,87.13,0,749,2.800,54.8,107.2,0
350047,11.17,10.32,0.00,0.00,0.00,0.00,13.5,104.2,87.13,0,749,2.804,54.8,107.2,0
350207,11.39,10.54,0.00,0.00,0.00,0.00,13.5,104.2,87.13,0,749,2.812,54.8,107.2,0
350407,11.67,10.82,0.00,0.00,0.00,0.00,13.5,104.2,87.73,0,744,2.816,54.8,107.2,0
350608,11.94,11.09,0.00,0.00,0.00,0.00,13.5,104.2,85.50,0,747,2.808,54.8,107.2,0
350808,12.22,11.37,0.00,0.00,0.00,0.00,13.5,104.2,87.47,0,746,2.808,54.8,107.2,0
351006,12.49,11.64,0.00,0.00,0.00,0.00,13.5,104.2,85.63,0,746,2.800,54.8,107.2,0
