Time (msec),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Additive Adaptation - Bank 1 (ms),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Oil Temperature (°C),* Vehicle Speed (km/h)
133282,7.48,6.84,0.00,0.00,0.00,0.00,13.6,100.5,285.60,0,1906,9.640,58.5,104.1,22
133444,9.45,8.82,0.00,0.00,0.00,0.00,13.5,100.5,290.56,0,1950,9.660,58.5,104.1,22
133642,11.61,11.36,0.00,0.00,0.00,0.00,13.5,100.5,291.07,0,2042,9.784,58.5,104.1,22
133802,11.61,12.27,0.00,0.00,0.00,0.00,13.6,100.5,288.06,0,2126,9.936,58.5,104.1,27
133962,11.61,12.27,0.00,0.00,0.00,0.00,13.5,100.5,295.18,0,2164,9.940,58.5,104.1,27
134124,11.61,12.27,0.00,0.00,0.00,0.00,13.6,100.5,291.40,0,2254,10.028,58.5,104.1,27
134323,11.61,12.27,0.00,0.00,0.00,0.00,13.6,100.5,282.72,0,2338,9.820,57.8,104.1,27
134523,6.97,8.94,0.00,0.00,0.00,0.00,13.6,100.5,284.62,0,2420,9.196,57.8,104.1,27
134722,4.07,6.03,0.00,0.00,0.00,0.00,13.6,100.5,281.87,0,2488,8.824,57.8,104.1,27
134922,5.35,3.06,0.00,0.00,0.00,0.00,13.6,100.5,281.51,0,2575,8.816,57.0,104.1,34
135123,8.42,6.12,0.00,0.00,0.00,0.00,13.6,100.5,277.95,0,2653,8.964,57.0,104.1,34
135322,8.57,9.29,0.00,0.00,0.00,0.00,13.6,100.5,271.70,0,2714,8.936,56.2,104.1,34
135484,8.57,9.46,0.00,0.00,0.00,0.00,13.5,101.2,269.47,0,2793,8.800,56.2,104.1,34
135682,8.57,9.46,0.00,0.00,0.00,0.00,13.6,101.2,266.85,0,2857,8.728,56.2,104.1,34
135842,5.51,9.46,0.00,0.00,0.00,0.00,13.5,101.2,256.91,0,2908,8.320,56.2,104.1,40
136004,2.81,6.78,0.00,0.00,0.00,0.00,13.6,101.2,239.32,0,2965,7.528,56.2,104.1,40
136202,7.50,5.87,0.00,0.00,0.00,0.00,13.6,101.2,228.13,0,3013,7.396,56.2,104.1,40
136402,10.75,9.11,0.00,0.00,0.00,0.00,13.5,101.2,229.04,0,3080,7.444,55.5,104.1,40
136603,11.24,10.43,0.00,0.00,0.00,0.00,13.6,101.2,179.18,0,3123,6.972,55.5,104.1,40
136804,11.24,10.43,0.00,0.00,0.00,0.00,13.6,101.2,57.57,0,3111,3.604,54.8,104.1,45
137003,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,68.68,0,2972,2.072,54.8,104.1,45
137163,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,69.74,0,2748,1.888,54.8,104.1,45
137363,0.00,0.00,0.00,0.00,0.00,0.00,13.5,101.2,63.91,0,2477,1.880,54.8,104.1,45
137563,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,59.84,0,2204,1.900,54.8,104.1,45
137763,0.77,0.71,0.00,0.00,0.00,0.00,13.6,101.2,85.48,0,1998,2.232,54.8,104.1,45
137962,1.92,1.87,0.00,0.00,0.00,0.00,13.6,101.2,175.67,0,2079,4.380,54.0,104.1,46
138123,3.00,3.12,0.00,0.00,0.00,0.00,13.6,101.2,176.85,0,2073,5.028,54.0,104.1,46
138323,3.00,3.21,0.00,0.00,0.00,0.00,13.6,101.2,177.51,0,2073,5.208,54.8,104.1,46
138522,3.00,3.21,0.00,0.00,0.00,0.00,13.6,101.2,166.15,0,2081,5.268,54.8,104.1,46
138724,3.00,3.21,0.00,0.00,0.00,0.00,13.6,101.2,80.86,0,2078,4.376,54.8,104.1,46
138923,3.00,3.21,0.00,0.00,0.00,0.00,13.6,101.2,52.64,0,2084,2.628,54.8,104.1,46
139122,-0.22,0.05,0.00,0.00,0.00,0.00,13.5,101.2,50.41,0,2066,2.140,54.8,104.1,46
139284,-1.03,-0.76,0.00,0.00,0.00,0.00,13.6,101.2,52.11,0,2025,1.884,54.8,104.1,46
139482,-2.04,-1.77,0.00,0.00,0.00,0.00,13.6,101.2,51.43,0,2025,1.764,54.8,104.1,46
139682,0.00,-0.05,0.00,0.00,0.00,0.00,13.6,101.2,51.62,0,2017,1.624,54.8,104.1,46
139884,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,50.71,0,1999,1.576,54.8,104.1,46
140082,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,50.03,0,1970,1.528,54.8,104.1,46
140283,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,49.37,0,1940,1.496,54.8,104.1,46
140483,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,49.33,0,1914,1.456,54.8,104.1,46
140682,0.00,0.00,0.00,0.00,0.00,0.00,13.5,101.2,47.06,0,1888,1.436,54.8,104.1,46
140842,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,47.23,0,1852,1.380,54.8,104.1,43
141003,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,46.30,0,1769,1.328,54.8,104.1,43
141162,0.00,0.00,0.00,0.00,0.00,0.00,13.5,101.2,44.67,0,1554,1.320,54.8,104.1,43
141322,0.00,0.00,0.00,0.00,0.00,0.00,13.4,101.2,48.36,0,1321,0.720,54.8,104.1,43
141482,0.00,0.00,0.00,0.00,0.00,0.00,13.0,101.2,61.07,0,1114,1.748,54.8,104.1,43
141643,0.00,0.00,0.00,0.00,0.00,0.00,12.7,101.2,92.88,0,912,1.836,54.8,104.1,43
141802,1.91,1.89,0.00,0.00,0.00,0.00,12.7,101.2,95.40,0,917,2.368,54.8,104.1,38
142004,2.34,2.32,0.00,0.00,0.00,0.00,12.9,101.2,74.40,0,1101,2.300,54.8,104.1,38
142202,2.88,2.86,0.00,0.00,0.00,0.00,13.4,101.2,43.86,0,1298,1.824,54.8,104.1,38
142362,3.39,3.37,0.00,0.00,0.00,0.00,13.6,101.2,40.03,0,1422,1.900,54.8,104.1,38
142562,3.49,4.07,0.00,0.00,0.00,0.00,13.6,101.2,37.53,0,1591,1.748,54.8,104.1,38
142722,3.49,4.11,0.00,0.00,0.00,0.00,13.6,101.2,46.09,0,1747,1.620,54.8,104.1,38
142882,3.49,4.11,0.00,0.00,0.00,0.00,13.6,101.2,67.72,0,1968,1.824,54.8,104.1,32
143042,3.49,4.11,0.00,0.00,0.00,0.00,13.6,101.2,109.53,0,2079,2.364,54.8,104.1,32
143243,3.49,4.11,0.00,0.00,0.00,0.00,13.6,101.2,121.27,0,1958,3.448,54.8,104.1,32
143444,3.49,4.11,0.00,0.00,0.00,0.00,13.6,102.0,148.08,0,1960,4.088,54.8,104.1,32
143642,0.82,4.11,0.00,0.00,0.00,0.00,13.6,102.0,194.63,0,2012,4.824,54.8,104.1,32
143803,1.69,1.53,0.00,0.00,0.00,0.00,13.6,102.0,205.23,0,1996,5.748,55.5,104.1,28
144003,3.64,3.82,0.00,0.00,0.00,0.00,13.6,102.0,204.53,0,2030,6.148,55.5,104.1,28
144203,5.70,5.04,0.00,0.00,0.00,0.00,13.6,102.0,201.79,0,2092,6.396,55.5,104.1,28
144402,6.86,5.04,0.00,0.00,0.00,0.00,13.6,102.0,199.04,0,2107,6.404,56.2,104.1,28
144564,6.86,5.04,0.00,0.00,0.00,0.00,13.6,102.0,191.26,0,2120,6.284,56.2,104.1,28
144763,6.86,5.04,0.00,0.00,0.00,0.00,13.6,102.0,156.66,0,2154,5.600,56.2,104.1,28
144961,6.86,5.22,0.00,0.00,0.00,0.00,13.6,102.0,106.46,0,2165,4.680,56.2,104.1,29
145122,6.86,5.22,0.00,0.00,0.00,0.00,13.6,102.0,93.34,0,2172,3.916,56.2,104.1,29
145283,3.78,5.22,0.00,0.00,0.00,0.00,13.6,102.0,91.88,0,2176,3.364,56.2,104.1,29
145483,2.50,5.22,0.00,0.00,0.00,0.00,13.6,102.0,88.55,0,2164,2.896,56.2,104.1,29
145683,3.52,5.22,0.00,0.00,0.00,0.00,13.6,102.0,88.02,0,2161,2.768,56.2,104.1,29
145883,4.71,5.51,0.00,0.00,0.00,0.00,13.6,102.0,90.93,0,2153,2.756,56.2,104.1,32
146043,5.67,6.47,0.00,0.00,0.00,0.00,13.6,102.0,92.75,0,2141,2.772,56.2,104.1,32
146243,6.86,7.66,0.00,0.00,0.00,0.00,13.6,102.0,92.26,0,2122,2.832,56.2,104.1,32
146442,7.93,8.85,0.00,0.00,0.00,0.00,13.6,102.0,92.09,0,2111,2.892,56.2,104.1,32
146602,7.93,9.80,0.00,0.00,0.00,0.00,13.6,102.0,94.42,0,2103,2.920,56.2,104.1,32
146764,7.93,10.39,0.00,0.00,0.00,0.00,13.3,102.0,98.47,0,2087,2.968,56.2,104.1,32
146964,7.93,10.39,0.00,0.00,0.00,0.00,13.6,102.0,116.88,0,2067,3.284,56.2,104.1,32
147163,7.93,10.39,0.00,0.00,0.00,0.00,13.6,102.0,150.24,0,2052,4.128,56.2,104.1,32
147325,7.93,10.39,0.00,0.00,0.00,0.00,13.4,102.0,190.92,0,2073,5.464,56.2,104.1,32
147524,3.93,10.39,0.00,0.00,0.00,0.00,13.4,102.0,191.56,0,2066,5.612,56.2,104.1,32
147723,1.94,7.71,0.00,0.00,0.00,0.00,13.6,102.0,191.85,0,2099,5.692,56.2,104.1,32
147883,2.99,6.10,0.00,0.00,0.00,0.00,13.6,102.0,194.44,0,2114,5.848,57.0,104.1,31
148083,5.01,4.09,0.00,0.00,0.00,0.00,13.5,102.0,193.25,0,2134,6.020,57.0,104.1,31
148284,7.09,2.01,0.00,0.00,0.00,0.00,13.6,102.0,189.74,0,2159,6.084,57.0,104.1,31
148485,8.88,5.31,0.00,0.00,0.00,0.00,13.6,102.0,187.04,0,2205,6.120,57.0,104.1,31
148684,8.88,7.42,0.00,0.00,0.00,0.00,13.4,102.0,183.65,0,2238,5.948,57.0,104.1,31
148883,8.88,7.94,0.00,0.00,0.00,0.00,13.6,102.0,184.08,0,2263,5.940,57.0,104.1,32
149082,8.88,7.94,0.00,0.00,0.00,0.00,13.6,102.0,184.86,0,2291,5.892,57.0,104.1,32
149243,8.88,7.94,0.00,0.00,0.00,0.00,13.5,102.0,184.14,0,2315,5.892,57.0,104.1,32
149444,4.98,7.94,0.00,0.00,0.00,0.00,13.5,102.0,198.13,0,2341,5.940,57.0,104.1,32
149644,5.40,4.36,0.00,0.00,0.00,0.00,13.5,102.0,266.49,0,2371,7.544,57.0,104.1,32
149844,8.21,8.11,0.00,0.00,0.00,0.00,13.4,102.0,334.51,0,2495,10.500,57.0,104.1,33
150044,8.36,8.11,0.00,0.00,0.00,0.00,13.4,102.0,335.76,0,2523,10.768,57.0,104.1,33
150242,8.36,8.11,0.00,0.00,0.00,0.00,13.5,102.0,327.19,0,2589,10.784,57.0,104.1,33
150443,8.36,6.25,0.00,0.00,0.00,0.00,13.6,102.0,320.50,0,2682,10.588,57.0,104.1,33
150643,3.80,2.86,0.00,0.00,0.00,0.00,13.4,102.0,323.89,0,2744,10.100,57.0,104.1,33
150804,6.16,6.98,0.00,0.00,0.00,0.00,13.6,102.0,350.84,0,2826,10.904,56.2,104.1,38
151003,9.89,10.71,0.00,0.00,0.00,0.00,13.6,102.0,386.31,0,2908,12.656,56.2,104.1,38
151163,11.27,12.28,0.00,0.00,0.00,0.00,13.4,102.0,381.99,0,2981,13.100,56.2,104.1,38
151363,11.27,12.28,0.00,0.00,0.00,0.00,13.4,102.0,402.17,0,3080,13.572,54.8,104.1,38
151563,9.82,9.86,0.00,0.00,0.00,0.00,13.5,102.8,422.89,0,3182,14.004,54.8,104.1,38
151762,5.25,5.30,0.00,0.00,0.00,0.00,13.6,102.8,427.55,0,3300,13.568,54.8,104.1,38
151962,4.23,0.55,0.00,0.00,0.00,0.00,13.6,102.8,428.50,0,3419,13.568,53.2,104.1,44
152124,8.11,5.28,0.00,0.00,0.00,0.00,13.5,102.8,433.10,0,3511,14.172,53.2,104.1,44
152322,10.83,10.25,0.00,0.00,0.00,0.00,13.5,102.8,432.34,0,3636,14.420,51.8,104.1,44
152483,5.94,7.88,0.00,0.00,0.00,0.00,13.5,102.8,417.08,0,3709,13.656,51.8,104.1,44
152682,2.68,2.81,0.00,0.00,0.00,0.00,13.6,102.8,402.76,0,3810,12.536,51.8,104.1,44
152843,6.69,5.67,0.00,0.00,0.00,0.00,13.5,102.8,405.79,0,3915,13.020,51.0,104.1,53
153043,11.51,10.75,0.00,0.00,0.00,0.00,13.5,102.8,403.69,0,4035,13.584,51.0,104.1,53
153243,8.18,7.94,0.00,0.00,0.00,0.00,13.5,102.8,261.63,0,4108,11.252,51.0,104.1,53
153443,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,70.61,0,4051,2.896,48.8,104.1,53
153642,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,77.03,0,3750,2.060,48.8,104.1,53
153802,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,75.18,0,3528,2.320,48.0,104.1,60
153963,2.84,2.57,0.00,0.00,0.00,0.00,13.6,102.8,291.02,0,3278,6.004,48.0,104.1,60
154163,2.84,2.57,0.00,0.00,0.00,0.00,13.5,102.8,348.43,0,2738,10.844,48.0,104.1,60
154322,2.84,2.57,0.00,0.00,0.00,0.00,13.6,102.8,343.85,0,2823,10.804,48.0,104.1,60
154482,2.84,2.57,0.00,0.00,0.00,0.00,13.6,102.8,352.73,0,2807,10.936,48.0,104.1,60
154644,3.97,3.32,0.00,0.00,0.00,0.00,13.6,102.8,391.27,0,2850,11.948,48.0,104.1,60
154842,7.82,7.18,0.00,0.00,0.00,0.00,13.5,102.8,402.99,0,2898,12.984,48.0,104.1,62
155003,9.43,9.19,0.00,0.00,0.00,0.00,13.6,102.8,392.90,0,2930,13.192,48.0,104.1,62
155163,9.43,9.19,0.00,0.00,0.00,0.00,13.5,102.8,389.15,0,2969,13.068,48.0,104.1,62
155323,9.43,9.19,0.00,0.00,0.00,0.00,13.5,102.8,387.84,0,3004,12.928,48.0,104.1,62
155523,5.61,4.77,0.00,0.00,0.00,0.00,13.6,102.8,383.54,0,3045,12.432,48.0,104.1,62
155724,1.50,3.36,0.00,0.00,0.00,0.00,13.5,102.8,386.72,0,3099,11.912,48.0,104.1,62
155923,6.68,7.48,0.00,0.00,0.00,0.00,13.5,102.8,386.19,0,3132,12.444,47.2,104.1,67
156124,8.76,8.72,0.00,0.00,0.00,0.00,13.5,102.8,377.50,0,3182,12.560,47.2,104.1,67
156324,3.42,8.72,0.00,0.00,0.00,0.00,13.5,102.8,375.74,0,3219,11.832,47.2,105.6,67
156524,7.00,4.42,0.00,0.00,0.00,0.00,13.5,102.8,378.18,0,3257,12.236,47.2,105.6,67
156722,10.16,4.18,0.00,0.00,0.00,0.00,13.6,102.8,377.84,0,3304,12.608,47.2,105.6,67
156883,6.67,7.59,0.00,0.00,0.00,0.00,13.6,102.8,399.92,0,3337,12.680,46.5,105.6,72
157043,6.31,9.14,0.00,0.00,0.00,0.00,13.5,102.8,401.80,0,3387,12.932,46.5,105.6,72
157243,9.94,9.14,0.00,0.00,0.00,0.00,13.5,102.8,349.08,0,3429,12.452,46.5,105.6,72
157403,8.99,8.30,0.00,0.00,0.00,0.00,13.5,102.8,106.03,0,3457,6.668,45.8,105.6,72
157563,0.00,0.00,0.00,0.00,0.00,0.00,13.5,102.8,74.82,0,3489,2.660,45.8,105.6,72
157723,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,73.19,0,3263,2.172,45.8,105.6,72
157924,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,71.60,0,3045,2.384,45.8,105.6,76
158124,3.32,3.40,0.00,0.00,0.00,0.00,13.6,102.8,177.59,0,2815,4.328,45.8,105.6,76
158323,3.60,4.11,0.00,0.00,0.00,0.00,13.5,102.8,223.11,0,2558,6.272,45.8,105.6,76
158523,3.60,4.11,0.00,0.00,0.00,0.00,13.6,102.8,225.00,0,2481,6.620,45.8,105.6,76
158723,3.60,4.11,0.00,0.00,0.00,0.00,13.6,102.8,203.47,0,2491,6.540,45.8,105.6,76
158882,3.60,4.11,0.00,0.00,0.00,0.00,13.6,103.5,189.33,0,2501,6.140,46.5,105.6,76
159083,4.22,6.13,0.00,0.00,0.00,0.00,13.6,103.5,174.97,0,2500,5.684,46.5,105.6,76
159284,6.52,8.43,0.00,0.00,0.00,0.00,13.6,103.5,170.39,0,2502,5.456,46.5,105.6,76
159484,8.51,9.21,0.00,0.00,0.00,0.00,13.6,103.5,161.02,0,2501,5.300,46.5,105.6,76
159682,8.51,9.21,0.00,0.00,0.00,0.00,13.6,103.5,157.38,0,2497,5.104,46.5,105.6,76
159842,8.51,9.21,0.00,0.00,0.00,0.00,13.5,103.5,153.86,0,2500,5.008,47.2,105.6,76
160003,8.51,9.21,0.00,0.00,0.00,0.00,13.6,103.5,149.03,0,2497,4.904,47.2,105.6,76
160163,8.51,6.77,0.00,0.00,0.00,0.00,13.6,103.5,149.28,0,2493,4.816,47.2,105.6,76
160323,5.67,5.16,0.00,0.00,0.00,0.00,13.6,103.5,149.24,0,2503,4.684,47.2,105.6,76
160483,4.06,3.55,0.00,0.00,0.00,0.00,13.6,103.5,177.55,0,2495,5.220,47.2,105.6,76
160683,4.21,7.31,0.00,0.00,0.00,0.00,13.5,103.5,383.94,0,2539,10.828,47.2,105.6,76
160843,6.28,8.58,0.00,0.00,0.00,0.00,13.6,103.5,338.09,0,2526,11.328,48.0,105.6,76
161003,6.28,8.58,0.00,0.00,0.00,0.00,13.5,103.5,313.17,0,2532,10.548,48.0,105.6,76
161204,6.28,8.58,0.00,0.00,0.00,0.00,13.5,103.5,309.99,0,2540,9.972,48.0,105.6,76
161402,6.28,5.54,0.00,0.00,0.00,0.00,13.6,103.5,282.74,0,2554,9.368,48.0,105.6,76
161603,1.66,4.24,0.00,0.00,0.00,0.00,13.5,103.5,271.23,0,2565,8.712,48.0,105.6,76
161802,5.58,7.26,0.00,0.00,0.00,0.00,13.6,103.5,276.32,0,2568,8.736,48.0,105.6,78
161964,7.99,9.68,0.00,0.00,0.00,0.00,13.6,103.5,276.66,0,2585,8.896,48.0,105.6,78
162163,9.50,9.68,0.00,0.00,0.00,0.00,13.6,103.5,273.14,0,2598,8.964,48.0,105.6,78
162363,9.50,9.68,0.00,0.00,0.00,0.00,13.6,103.5,268.77,0,2604,8.920,48.0,105.6,78
162523,9.50,9.68,0.00,0.00,0.00,0.00,13.6,103.5,267.42,0,2612,8.788,48.0,105.6,78
162683,9.50,6.61,0.00,0.00,0.00,0.00,13.6,103.5,267.04,0,2621,8.736,48.0,105.6,78
162844,5.81,4.12,0.00,0.00,0.00,0.00,13.5,103.5,269.69,0,2626,8.416,48.0,105.6,79
163042,7.27,8.38,0.00,0.00,0.00,0.00,13.6,104.2,270.64,0,2627,8.512,48.0,105.6,79
163203,9.73,10.08,0.00,0.00,0.00,0.00,13.6,104.2,259.62,0,2637,8.536,48.0,105.6,79
163363,9.73,10.08,0.00,0.00,0.00,0.00,13.6,104.2,228.36,0,2639,8.220,48.0,105.6,79
163563,9.73,10.08,0.00,0.00,0.00,0.00,13.6,104.2,139.18,0,2644,5.972,48.0,105.6,79
163763,9.73,10.08,0.00,0.00,0.00,0.00,13.6,104.2,57.91,0,2637,3.408,48.0,105.6,79
163924,7.15,6.96,0.00,0.00,0.00,0.00,13.6,104.2,59.27,0,2624,2.644,48.0,105.6,81
164122,5.72,5.53,0.00,0.00,0.00,0.00,13.6,104.2,60.22,0,2605,2.208,48.0,105.6,81
164282,4.70,4.51,0.00,0.00,0.00,0.00,13.6,104.2,60.07,0,2612,2.064,48.0,105.6,81
164443,3.66,3.47,0.00,0.00,0.00,0.00,13.6,104.2,143.58,0,2621,3.140,48.0,105.6,81
164603,2.21,2.02,0.00,0.00,0.00,0.00,13.6,104.2,184.65,0,2587,5.092,48.0,105.6,81
164803,-0.09,-0.28,0.00,0.00,0.00,0.00,13.6,104.2,177.45,0,2606,5.076,48.0,105.6,80
165003,-2.46,-2.65,0.00,0.00,0.00,0.00,13.6,104.2,172.17,0,2597,4.984,48.0,105.6,80
165203,1.18,1.47,0.00,0.00,0.00,0.00,13.6,104.2,171.36,0,2593,5.116,48.0,105.6,80
165364,3.01,3.30,0.00,0.00,0.00,0.00,13.6,104.2,167.68,0,2592,5.168,48.8,105.6,80
165564,5.30,5.59,0.00,0.00,0.00,0.00,13.6,104.2,168.95,0,2589,5.236,48.8,105.6,80
165764,7.59,7.88,0.00,0.00,0.00,0.00,13.6,104.2,164.50,0,2583,5.252,48.8,105.6,80
165963,8.62,5.66,0.00,0.00,0.00,0.00,13.6,104.2,157.63,0,2581,5.192,48.8,105.6,79
166164,4.54,3.45,0.00,0.00,0.00,0.00,13.6,104.2,157.93,0,2585,4.916,48.8,105.6,79
166363,5.64,6.97,0.00,0.00,0.00,0.00,13.6,104.2,151.06,0,2583,4.828,48.8,105.6,79
166564,7.22,4.94,0.00,0.00,0.00,0.00,13.6,104.2,138.43,0,2578,4.568,48.8,105.6,79
166763,3.59,5.81,0.00,0.00,0.00,0.00,13.5,104.2,130.55,0,2574,4.104,48.8,105.6,79
166963,4.88,7.74,0.00,0.00,0.00,0.00,13.5,104.2,131.55,0,2565,4.100,49.5,105.6,79
167123,6.42,8.41,0.00,0.00,0.00,0.00,13.6,104.2,129.39,0,2565,4.116,49.5,105.6,79
167283,4.44,4.90,0.00,0.00,0.00,0.00,13.5,104.2,132.63,0,2565,4.020,49.5,105.6,79
167484,2.58,3.04,0.00,0.00,0.00,0.00,13.5,104.2,131.76,0,2561,3.956,49.5,105.6,79
167683,3.17,3.81,0.00,0.00,0.00,0.00,13.5,104.2,129.75,0,2558,3.948,49.5,105.6,79
167842,4.60,5.24,0.00,0.00,0.00,0.00,13.5,104.2,130.00,0,2553,3.988,49.5,105.6,78
168003,5.84,6.66,0.00,0.00,0.00,0.00,13.5,104.2,130.59,0,2552,4.028,49.5,105.6,78
168162,3.23,7.73,0.00,0.00,0.00,0.00,13.6,104.2,129.70,0,2548,3.936,49.5,105.6,78
168322,1.84,5.12,0.00,0.00,0.00,0.00,13.5,104.2,129.56,0,2540,3.876,50.2,105.6,78
168524,4.47,3.31,0.00,0.00,0.00,0.00,13.6,105.0,130.87,0,2536,4.004,50.2,105.6,78
168723,6.21,6.10,0.00,0.00,0.00,0.00,13.5,105.0,131.78,0,2529,4.076,50.2,105.6,78
168922,3.58,7.93,0.00,0.00,0.00,0.00,13.5,105.0,131.23,0,2529,3.992,51.0,105.6,78
169123,1.75,5.94,0.00,0.00,0.00,0.00,13.5,105.0,129.94,0,2522,3.920,51.0,105.6,78
169324,4.35,4.11,0.00,0.00,0.00,0.00,13.5,105.0,129.34,0,2512,4.020,51.0,105.6,78
169522,6.18,5.98,0.00,0.00,0.00,0.00,13.6,105.0,132.37,0,2507,4.120,51.0,105.6,78
169683,6.18,7.45,0.00,0.00,0.00,0.00,13.6,105.0,132.33,0,2508,4.124,51.0,105.6,78
169884,2.54,5.09,0.00,0.00,0.00,0.00,13.6,105.0,133.86,0,2500,4.016,51.0,105.6,77
170084,3.13,3.26,0.00,0.00,0.00,0.00,13.6,105.0,130.93,0,2503,4.004,51.0,105.6,77
170283,4.92,5.46,0.00,0.00,0.00,0.00,13.6,105.0,118.49,0,2496,3.868,51.0,105.6,77
170483,5.26,7.11,0.00,0.00,0.00,0.00,13.6,105.0,112.18,0,2488,3.584,51.0,105.6,77
170684,4.52,8.72,0.00,0.00,0.00,0.00,13.6,105.0,111.21,0,2485,3.468,51.0,105.6,77
170884,6.08,9.19,0.00,0.00,0.00,0.00,13.6,105.0,112.12,0,2477,3.472,51.8,105.6,76
171083,7.09,5.92,0.00,0.00,0.00,0.00,13.6,105.0,113.47,0,2472,3.528,51.8,105.6,76
171283,7.09,4.37,0.00,0.00,0.00,0.00,13.6,105.0,113.75,0,2466,3.536,51.8,105.6,76
171485,3.43,5.67,0.00,0.00,0.00,0.00,13.6,105.0,114.45,0,2463,3.420,51.8,105.6,76
171684,1.88,7.22,0.00,0.00,0.00,0.00,13.6,105.0,113.22,0,2453,3.372,51.8,105.6,76
171884,3.80,7.53,0.00,0.00,0.00,0.00,13.6,105.0,112.92,0,2447,3.440,51.8,105.6,75
172082,5.36,4.11,0.00,0.00,0.00,0.00,13.6,105.0,112.92,0,2447,3.508,51.8,105.6,75
172243,5.59,2.87,0.00,0.00,0.00,0.00,13.6,105.0,113.81,0,2440,3.508,51.8,105.6,75
172403,5.59,5.41,0.00,0.00,0.00,0.00,13.6,105.0,114.00,0,2436,3.532,51.8,105.6,75
172562,2.97,6.64,0.00,0.00,0.00,0.00,13.6,105.0,112.39,0,2434,3.448,51.8,105.6,75
172724,1.79,6.93,0.00,0.00,0.00,0.00,13.6,105.0,110.99,0,2427,3.376,51.8,105.6,75
172923,2.84,3.95,0.00,0.00,0.00,0.00,13.6,105.0,111.80,0,2422,3.400,52.5,105.6,74
173123,4.30,4.71,0.00,0.00,0.00,0.00,13.6,105.0,111.63,0,2413,3.452,52.5,105.6,74
173283,5.44,5.93,0.00,0.00,0.00,0.00,13.6,105.0,241.97,0,2416,5.856,52.5,105.6,74
173444,5.44,6.24,0.00,0.00,0.00,0.00,13.6,105.8,361.67,0,2442,10.568,52.5,105.6,74
173644,3.16,1.99,0.00,0.00,0.00,0.00,13.6,105.8,302.19,0,2431,10.000,52.5,105.6,74
173842,3.21,2.04,0.00,0.00,0.00,0.00,13.6,105.8,249.39,0,2450,7.972,53.2,105.6,74
174003,5.43,4.26,0.00,0.00,0.00,0.00,13.6,105.8,247.48,0,2452,7.980,53.2,105.6,74
174163,7.63,6.47,0.00,0.00,0.00,0.00,13.6,105.8,238.79,0,2454,7.860,53.2,105.6,74
174323,8.71,8.33,0.00,0.00,0.00,0.00,13.6,105.8,209.08,0,2464,7.396,52.5,105.6,74
174523,8.71,5.52,0.00,0.00,0.00,0.00,13.6,105.8,177.17,0,2461,6.412,52.5,105.6,74
174725,4.39,3.15,0.00,0.00,0.00,0.00,13.6,105.8,157.29,0,2463,5.436,52.5,105.6,74
174923,2.24,0.99,0.00,0.00,0.00,0.00,13.6,105.8,55.92,0,2458,3.608,52.5,105.6,75
175123,0.67,-0.58,0.00,0.00,0.00,0.00,13.6,105.8,56.83,0,2443,2.400,52.5,105.6,75
175282,3.71,2.46,0.00,0.00,0.00,0.00,13.6,105.8,55.73,0,2442,2.172,51.8,105.6,75
175442,3.96,3.48,0.00,0.00,0.00,0.00,13.6,105.8,57.09,0,2408,1.992,51.8,105.6,75
175643,3.96,3.66,0.00,0.00,0.00,0.00,13.6,105.8,57.45,0,2417,1.876,51.8,105.6,75
175843,1.67,0.82,0.00,0.00,0.00,0.00,13.6,105.8,55.41,0,2405,1.784,51.8,105.6,75
176002,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.16,0,2391,1.644,51.8,105.6,75
176164,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.94,0,2383,1.616,51.8,105.6,75
176324,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,56.28,0,2368,1.612,51.8,105.6,75
176523,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.41,0,2355,1.604,51.8,105.6,75
176723,0.00,0.00,0.00,0.00,0.00,0.00,13.6,105.8,55.81,0,2338,1.592,51.8,105.6,75
