Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
36682,13.5,93.0,0,108.07,1195,3.248,15.38,63.0,3.10,4.27,23.25,103.3,10,0.00,0.00,-0.00,0.00
36842,13.4,93.0,0,100.76,1199,3.148,15.75,63.0,2.59,3.76,21.75,103.3,10,0.00,0.00,-0.00,0.00
37041,13.5,93.0,0,100.53,1188,3.064,15.38,63.0,1.95,3.12,21.50,103.3,10,0.00,0.00,-0.00,0.00
37202,13.5,93.0,0,99.19,1204,2.996,15.75,63.0,1.43,2.61,21.50,103.3,10,0.00,0.00,-0.00,0.00
37363,13.5,93.0,0,97.60,1195,2.940,15.38,63.0,0.92,2.10,21.00,103.3,10,0.00,0.00,-0.00,0.00
37560,13.5,93.0,0,92.26,1204,2.836,15.75,63.0,0.28,1.45,20.00,103.3,10,0.00,0.00,-0.00,0.00
37722,13.4,93.0,0,91.88,1194,2.740,15.38,63.0,-0.19,0.99,19.75,103.3,11,0.00,0.00,-0.00,0.00
37883,13.5,93.8,0,89.95,1204,2.736,15.38,63.0,1.46,0.55,19.50,103.3,11,0.00,0.00,-0.00,0.00
38082,13.4,93.8,0,90.86,1192,2.708,15.00,63.0,2.01,2.47,19.50,103.3,11,0.00,0.00,-0.00,0.00
38281,13.5,93.8,0,126.44,1186,3.092,15.38,63.0,2.57,3.03,27.00,103.3,11,0.00,0.00,-0.00,0.00
38443,13.5,93.8,0,149.73,1215,3.816,15.38,63.0,3.09,3.55,32.75,103.3,11,0.00,0.00,-0.00,0.00
38642,13.5,93.8,0,150.64,1226,4.184,16.12,63.0,3.73,4.19,33.25,103.3,11,0.00,0.00,-0.00,0.00
38843,13.5,93.8,0,150.11,1258,4.424,16.50,63.0,4.46,4.92,34.00,103.3,10,0.00,0.00,-0.00,0.00
39042,13.5,93.8,0,147.57,1308,4.376,17.25,63.0,2.66,5.80,34.75,103.3,10,0.00,0.00,-0.00,0.00
39241,13.4,93.8,0,140.83,1341,3.888,17.62,63.0,1.75,2.85,34.00,103.3,10,0.00,0.00,-0.00,0.00
39401,13.3,93.8,0,60.41,1356,3.088,14.62,63.0,1.10,2.20,14.75,103.3,10,0.00,0.00,-0.00,0.00
39602,13.3,93.8,0,60.03,1249,2.456,-3.00,63.0,0.77,1.87,13.50,103.3,10,0.00,0.00,-0.00,0.00
39801,13.3,93.8,0,78.72,970,2.912,-5.62,63.0,2.56,1.87,13.75,103.3,12,0.00,0.00,-0.00,0.00
39961,13.0,93.0,0,114.55,897,2.848,4.88,63.0,2.86,3.87,18.50,103.3,12,0.00,0.00,-0.00,0.00
40121,12.8,93.0,0,104.51,930,2.996,4.88,63.0,3.21,4.22,17.50,103.3,12,0.00,0.00,-0.00,0.00
40281,12.8,93.0,0,93.34,967,2.984,4.88,63.0,3.61,4.61,16.25,103.3,12,0.00,0.00,-0.00,0.00
40440,13.0,93.0,0,82.75,990,2.840,5.25,63.0,4.03,5.03,14.75,103.3,12,0.00,0.00,-0.00,0.00
40601,13.1,93.0,0,76.75,995,2.692,5.62,63.0,4.24,5.15,13.75,103.3,12,0.00,0.00,-0.00,0.00
40802,13.1,93.0,0,77.22,971,2.384,-3.38,63.0,4.24,5.15,13.50,103.3,12,0.00,0.00,-0.00,0.00
41002,13.1,93.8,0,112.86,849,2.976,-0.75,63.0,4.24,5.15,17.25,103.3,12,0.00,0.00,-0.00,0.00
41161,13.1,93.8,0,236.71,833,5.088,1.50,63.0,4.24,5.15,35.50,103.3,12,0.00,0.00,-0.00,0.00
41323,13.4,93.0,0,384.68,1083,8.128,6.00,63.0,4.24,5.15,75.00,103.3,12,0.00,0.00,-0.00,0.00
41521,13.4,93.0,0,270.02,1620,9.116,13.50,63.0,1.75,2.00,78.75,103.3,12,0.00,0.00,-0.00,0.00
41681,13.5,93.0,0,247.35,1847,8.508,16.50,63.0,0.07,0.31,82.25,103.3,12,0.00,0.00,-0.00,0.00
41841,13.5,93.8,0,239.13,1957,7.596,15.75,63.0,-1.76,-1.51,84.25,103.3,10,0.00,0.00,-0.00,0.00
42001,13.3,93.8,0,242.31,1937,7.176,15.75,63.0,-3.53,-3.28,84.50,103.3,10,0.00,0.00,-0.00,0.00
42161,13.3,93.8,0,245.02,1876,7.224,16.88,63.0,-1.11,-1.53,82.75,103.3,10,0.00,0.00,-0.00,0.00
42364,13.5,93.8,0,251.14,1786,7.636,16.12,63.0,0.90,0.48,80.75,103.3,10,0.00,0.00,-0.00,0.00
42561,13.5,93.8,0,226.94,2062,7.428,19.50,63.0,3.05,2.63,84.25,103.3,10,0.00,0.00,-0.00,0.00
42721,13.3,93.8,0,229.42,2070,7.208,19.88,63.0,4.93,4.52,85.50,103.3,14,0.00,0.00,-0.00,0.00
42883,13.4,93.0,0,226.67,2132,7.504,19.88,63.0,6.74,6.32,87.00,103.3,14,0.00,0.00,-0.00,0.00
43082,13.5,93.0,0,217.98,2357,7.240,21.75,63.0,9.07,8.41,92.50,103.3,14,0.00,0.00,-0.00,0.00
43283,12.8,93.0,0,225.53,2383,7.412,21.38,63.0,9.07,8.41,96.75,103.3,14,0.00,0.00,-0.00,0.00
43481,13.1,93.0,0,228.83,2579,7.376,22.88,63.0,9.07,8.41,106.25,103.3,14,0.00,0.00,-0.00,0.00
43643,13.4,93.0,0,235.59,2617,7.512,22.50,63.0,9.07,8.41,111.00,103.3,14,0.00,0.00,-0.00,0.00
43842,13.3,93.0,0,255.57,2820,7.908,23.62,62.2,9.07,6.12,129.75,103.3,20,0.00,0.00,-0.00,0.00
44042,13.3,93.0,0,275.36,2930,8.128,22.50,62.2,4.16,5.58,145.25,103.3,20,0.00,0.00,-0.00,0.00
44242,13.5,93.0,0,263.07,3109,8.168,23.62,61.5,6.56,8.92,147.25,103.3,20,0.00,0.00,-0.00,0.00
44442,13.4,93.0,0,260.83,3253,8.424,23.25,61.5,9.46,8.92,152.75,103.3,20,0.00,0.00,-0.00,0.00
44642,13.2,93.0,0,236.44,3424,8.192,24.00,61.5,9.46,8.92,145.75,103.3,20,0.00,0.00,-0.00,0.00
44842,13.3,93.0,0,56.45,3394,3.728,11.62,60.8,9.46,6.12,34.50,103.3,27,0.00,0.00,-0.00,0.00
45042,13.5,93.0,0,70.03,3192,2.296,2.25,60.8,9.46,5.76,40.25,103.3,27,0.00,0.00,-0.00,0.00
45242,13.5,93.0,0,68.68,2891,2.076,1.88,60.8,9.46,5.76,35.75,103.3,27,0.00,0.00,-0.00,0.00
45442,13.5,93.0,0,99.30,2783,2.848,15.75,60.8,10.64,8.98,49.75,103.3,27,0.00,0.00,-0.00,0.00
45641,13.5,93.0,0,243.92,2727,6.828,23.62,60.8,11.28,9.91,119.75,103.3,27,0.00,0.00,-0.00,0.00
45802,13.4,93.0,0,261.78,2541,8.084,21.00,60.0,11.28,9.91,119.75,103.3,30,0.00,0.00,-0.00,0.00
45962,13.5,93.0,0,260.93,2464,8.452,21.38,60.0,11.28,9.91,115.75,103.3,30,0.00,0.00,-0.00,0.00
46122,13.4,93.0,0,275.68,2312,8.472,20.62,60.0,11.28,9.91,114.75,103.3,30,0.00,0.00,-0.00,0.00
46281,13.5,93.0,0,260.40,2325,9.044,19.88,60.0,11.28,9.91,109.00,103.3,30,0.00,0.00,-0.00,0.00
46443,13.5,93.0,0,266.25,2347,8.352,20.62,60.0,7.54,6.16,112.50,103.3,30,0.00,0.00,-0.00,0.00
46643,13.5,93.0,0,263.86,2463,8.480,21.00,60.0,4.75,3.37,117.00,103.3,30,0.00,0.00,-0.00,0.00
46842,13.5,93.0,0,266.40,2502,8.180,21.00,60.0,1.88,2.92,120.00,103.3,33,0.00,0.00,-0.00,0.00
47002,13.4,93.0,0,268.31,2536,8.296,21.00,60.0,3.69,5.31,122.50,103.3,33,0.00,0.00,-0.00,0.00
47202,13.5,93.0,0,269.41,2639,8.532,21.38,60.0,6.74,8.35,128.00,103.3,33,0.00,0.00,-0.00,0.00
47402,13.5,93.8,0,267.35,2675,8.420,21.75,59.2,5.27,5.75,128.75,103.3,33,0.00,0.00,-0.00,0.00
47561,13.5,93.8,0,266.57,2735,8.004,22.12,59.2,2.72,3.21,131.25,103.3,33,0.00,0.00,-0.00,0.00
47723,13.4,93.8,0,248.50,2783,7.680,22.50,59.2,1.97,3.10,124.50,103.3,39,0.00,0.00,-0.00,0.00
47922,13.5,93.8,0,190.16,2826,6.800,25.50,59.2,5.03,6.16,96.75,103.3,39,0.00,0.00,-0.00,0.00
48123,13.5,93.8,0,169.84,2870,5.788,28.88,59.2,3.01,3.30,87.75,103.3,39,0.00,0.00,-0.00,0.00
48321,13.5,93.8,0,172.97,2906,5.264,30.38,59.2,0.23,0.52,90.50,103.3,39,0.00,0.00,-0.00,0.00
48523,13.5,93.8,0,169.27,2937,4.920,30.38,59.2,-2.51,-2.22,89.50,103.3,39,0.00,0.00,-0.00,0.00
48723,13.5,93.8,0,111.06,2963,4.432,19.50,58.5,1.79,1.81,59.25,103.3,43,0.00,0.00,-0.00,0.00
48922,13.5,93.8,0,76.58,2883,2.208,8.62,58.5,2.16,2.18,39.75,103.3,43,0.00,0.00,-0.00,0.00
49121,13.5,93.8,0,64.59,2601,1.876,6.75,58.5,2.16,2.18,30.25,103.3,43,0.00,0.00,-0.00,0.00
49282,13.5,93.8,0,62.93,2383,2.140,2.62,58.5,2.47,2.56,27.00,103.3,43,0.00,0.00,-0.00,0.00
49485,13.5,93.8,0,105.12,2325,2.700,21.00,58.5,3.66,3.75,44.00,103.3,43,0.00,0.00,-0.00,0.00
49683,13.5,93.8,0,201.60,2032,4.856,24.00,58.5,4.98,5.07,73.75,103.3,43,0.00,0.00,-0.00,0.00
49883,13.5,93.8,0,205.08,1984,6.024,22.12,58.5,5.37,5.53,73.25,103.3,43,0.00,0.00,-0.00,0.00
50081,13.5,93.8,0,202.98,1984,6.248,22.12,58.5,5.37,5.53,72.50,103.3,43,0.00,0.00,-0.00,0.00
50282,13.5,93.8,0,181.51,1989,6.100,22.50,58.5,5.37,5.53,65.00,103.3,43,0.00,0.00,-0.00,0.00
50483,13.5,93.8,0,132.25,1995,5.196,25.88,58.5,5.37,5.53,47.50,103.3,43,0.00,0.00,-0.00,0.00
50682,13.5,93.8,0,97.30,1998,4.248,26.62,58.5,2.07,2.14,35.00,103.3,43,0.00,0.00,-0.00,0.00
50883,13.5,93.8,0,76.41,1999,2.972,25.88,59.2,0.76,0.83,27.50,103.3,44,0.00,0.00,-0.00,0.00
51081,13.4,93.8,0,75.44,1988,2.632,25.50,59.2,-0.42,-0.34,27.00,103.3,44,0.00,0.00,-0.00,0.00
51242,13.5,93.8,0,80.86,1992,2.508,24.75,58.5,-1.30,-1.22,29.00,103.3,44,0.00,0.00,-0.00,0.00
51443,13.5,93.8,0,86.43,1992,2.476,24.38,58.5,-2.40,-0.01,31.00,103.3,44,0.00,0.00,-0.00,0.00
51644,13.6,93.8,0,92.39,1984,2.580,24.75,58.5,-0.31,1.09,33.00,103.3,44,0.00,0.00,-0.00,0.00
51843,13.4,93.8,0,122.48,1984,3.152,26.25,58.5,0.80,2.19,43.75,103.3,44,0.00,0.00,-0.00,0.00
52042,13.5,93.8,0,162.25,1994,4.464,27.00,58.5,2.08,3.48,58.25,103.3,44,0.00,0.00,-0.00,0.00
52242,13.5,93.8,0,169.05,1996,4.776,25.50,59.2,2.61,4.24,60.75,103.3,44,0.00,0.00,-0.00,0.00
52401,13.5,93.8,0,168.71,2000,4.980,25.12,59.2,2.61,4.24,60.75,103.3,44,0.00,0.00,-0.00,0.00
52562,13.5,93.8,0,163.21,2008,5.008,25.12,59.2,2.61,4.24,59.00,103.3,44,0.00,0.00,-0.00,0.00
52723,13.5,93.8,0,140.38,2008,4.708,25.50,59.2,2.61,4.24,50.75,103.3,44,0.00,0.00,-0.00,0.00
52923,13.5,93.8,0,139.13,2016,4.356,25.88,59.2,2.61,4.24,50.50,103.3,44,0.00,0.00,-0.00,0.00
53123,13.5,93.8,0,138.79,2021,4.256,25.88,59.2,2.04,0.93,50.50,103.3,44,0.00,0.00,-0.00,0.00
53321,13.4,93.8,0,142.63,2025,4.324,25.88,59.2,3.50,3.89,52.00,103.3,44,0.00,0.00,-0.00,0.00
53482,13.5,93.8,0,144.66,2035,4.400,25.88,59.2,4.67,5.06,53.00,103.3,44,0.00,0.00,-0.00,0.00
53641,13.5,93.8,0,147.04,2040,4.476,25.88,59.2,5.84,6.23,54.00,103.3,44,0.00,0.00,-0.00,0.00
53802,13.5,93.8,0,145.11,2048,4.620,25.88,59.2,7.02,7.41,53.50,103.3,46,0.00,0.00,-0.00,0.00
54001,13.5,93.8,0,151.44,2054,4.728,25.50,59.2,8.05,8.84,56.00,103.3,46,0.00,0.00,-0.00,0.00
54161,13.5,93.8,0,152.27,2061,4.672,25.50,59.2,5.26,8.84,56.50,103.3,46,0.00,0.00,-0.00,0.00
54323,13.5,93.8,0,147.19,2066,4.608,25.50,59.2,3.95,8.84,54.75,103.3,46,0.00,0.00,-0.00,0.00
54522,13.5,93.8,0,140.74,2072,4.404,25.88,59.2,2.30,8.84,52.50,103.3,46,0.00,0.00,-0.00,0.00
54722,13.5,93.8,0,141.59,2079,4.360,25.88,60.0,4.38,8.84,53.00,103.3,46,0.00,0.00,-0.00,0.00
54922,13.5,93.0,0,135.19,2085,4.292,25.88,60.0,5.88,5.90,50.75,103.3,46,0.00,0.00,-0.00,0.00
55121,13.4,93.0,0,132.03,2093,4.248,26.25,60.0,6.54,4.43,49.75,103.3,46,0.00,0.00,-0.00,0.00
55283,13.5,93.0,0,132.10,2092,4.044,26.25,60.0,3.30,3.26,49.75,103.3,46,0.00,0.00,-0.00,0.00
55482,13.5,93.0,0,125.76,2098,3.864,26.25,60.0,1.85,5.32,47.50,103.3,46,0.00,0.00,-0.00,0.00
55641,13.5,93.0,0,121.84,2097,3.844,26.25,60.0,4.20,6.42,46.00,103.3,46,0.00,0.00,-0.00,0.00
55802,13.5,93.0,0,115.10,2099,3.760,26.25,60.0,5.30,6.77,43.50,103.3,47,0.00,0.00,-0.00,0.00
56002,13.4,93.0,0,108.28,2103,3.436,25.88,60.0,3.17,6.77,41.00,103.3,47,0.00,0.00,-0.00,0.00
56163,13.5,93.0,0,103.47,2107,3.256,25.88,60.0,2.15,6.77,39.25,103.3,47,0.00,0.00,-0.00,0.00
56364,13.4,93.0,0,101.82,2100,3.104,25.88,60.0,3.48,6.77,38.50,103.3,47,0.00,0.00,-0.00,0.00
56562,13.4,93.0,0,96.39,2103,3.056,25.88,60.0,4.76,6.77,36.50,103.3,47,0.00,0.00,-0.00,0.00
56723,13.5,93.0,0,95.74,2103,3.016,25.50,60.0,5.78,3.66,36.25,103.3,47,0.00,0.00,-0.00,0.00
56921,13.5,93.0,0,87.98,2099,2.848,25.12,60.0,3.26,5.12,33.25,103.3,47,0.00,0.00,-0.00,0.00
57122,13.5,93.0,0,85.95,2100,2.660,24.75,60.0,2.07,6.13,32.50,103.3,47,0.00,0.00,-0.00,0.00
57282,13.5,93.0,0,100.84,2093,2.692,25.12,60.0,1.12,3.78,38.00,103.3,47,0.00,0.00,-0.00,0.00
57483,13.5,93.0,0,115.38,2094,3.256,25.88,60.0,3.25,5.27,43.50,103.3,47,0.00,0.00,-0.00,0.00
57683,13.5,93.0,0,118.71,2094,3.524,26.25,60.0,4.53,6.55,44.75,103.3,47,0.00,0.00,-0.00,0.00
57881,13.5,93.0,0,116.82,2092,3.600,26.25,60.0,5.17,7.06,44.00,103.3,47,0.00,0.00,-0.00,0.00
58042,13.5,93.0,0,117.37,2094,3.500,26.25,60.0,2.00,4.02,44.25,103.3,47,0.00,0.00,-0.00,0.00
58202,13.4,93.0,0,117.75,2099,3.476,26.25,60.0,0.97,2.99,44.50,103.3,47,0.00,0.00,-0.00,0.00
58403,13.4,93.0,0,117.86,2097,3.576,26.25,60.8,3.68,4.03,44.50,103.3,47,0.00,0.00,-0.00,0.00
58603,13.5,93.0,0,116.38,2100,3.616,26.25,60.8,4.96,5.31,44.00,103.3,47,0.00,0.00,-0.00,0.00
58803,13.5,93.0,0,118.41,2099,3.660,26.25,60.8,6.24,6.60,44.75,103.3,47,0.00,0.00,-0.00,0.00
59003,13.5,93.0,0,117.75,2099,3.572,26.25,60.8,3.46,7.17,44.50,103.3,47,0.00,0.00,-0.00,0.00
59203,13.5,93.0,0,118.24,2102,3.520,26.25,60.8,2.17,3.94,44.75,103.3,47,0.00,0.00,-0.00,0.00
59402,13.5,93.0,0,117.54,2103,3.584,26.25,60.8,4.24,4.85,44.50,103.3,47,0.00,0.00,-0.00,0.00
59561,13.5,93.0,0,116.86,2103,3.628,26.25,60.8,5.26,5.87,44.25,103.3,47,0.00,0.00,-0.00,0.00
59722,13.5,93.0,0,115.72,2100,3.644,26.25,60.8,6.03,6.90,43.75,103.3,47,0.00,0.00,-0.00,0.00
59882,13.5,93.0,0,114.93,2102,3.528,26.25,60.8,3.24,7.03,43.50,103.3,47,0.00,0.00,-0.00,0.00
60084,13.5,93.0,0,115.61,2102,3.472,26.25,60.8,1.96,3.60,43.75,103.3,47,0.00,0.00,-0.00,0.00
60281,13.5,93.0,0,114.62,2108,3.552,26.25,60.8,4.80,5.53,43.50,103.3,47,0.00,0.00,-0.00,0.00
60442,13.6,93.0,0,114.07,2106,3.568,26.25,60.8,5.82,6.56,43.25,103.3,47,0.00,0.00,-0.00,0.00
60603,13.5,93.0,0,110.82,2105,3.416,25.88,60.8,3.93,7.26,42.00,103.3,47,0.00,0.00,-0.00,0.00
60801,13.5,93.0,0,103.56,2105,3.272,25.88,60.8,2.65,4.41,39.25,103.3,47,0.00,0.00,-0.00,0.00
60962,13.5,92.2,0,101.20,2113,3.148,25.88,60.8,1.62,3.39,38.50,103.3,47,0.00,0.00,-0.00,0.00
61162,13.5,92.2,0,98.89,2106,3.032,25.88,60.8,2.57,2.10,37.50,103.3,47,0.00,0.00,-0.00,0.00
61362,13.5,92.2,0,97.58,2106,3.016,25.88,60.8,3.85,5.23,37.00,103.3,47,0.00,0.00,-0.00,0.00
61522,13.5,92.2,0,97.20,2100,2.988,25.50,60.8,4.88,6.26,36.75,103.3,47,0.00,0.00,-0.00,0.00
61683,13.5,92.2,0,93.85,2101,2.992,25.50,60.8,5.87,7.25,35.50,103.3,47,0.00,0.00,-0.00,0.00
61883,13.5,92.2,0,58.44,2091,2.636,22.50,60.8,4.05,8.20,22.00,103.3,47,0.00,0.00,-0.00,0.00
62083,13.5,92.2,0,53.50,2076,2.192,16.50,60.8,2.94,5.61,20.00,103.3,47,0.00,0.00,-0.00,0.00
62282,13.5,92.2,0,52.09,2079,1.932,10.50,60.8,1.93,4.61,19.50,103.3,47,0.00,0.00,-0.00,0.00
62441,13.5,92.2,0,52.66,2057,1.768,5.62,60.8,1.13,3.80,19.50,103.3,47,0.00,0.00,-0.00,0.00
62602,13.5,92.2,0,52.04,2054,1.672,0.75,60.8,0.32,2.99,19.25,103.3,47,0.00,0.00,-0.00,0.00
62802,13.5,92.2,0,52.85,2023,1.548,-3.00,60.8,0.00,0.00,19.25,103.3,47,0.00,0.00,-0.00,0.00
63002,13.5,92.2,0,50.37,2012,1.512,-3.00,60.8,0.00,0.00,18.25,103.3,47,0.00,0.00,-0.00,0.00
63203,13.5,92.2,0,51.56,1993,1.492,-3.38,60.8,0.00,0.00,18.50,103.3,47,0.00,0.00,-0.00,0.00
63402,13.5,92.2,0,51.26,1977,1.480,-3.38,60.8,0.00,0.00,18.25,103.3,47,0.00,0.00,-0.00,0.00
63601,13.5,92.2,0,51.11,1956,1.476,-3.38,60.8,0.00,0.00,18.00,103.3,47,0.00,0.00,-0.00,0.00
63762,13.6,92.2,0,51.56,1939,1.464,-3.38,60.8,0.00,0.00,18.00,103.3,44,0.00,0.00,-0.00,0.00
63922,13.5,92.2,0,51.94,1925,1.472,-3.75,60.8,0.00,0.00,18.00,103.3,44,0.00,0.00,-0.00,0.00
64083,13.5,92.2,0,50.14,1911,1.464,-3.75,60.8,0.00,0.00,17.25,103.3,44,0.00,0.00,-0.00,0.00
64281,13.5,92.2,0,48.38,1894,1.436,-3.75,61.5,0.00,0.00,16.50,103.3,44,0.00,0.00,-0.00,0.00
64443,13.4,92.2,0,48.91,1874,1.420,-3.75,61.5,0.00,0.00,16.50,103.3,44,0.00,0.00,-0.00,0.00
64643,13.3,92.2,0,46.79,1840,1.388,-4.12,61.5,0.00,0.00,15.50,103.3,44,0.00,0.00,-0.00,0.00
64842,13.4,92.2,0,46.98,1803,1.364,-4.12,61.5,0.00,0.00,15.25,103.3,42,0.00,0.00,-0.00,0.00
65004,13.5,92.2,0,46.43,1764,1.356,-4.50,61.5,0.00,0.00,14.75,103.3,42,0.00,0.00,-0.00,0.00
65203,13.6,92.2,0,44.94,1730,1.340,-4.50,61.5,0.00,0.00,14.00,103.3,42,0.00,0.00,-0.00,0.00
65402,13.5,92.2,0,44.80,1705,1.300,-4.88,61.5,0.00,0.00,13.75,103.3,42,0.00,0.00,-0.00,0.00
65563,13.5,92.2,0,45.11,1693,1.420,-10.50,61.5,0.00,0.00,13.75,103.3,42,0.00,0.00,-0.00,0.00
65762,13.5,92.2,0,65.84,1687,1.732,3.00,61.5,2.25,2.29,20.00,103.3,39,0.00,0.00,-0.00,0.00
65922,13.5,92.2,0,156.59,1667,3.328,13.12,61.5,2.91,2.95,47.00,103.3,39,0.00,0.00,-0.00,0.00
66082,13.5,92.2,0,192.21,1741,4.792,24.38,61.5,3.67,3.71,60.25,103.3,39,0.00,0.00,-0.00,0.00
66242,13.5,92.2,0,229.23,1684,6.668,17.62,61.5,4.67,4.71,69.50,103.3,39,0.00,0.00,-0.00,0.00
66403,13.5,92.2,0,351.05,1701,9.372,7.50,61.5,5.14,5.36,107.50,103.3,39,0.00,0.00,-0.00,0.00
66602,13.5,92.2,0,303.00,1737,10.128,10.88,61.5,5.14,5.36,94.75,103.3,39,0.00,0.00,-0.00,0.00
66763,13.5,92.2,0,294.01,1757,9.872,14.25,62.2,5.14,5.36,93.00,103.3,38,0.00,0.00,-0.00,0.00
66961,13.5,92.2,0,284.39,1792,9.556,12.75,62.2,5.14,5.36,91.75,103.3,38,0.00,0.00,-0.00,0.00
67122,13.5,92.2,0,270.68,1811,8.920,13.88,62.2,2.74,2.85,88.25,103.3,38,0.00,0.00,-0.00,0.00
67283,13.5,92.2,0,245.32,1834,8.076,15.75,62.2,0.99,3.10,81.00,103.3,38,0.00,0.00,-0.00,0.00
67484,13.5,92.2,0,227.22,1864,7.576,17.25,62.2,3.44,5.24,76.25,103.3,38,0.00,0.00,-0.00,0.00
67683,13.5,92.2,0,233.77,1889,7.524,17.62,62.2,5.55,7.34,79.50,103.3,38,0.00,0.00,-0.00,0.00
67884,13.5,92.2,0,231.80,1917,7.540,17.62,61.5,7.67,9.46,80.00,103.3,40,0.00,0.00,-0.00,0.00
68082,13.5,92.2,0,229.66,1941,7.620,18.38,61.5,9.80,10.75,80.25,103.3,40,0.00,0.00,-0.00,0.00
68282,13.6,92.2,0,228.72,1967,7.500,18.75,61.5,10.22,10.75,81.00,103.3,40,0.00,0.00,-0.00,0.00
68483,13.5,92.2,0,204.86,1986,7.156,19.88,61.5,10.22,10.75,73.25,103.3,40,0.00,0.00,-0.00,0.00
68682,13.5,92.2,0,180.24,2003,6.668,21.75,61.5,10.22,10.75,65.00,103.3,40,0.00,0.00,-0.00,0.00
68884,13.5,92.2,0,158.65,2013,5.768,24.38,60.8,10.22,7.74,57.50,103.3,44,0.00,0.00,-0.00,0.00
69084,13.5,92.2,0,156.49,2032,5.240,25.12,60.8,6.88,5.98,57.25,103.3,44,0.00,0.00,-0.00,0.00
69286,13.5,92.2,0,150.28,2042,4.828,25.50,60.8,5.24,6.58,55.25,103.3,44,0.00,0.00,-0.00,0.00
69482,13.5,92.2,0,146.11,2053,4.748,25.50,60.8,6.07,8.15,54.00,103.3,44,0.00,0.00,-0.00,0.00
69683,13.5,92.2,0,141.82,2056,4.656,25.88,60.8,7.70,9.12,52.50,103.3,44,0.00,0.00,-0.00,0.00
69881,13.5,92.2,0,136.04,2072,4.540,25.88,60.8,8.17,9.12,50.75,103.3,46,0.00,0.00,-0.00,0.00
70042,13.5,92.2,0,134.98,2078,4.392,25.88,60.8,8.17,9.12,50.50,103.3,46,0.00,0.00,-0.00,0.00
70203,13.5,92.2,0,131.70,2077,4.308,26.25,60.8,8.17,9.12,49.25,103.3,46,0.00,0.00,-0.00,0.00
70402,13.5,92.2,0,40.88,2072,3.044,22.88,60.8,8.17,9.12,15.25,103.3,46,0.00,0.00,-0.00,0.00
70563,13.6,92.2,0,51.36,2081,2.464,17.62,60.8,8.17,6.27,19.25,103.3,46,0.00,0.00,-0.00,0.00
70763,13.5,92.2,0,51.56,2047,2.076,11.62,60.8,5.05,5.21,19.00,103.3,46,0.00,0.00,-0.00,0.00
70962,13.6,92.2,0,51.17,2062,1.892,5.25,60.8,4.04,4.20,19.00,103.3,46,0.00,0.00,-0.00,0.00
71122,13.5,92.2,0,50.86,2048,1.804,0.38,60.8,3.23,3.40,18.75,103.3,46,0.00,0.00,-0.00,0.00
71282,13.5,92.2,0,51.32,2029,1.608,-3.00,60.8,0.00,-0.05,18.75,103.3,46,0.00,0.00,-0.00,0.00
71443,13.6,92.2,0,50.20,2019,1.588,-3.00,60.8,0.00,0.00,18.25,103.3,46,0.00,0.00,-0.00,0.00
71603,13.6,92.2,0,51.58,1992,1.536,-3.38,60.8,0.00,0.00,18.50,103.3,46,0.00,0.00,-0.00,0.00
71804,13.6,92.2,0,51.26,1977,1.496,-3.38,60.8,0.00,0.00,18.25,103.3,45,0.00,0.00,-0.00,0.00
72003,13.6,92.2,0,50.14,1966,1.484,-3.38,60.8,0.00,0.00,17.75,103.3,45,0.00,0.00,-0.00,0.00
72202,13.5,92.2,0,50.62,1947,1.432,-3.38,60.8,0.00,0.00,17.75,103.3,45,0.00,0.00,-0.00,0.00
72362,13.5,92.2,0,49.54,1934,1.456,-3.38,60.8,0.00,0.00,17.25,103.3,45,0.00,0.00,-0.00,0.00
72524,13.6,92.2,0,50.64,1919,1.440,-3.75,60.8,0.00,0.00,17.50,103.3,45,0.00,0.00,-0.00,0.00
72722,13.5,92.2,0,48.19,1902,1.428,-3.75,60.8,0.00,0.00,16.50,103.3,44,0.00,0.00,-0.00,0.00
72923,13.5,92.2,0,48.86,1875,1.400,-3.75,60.8,0.00,0.00,16.50,103.3,44,0.00,0.00,-0.00,0.00
73123,13.6,92.2,0,47.85,1857,1.388,-3.75,60.8,0.00,0.00,16.00,103.3,44,0.00,0.00,-0.00,0.00
73283,13.5,92.2,0,47.36,1847,1.372,-4.12,60.8,0.00,0.00,15.75,103.3,44,0.00,0.00,-0.00,0.00
73484,13.5,92.2,0,46.32,1828,1.356,-4.12,60.8,0.00,0.00,15.25,103.3,44,0.00,0.00,-0.00,0.00
73682,13.5,92.2,0,46.02,1810,1.340,-4.12,60.8,0.00,0.00,15.00,103.3,44,0.00,0.00,-0.00,0.00
73883,13.5,92.2,0,46.49,1792,1.332,-4.12,60.8,0.00,0.00,15.00,103.3,41,0.00,0.00,-0.00,0.00
