Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
667529,13.4,89.2,75.58,0,3178,2.280,30.00,38.2,-0.09,1.48,83.4,57.8,97,0.10,0.12,2.45,2.75
667729,13.4,89.2,75.88,0,3184,2.276,30.00,38.2,-0.09,1.48,83.4,57.8,97,0.10,0.12,2.45,2.75
667889,13.5,89.2,76.03,0,3178,2.236,30.00,38.2,-2.44,1.48,83.4,57.8,97,0.10,0.12,2.45,2.75
668088,13.5,89.2,75.05,0,3182,2.196,30.00,38.2,-4.09,1.48,83.4,57.8,97,0.10,0.12,2.45,2.75
668249,13.5,89.2,75.73,0,3172,2.208,30.00,38.2,-3.29,1.48,83.4,57.8,97,0.10,0.12,2.45,2.75
668450,13.5,89.2,76.60,0,3190,2.236,30.00,38.2,-1.68,-1.74,83.4,57.8,97,0.10,0.12,2.45,2.75
668649,13.5,89.2,74.84,0,3172,2.280,30.00,38.2,-0.07,-3.35,83.4,57.8,97,0.10,0.12,2.45,2.75
668849,13.5,89.2,75.10,0,3180,2.272,30.00,38.2,0.10,-0.08,83.4,57.8,97,0.10,0.12,2.45,2.75
669009,13.5,89.2,75.20,0,3176,2.272,30.00,38.2,0.10,1.15,83.4,57.8,97,0.10,0.12,2.45,2.75
669170,13.6,89.2,74.84,0,3172,2.264,30.00,38.2,0.10,1.15,83.4,57.8,97,0.10,0.12,2.45,2.75
669369,13.6,89.2,76.11,0,3174,2.272,30.00,38.2,0.10,1.15,84.1,57.8,97,0.10,0.12,2.45,2.75
669570,13.6,89.2,75.78,0,3170,2.220,30.00,38.2,-2.24,1.15,84.1,57.8,97,0.10,0.12,2.45,2.75
669769,13.5,89.2,75.33,0,3170,2.192,30.00,38.2,-3.83,1.15,84.1,57.8,97,0.10,0.12,2.45,2.75
669971,13.5,89.2,76.22,0,3170,2.244,30.00,38.2,-1.87,-1.61,84.1,57.8,97,0.10,0.12,2.45,2.75
670170,13.5,89.2,76.94,0,3158,2.276,30.00,38.2,-0.23,-3.24,84.1,57.8,97,0.10,0.12,2.45,2.75
670370,13.5,89.2,74.99,0,3166,2.320,30.00,38.2,0.10,-0.49,84.1,57.8,96,0.10,0.12,2.45,2.75
670570,13.6,89.2,121.84,0,3168,2.912,31.12,38.2,0.10,0.40,84.1,57.8,96,0.10,0.12,2.45,2.75
670770,13.5,89.2,171.94,0,3166,4.304,31.50,38.2,0.10,0.40,84.1,57.8,96,0.10,0.12,2.45,2.75
670971,13.5,89.2,298.44,0,3178,8.512,14.62,39.0,0.10,0.40,84.1,57.8,96,0.10,0.12,2.45,2.75
671170,13.5,89.2,277.65,0,3196,8.796,11.25,39.0,1.97,0.40,84.1,57.8,96,0.10,0.12,2.45,2.75
671368,13.5,89.2,256.19,0,3209,8.640,12.00,39.0,5.73,1.72,84.1,57.8,97,0.10,0.12,2.45,2.75
671569,13.5,89.2,243.73,0,3219,8.188,13.50,39.0,7.02,5.19,84.1,57.8,97,0.10,0.12,2.45,2.75
671769,13.5,89.2,244.05,0,3232,7.940,13.88,39.0,7.02,5.19,84.1,57.8,97,0.10,0.12,2.45,2.75
671931,13.5,89.2,240.44,0,3240,7.888,14.25,39.0,7.02,5.19,84.1,57.8,97,0.10,0.12,2.45,2.75
672130,13.5,89.2,242.99,0,3246,7.500,14.25,39.0,2.41,2.68,84.1,57.8,97,0.10,0.12,2.45,2.75
672329,13.5,89.2,242.33,0,3255,7.220,14.25,39.0,-1.06,-0.80,84.1,57.8,97,0.10,0.12,2.45,2.75
672489,13.5,89.2,239.60,0,3263,7.184,14.62,38.2,-0.39,-0.13,84.1,57.8,99,0.10,0.12,2.45,2.75
672689,13.5,89.2,238.79,0,3274,7.432,14.62,38.2,3.09,3.35,84.1,57.8,99,0.10,0.12,2.45,2.75
672890,13.6,89.2,234.32,0,3295,7.552,15.00,38.2,5.36,4.57,84.1,57.8,99,0.10,0.12,2.45,2.75
673091,13.6,89.2,232.22,0,3289,7.452,15.00,38.2,5.36,4.57,84.1,57.8,99,0.10,0.12,2.45,2.75
673290,13.6,89.2,221.75,0,3300,7.180,16.12,38.2,5.36,2.89,84.1,57.8,99,0.10,0.12,2.45,2.75
673488,13.5,89.2,218.83,0,3306,6.660,16.50,38.2,1.26,-0.50,84.1,57.8,100,0.10,0.12,2.45,2.75
673649,13.5,89.2,215.74,0,3315,6.436,16.50,38.2,-1.45,-3.21,84.1,57.8,100,0.10,0.12,2.45,2.75
673809,13.6,89.2,214.99,0,3320,6.240,16.88,38.2,-3.47,-2.10,84.1,57.8,100,0.10,0.12,2.45,2.75
673970,13.4,89.2,214.57,0,3320,6.452,16.88,38.2,0.17,0.61,84.1,57.8,100,0.10,0.12,2.45,2.75
674169,13.5,89.2,213.64,0,3328,6.688,16.88,38.2,3.56,1.98,84.1,57.8,100,0.10,0.12,2.45,2.75
674329,13.6,89.2,216.99,0,3328,6.596,16.88,38.2,2.05,-0.73,84.1,57.8,100,0.10,0.12,2.45,2.75
674490,13.5,89.2,213.45,0,3331,6.400,16.88,38.2,-0.66,-3.44,84.1,57.8,101,0.10,0.12,2.45,2.75
674649,13.5,89.2,210.80,0,3340,6.320,16.88,38.2,-1.08,-0.31,84.1,57.8,101,0.10,0.12,2.45,2.75
674810,13.5,89.2,123.39,0,3331,4.964,20.62,38.2,1.54,1.85,84.1,57.8,101,0.10,0.12,2.45,2.75
674969,13.5,89.2,66.07,0,3320,3.068,18.75,37.5,-2.25,-1.95,84.1,57.8,101,0.10,0.12,2.45,2.75
675170,13.5,89.2,70.41,0,3313,2.392,15.38,37.5,-4.26,-3.95,84.1,57.8,101,0.10,0.12,2.45,2.75
675370,13.6,89.2,68.89,0,3285,2.136,12.00,37.5,-5.97,-5.66,84.1,57.8,101,0.10,0.12,2.45,2.75
675570,13.6,89.2,69.38,0,3302,2.004,8.62,37.5,-7.59,-7.28,84.1,57.8,101,0.10,0.12,2.45,2.75
675769,13.6,89.2,69.84,0,3280,1.944,5.25,37.5,-9.15,-8.85,84.1,57.8,101,0.10,0.12,2.45,2.75
675969,13.5,89.2,71.24,0,3255,1.992,2.25,37.5,-5.64,-5.64,84.1,57.8,101,0.10,0.12,2.45,2.75
676130,13.5,89.2,69.67,0,3248,1.836,1.88,37.5,0.00,0.00,84.1,57.8,101,0.10,0.12,2.45,2.75
676290,13.5,89.2,70.24,0,3242,1.832,1.88,37.5,0.00,0.00,84.1,57.8,101,0.10,0.12,2.45,2.75
676451,13.5,89.2,69.40,0,3261,2.128,19.88,37.5,0.00,0.00,84.1,57.8,100,0.10,0.12,2.45,2.75
676648,13.5,90.0,100.63,0,3215,2.604,30.38,37.5,1.35,1.27,84.1,57.8,100,0.10,0.12,2.45,2.75
676809,13.5,90.0,122.86,0,3221,3.352,31.12,37.5,2.83,2.75,84.1,57.8,100,0.10,0.12,2.45,2.75
676969,13.5,90.0,124.98,0,3211,3.760,31.50,37.5,3.75,4.41,84.1,57.0,100,0.10,0.12,2.45,2.75
677129,13.5,90.0,125.30,0,3203,3.852,31.50,37.5,3.57,4.86,84.1,57.0,100,0.10,0.12,2.45,2.75
677291,13.7,90.0,124.26,0,3196,3.848,31.50,37.5,3.57,4.86,84.1,57.0,100,0.10,0.12,2.45,2.75
677490,13.5,90.0,125.44,0,3188,3.860,31.50,37.5,3.57,4.86,84.1,57.8,98,0.10,0.12,2.45,2.75
677690,13.4,90.0,124.45,0,3180,3.772,31.50,37.5,1.29,4.86,84.1,57.8,98,0.10,0.12,2.45,2.75
677890,13.5,90.0,129.41,0,3176,3.748,31.50,37.5,-0.86,1.69,84.1,57.8,98,0.10,0.12,2.45,2.75
678089,13.5,90.0,147.97,0,3172,4.128,31.50,37.5,-0.68,-0.57,84.1,57.8,98,0.10,0.12,2.45,2.75
678290,13.6,90.0,154.28,0,3168,4.564,31.50,37.5,1.81,1.20,84.1,57.8,98,0.10,0.12,2.45,2.75
678491,13.5,90.0,170.18,0,3166,5.008,28.50,38.2,4.39,3.77,84.9,57.8,97,0.10,0.12,2.45,2.75
678690,13.5,90.0,273.80,0,3170,7.432,17.62,38.2,4.79,4.31,84.9,57.8,97,0.10,0.12,2.45,2.75
678890,13.5,90.0,312.34,0,3170,9.796,12.00,38.2,4.79,4.31,84.9,57.8,97,0.10,0.12,2.45,2.75
679089,13.6,90.0,303.70,0,3178,9.824,10.12,38.2,4.79,4.31,84.9,57.8,97,0.10,0.12,2.45,2.75
679291,13.5,90.0,303.80,0,3186,9.948,10.50,38.2,6.32,6.04,84.9,57.8,97,0.10,0.12,2.45,2.75
679489,13.2,90.0,304.82,0,3198,10.268,10.50,38.2,10.17,7.58,84.9,57.8,96,0.10,0.12,2.45,2.75
679649,13.1,90.0,302.38,0,3201,10.360,10.50,38.2,11.32,7.58,84.9,57.8,96,0.10,0.12,2.45,2.75
679809,13.1,90.0,271.06,0,3207,9.864,10.88,38.2,11.32,6.07,84.9,57.8,96,0.10,0.12,2.45,2.75
679969,13.2,90.0,231.65,0,3207,8.832,12.38,37.5,11.32,3.05,84.9,57.8,96,0.10,0.12,2.45,2.75
680169,13.5,90.0,195.41,0,3205,7.104,15.75,37.5,6.96,-0.46,84.9,57.8,96,0.10,0.12,2.45,2.75
680329,13.6,90.0,185.98,0,3203,6.132,18.75,37.5,4.38,-3.04,84.9,57.8,96,0.10,0.12,2.45,2.75
680531,13.5,90.0,173.21,0,3207,5.600,20.25,37.5,1.31,-6.12,84.9,57.8,98,0.10,0.12,2.45,2.75
680730,13.5,90.0,151.11,0,3198,4.760,22.88,37.5,-1.58,-9.00,84.9,57.8,98,0.10,0.12,2.45,2.75
680930,13.4,90.0,132.16,0,3194,4.072,27.75,37.5,-4.15,-8.11,84.9,57.8,98,0.10,0.12,2.45,2.75
681129,13.4,90.0,112.94,0,3184,3.420,31.50,37.5,-6.44,-5.82,84.9,57.8,98,0.10,0.12,2.45,2.75
681289,13.5,90.0,116.44,0,3184,3.232,31.50,37.5,-8.12,-4.14,84.9,57.8,98,0.10,0.12,2.45,2.75
681489,13.5,90.0,115.93,0,3174,3.308,31.50,37.5,-4.93,-2.03,84.9,57.8,97,0.10,0.12,2.45,2.75
681690,13.4,90.0,115.78,0,3166,3.352,31.50,37.5,-2.82,-0.45,84.9,57.8,97,0.10,0.12,2.45,2.75
681889,13.4,90.0,113.37,0,3160,3.288,31.50,37.5,-4.79,-4.31,84.9,57.8,97,0.10,0.12,2.45,2.75
682090,13.5,90.0,114.68,0,3148,3.316,31.50,37.5,-4.44,-3.12,84.9,57.8,97,0.10,0.12,2.45,2.75
682290,13.5,90.0,117.48,0,3144,3.396,31.50,37.5,-2.33,-1.01,84.9,57.8,97,0.10,0.12,2.45,2.75
682489,13.6,90.0,116.23,0,3130,3.304,31.50,37.5,-5.14,-3.71,84.9,57.8,96,0.10,0.12,2.45,2.75
682650,13.4,90.0,117.31,0,3125,3.340,31.50,37.5,-4.58,-5.40,84.9,57.8,96,0.10,0.12,2.45,2.75
682809,13.5,90.0,114.72,0,3123,3.392,31.50,37.5,-2.89,-2.52,84.9,57.8,96,0.10,0.12,2.45,2.75
682970,13.6,90.0,117.39,0,3111,3.464,31.50,37.5,-1.21,-0.84,84.9,57.8,96,0.10,0.12,2.45,2.75
683129,13.6,90.0,116.50,0,3111,3.336,31.50,37.5,-4.86,-2.80,84.9,57.8,96,0.10,0.12,2.45,2.75
683291,13.6,90.0,116.86,0,3101,3.384,31.50,37.5,-3.46,-4.49,84.9,57.8,96,0.10,0.12,2.45,2.75
683489,13.4,90.0,116.65,0,3095,3.456,31.50,37.5,-1.42,-2.88,84.9,57.8,95,0.10,0.12,2.45,2.75
683649,13.5,90.0,115.93,0,3090,3.372,31.50,37.5,-4.00,-1.27,84.9,57.8,95,0.10,0.12,2.45,2.75
683810,13.5,90.0,116.10,0,3086,3.332,31.50,37.5,-5.61,0.04,84.9,57.8,95,0.10,0.12,2.45,2.75
683969,13.5,90.0,116.31,0,3080,3.380,31.50,37.5,-3.78,-2.73,84.9,57.8,95,0.10,0.12,2.45,2.75
684170,13.6,90.0,117.48,0,3073,3.472,31.50,37.5,-1.76,-4.75,84.9,57.8,95,0.10,0.12,2.45,2.75
684370,13.2,90.0,118.03,0,3059,3.444,31.50,37.5,-2.36,-1.91,84.9,57.8,94,0.10,0.12,2.45,2.75
684569,13.2,90.0,116.40,0,3054,3.376,31.50,37.5,-4.37,-0.60,84.9,57.8,94,0.10,0.12,2.45,2.75
684769,13.2,90.0,116.16,0,3048,3.300,31.50,37.5,-6.39,-4.02,84.9,57.8,94,0.10,0.12,2.45,2.75
684969,13.1,90.0,118.35,0,3039,3.408,31.50,37.5,-3.35,-6.03,84.9,57.8,94,0.10,0.12,2.45,2.75
685130,12.6,90.0,114.45,0,3033,3.448,31.50,37.5,-1.74,-2.99,84.9,57.8,94,0.10,0.12,2.45,2.75
685331,12.6,90.0,115.63,0,3026,3.392,31.50,37.5,-2.94,-1.28,84.9,57.8,94,0.10,0.12,2.45,2.75
685530,13.5,90.0,118.09,0,3022,3.360,31.50,37.5,-4.95,-4.19,84.9,57.8,93,0.10,0.12,2.45,2.75
685690,13.5,90.0,124.81,0,3015,3.468,31.50,37.5,-3.73,-5.80,84.9,57.8,93,0.10,0.12,2.45,2.75
685849,13.6,90.0,147.99,0,3012,4.064,31.50,37.5,-2.04,-2.73,84.9,57.8,93,0.10,0.12,2.45,2.75
686010,13.5,90.0,148.46,0,3012,4.412,31.50,37.5,-0.15,-0.84,84.9,57.8,93,0.10,0.12,2.45,2.75
686211,13.6,90.0,148.84,0,3004,4.380,31.50,37.5,-2.19,1.51,84.9,57.8,93,0.10,0.12,2.45,2.75
686410,13.6,90.0,148.90,0,3003,4.276,31.50,38.2,-4.66,-1.76,84.9,57.8,92,0.10,0.12,2.45,2.75
686610,13.5,90.0,147.33,0,2997,4.472,31.50,38.2,-0.49,-4.23,84.9,57.8,92,0.10,0.12,2.45,2.75
686769,13.4,90.0,149.20,0,2997,4.544,31.50,38.2,1.49,-0.80,84.9,57.8,92,0.10,0.12,2.45,2.75
686929,13.6,90.0,148.99,0,2992,4.460,31.50,38.2,-0.67,1.18,85.7,57.8,92,0.10,0.12,2.45,2.75
687089,13.5,90.8,147.31,0,2988,4.364,31.50,38.2,-2.65,2.04,85.7,57.8,92,0.10,0.12,2.45,2.75
687250,13.6,90.8,148.35,0,2986,4.452,31.50,38.2,-0.70,-1.72,85.7,57.8,92,0.10,0.12,2.45,2.75
687410,13.5,90.8,150.36,0,2983,4.544,31.50,38.2,1.28,-1.75,85.7,57.8,92,0.10,0.12,2.45,2.75
687570,13.5,90.8,149.26,0,2977,4.484,31.50,38.2,-0.01,0.23,85.7,57.8,92,0.10,0.12,2.45,2.75
687770,13.7,90.8,149.98,0,2972,4.380,31.50,38.2,-2.48,2.20,85.7,57.8,92,0.10,0.12,2.45,2.75
687970,13.6,90.8,149.62,0,2970,4.460,31.50,38.2,-0.78,-1.31,85.7,57.8,92,0.10,0.12,2.45,2.75
688171,13.5,90.8,150.24,0,2967,4.544,31.50,38.2,1.69,-1.59,85.7,57.8,92,0.10,0.12,2.45,2.75
688370,13.6,90.8,149.07,0,2962,4.516,31.12,38.2,0.39,0.88,85.7,57.8,91,0.10,0.12,2.45,2.75
688569,13.5,90.8,147.86,0,2958,4.396,31.12,38.2,-2.08,2.49,85.7,57.8,91,0.10,0.12,2.45,2.75
688731,13.4,90.8,148.69,0,2951,4.316,31.12,38.2,-4.06,-0.91,85.7,57.8,91,0.10,0.12,2.45,2.75
688931,13.5,90.8,148.37,0,2948,4.472,31.12,38.2,-0.63,-3.37,85.7,57.8,91,0.10,0.12,2.45,2.75
689131,13.5,90.8,150.72,0,2948,4.584,31.12,38.2,1.77,-1.20,85.7,57.8,91,0.10,0.12,2.45,2.75
689330,13.5,90.8,287.04,0,2956,7.120,21.75,38.2,-0.14,1.28,85.7,57.8,91,0.10,0.12,2.45,2.75
689531,13.5,90.8,352.07,0,2970,11.048,4.88,38.2,2.04,4.76,85.7,57.8,91,0.10,0.12,2.45,2.75
689730,13.5,90.8,326.43,0,2965,11.008,8.25,38.2,4.71,3.05,85.7,57.8,91,0.10,0.12,2.45,2.75
689930,13.5,90.8,300.96,0,2976,9.688,9.38,38.2,-0.36,-0.70,85.7,57.8,91,0.10,0.12,2.45,2.75
690130,13.5,90.8,300.50,0,2976,9.044,9.75,38.2,-4.03,-2.78,85.7,57.8,91,0.10,0.12,2.45,2.75
690330,13.5,90.8,300.75,0,2992,9.356,9.75,38.2,0.12,0.88,85.7,57.8,91,0.10,0.12,2.45,2.75
690490,13.5,90.8,301.89,0,2999,9.544,10.12,38.2,3.05,3.81,85.7,57.8,91,0.10,0.12,2.45,2.75
690651,13.5,90.8,284.12,0,3001,9.604,10.12,38.2,5.61,3.33,85.7,57.8,91,0.10,0.12,2.45,2.75
690849,13.6,90.8,54.03,0,3084,3.688,1.50,38.2,0.00,-0.15,85.7,57.8,91,0.10,0.12,2.45,2.75
691010,13.5,90.8,70.12,0,2871,2.640,1.12,37.5,0.00,0.00,85.7,57.8,91,0.10,0.12,2.45,2.75
691169,13.6,90.8,67.87,0,2639,2.176,1.12,37.5,0.00,0.00,85.7,57.8,91,0.10,0.12,2.45,2.75
691330,13.6,90.8,63.82,0,2415,2.064,0.38,37.5,0.00,0.00,85.7,57.8,91,0.10,0.12,2.45,2.75
691531,13.5,90.8,61.79,0,2202,2.104,4.88,36.8,0.00,0.00,85.7,57.8,91,0.10,0.12,2.45,2.75
691730,13.6,90.8,127.73,0,2272,3.084,22.50,36.8,2.79,2.90,85.7,57.8,91,0.10,0.12,2.45,2.75
691929,13.5,90.8,205.39,0,2373,5.212,19.88,36.0,2.79,2.90,85.7,57.8,91,0.10,0.12,2.45,2.75
692090,13.5,90.8,217.47,0,2401,6.120,18.00,36.0,2.79,2.90,85.7,57.8,91,0.10,0.12,2.45,2.75
692250,13.5,90.8,221.90,0,2403,6.680,13.88,36.0,2.79,2.90,85.7,57.8,91,0.10,0.12,2.45,2.75
692450,13.4,90.8,220.06,0,2398,6.732,13.12,36.8,0.71,2.90,85.7,57.8,90,0.10,0.12,2.45,2.75
692610,13.5,90.8,214.25,0,2398,6.552,13.12,36.8,-1.26,-0.41,85.7,57.8,90,0.10,0.12,2.45,2.75
692810,13.5,90.8,182.06,0,2395,6.080,14.62,36.8,-1.67,-2.83,85.7,57.8,90,0.10,0.12,2.45,2.75
693011,13.5,90.8,147.84,0,2395,5.300,17.25,37.5,-0.85,-5.12,85.7,57.8,90,0.10,0.12,2.45,2.75
693211,13.5,90.8,148.54,0,2393,4.812,20.62,37.5,-0.85,-7.23,85.7,57.8,90,0.10,0.12,2.45,2.75
693410,13.5,90.8,149.83,0,2391,4.624,21.38,37.5,-0.85,-4.64,85.7,57.8,89,0.10,0.12,2.45,2.75
693611,13.5,90.8,148.41,0,2386,4.516,22.50,37.5,-0.85,-2.72,85.7,57.8,89,0.10,0.12,2.45,2.75
693810,13.5,90.8,150.60,0,2379,4.476,22.50,37.5,-1.63,-0.80,85.7,57.8,89,0.10,0.12,2.45,2.75
694009,13.5,90.8,147.80,0,2377,4.532,22.50,37.5,0.29,1.13,85.7,57.8,89,0.10,0.12,2.45,2.75
694211,13.5,90.8,145.47,0,2377,4.564,22.50,37.5,2.21,3.05,85.7,57.8,89,0.10,0.12,2.45,2.75
694409,13.5,90.8,143.94,0,2373,4.512,22.50,37.5,2.50,3.43,85.7,57.8,89,0.10,0.12,2.45,2.75
694569,13.5,90.8,146.53,0,2369,4.516,28.88,37.5,2.50,3.43,85.7,57.8,89,0.10,0.12,2.45,2.75
694729,13.5,90.8,146.72,0,2366,4.496,28.88,37.5,2.50,3.43,85.7,57.8,89,0.10,0.12,2.45,2.75
694890,13.6,90.8,145.22,0,2362,4.488,28.88,37.5,2.50,3.43,85.7,57.8,89,0.10,0.12,2.45,2.75
695051,13.6,90.8,144.75,0,2360,4.372,28.88,37.5,-0.04,0.89,85.7,57.8,89,0.10,0.12,2.45,2.75
695250,13.5,90.8,145.24,0,2352,4.308,28.88,37.5,-1.87,-0.94,85.7,57.8,89,0.10,0.12,2.45,2.75
695409,13.6,90.8,142.10,0,2355,4.352,28.88,37.5,0.18,0.02,85.7,57.8,88,0.10,0.12,2.45,2.75
695609,13.6,90.8,140.64,0,2350,4.352,28.88,37.5,1.10,1.84,85.7,57.8,88,0.10,0.12,2.45,2.75
695770,13.5,90.8,142.12,0,2345,4.328,28.88,37.5,1.10,2.20,85.7,57.8,88,0.10,0.12,2.45,2.75
695930,13.6,90.8,137.01,0,2341,4.292,28.88,37.5,1.10,2.20,85.7,57.8,88,0.10,0.12,2.45,2.75
696130,13.6,90.8,135.43,0,2338,4.200,28.88,37.5,1.10,2.20,85.7,57.8,88,0.10,0.12,2.45,2.75
696330,13.6,90.8,130.93,0,2333,4.012,28.88,37.5,-1.49,2.20,85.7,57.8,88,0.10,0.12,2.45,2.75
696489,13.5,90.8,130.09,0,2327,3.880,28.88,37.5,-2.81,-0.55,85.7,57.8,88,0.10,0.12,2.45,2.75
696651,13.5,90.8,129.66,0,2324,3.896,28.88,37.5,-1.09,-1.87,85.7,57.8,88,0.10,0.12,2.45,2.75
696850,13.5,90.8,128.09,0,2320,3.880,28.88,37.5,0.50,-0.48,85.7,57.8,88,0.10,0.12,2.45,2.75
697050,13.5,90.8,125.42,0,2314,3.860,28.88,37.5,1.20,1.07,85.7,57.8,88,0.10,0.12,2.45,2.75
697250,13.6,90.8,124.39,0,2311,3.828,28.88,37.5,1.20,1.15,85.7,57.8,88,0.10,0.12,2.45,2.75
697451,13.5,90.8,122.90,0,2305,3.772,28.88,37.5,1.20,1.15,85.7,57.8,87,0.10,0.12,2.45,2.75
697650,13.5,91.5,119.94,0,2304,3.696,28.88,37.5,1.20,1.15,85.7,57.8,87,0.10,0.12,2.45,2.75
697851,13.5,91.5,117.18,0,2299,3.520,28.88,37.5,-1.93,-1.02,85.7,57.8,87,0.10,0.12,2.45,2.75
698049,13.5,91.5,120.51,0,2293,3.540,28.88,37.5,-1.03,-2.49,86.5,57.8,87,0.10,0.12,2.45,2.75
698250,13.5,91.5,118.90,0,2289,3.592,28.88,37.5,0.44,-0.12,86.5,57.8,87,0.10,0.12,2.45,2.75
698409,13.5,91.5,119.15,0,2284,3.636,28.88,37.5,1.54,1.05,86.5,57.8,86,0.10,0.12,2.45,2.75
698570,13.5,91.5,118.05,0,2282,3.628,28.88,37.5,1.54,1.20,86.5,57.8,86,0.10,0.12,2.45,2.75
698730,13.5,91.5,120.74,0,2277,3.652,28.88,37.5,1.54,1.20,86.5,57.8,86,0.10,0.12,2.45,2.75
698889,13.5,91.5,120.34,0,2273,3.652,28.88,37.5,1.54,1.20,86.5,57.8,86,0.10,0.12,2.45,2.75
699049,13.5,91.5,118.83,0,2267,3.888,28.88,37.5,1.54,1.20,86.5,57.8,86,0.10,0.12,2.45,2.75
699209,13.5,91.5,214.63,0,2271,5.244,27.00,37.5,-0.92,1.20,86.5,57.8,86,0.10,0.12,2.45,2.75
699410,13.5,91.5,207.39,0,2270,5.832,15.75,37.5,-3.05,-2.91,86.5,57.8,85,0.10,0.12,2.45,2.75
699609,13.5,91.5,204.67,0,2266,5.872,13.88,37.5,-5.31,-5.17,86.5,57.8,85,0.10,0.12,2.45,2.75
699770,13.5,91.5,199.16,0,2266,6.020,14.25,37.5,-2.15,-3.16,86.5,57.8,85,0.10,0.12,2.45,2.75
699930,13.5,91.5,181.77,0,2269,5.832,14.62,38.2,-0.36,-1.37,86.5,57.8,85,0.10,0.12,2.45,2.75
700090,13.5,91.5,170.75,0,2269,5.548,16.88,38.2,1.37,0.37,86.5,57.8,85,0.10,0.12,2.45,2.75
700289,13.6,91.5,165.09,0,2271,5.252,17.62,38.2,1.48,1.53,86.5,57.8,85,0.10,0.12,2.45,2.75
700450,13.5,91.5,158.37,0,2271,5.088,18.38,38.2,1.48,1.53,86.5,57.8,85,0.10,0.12,2.45,2.75
700610,13.5,91.5,155.39,0,2270,4.932,19.50,38.2,1.48,1.53,86.5,57.0,85,0.10,0.12,2.45,2.75
700770,13.6,91.5,154.22,0,2269,4.812,19.88,38.2,1.48,1.53,86.5,57.0,85,0.10,0.12,2.45,2.75
700970,13.4,91.5,151.36,0,2266,4.596,20.62,38.2,-1.52,-0.83,86.5,57.0,85,0.10,0.12,2.45,2.75
701170,13.5,91.5,147.48,0,2269,4.560,21.38,38.2,0.17,-0.61,86.5,57.0,85,0.10,0.12,2.45,2.75
701370,13.5,91.5,148.22,0,2267,4.572,21.38,38.2,2.00,1.22,86.5,57.0,84,0.10,0.12,2.45,2.75
701570,13.5,91.5,147.33,0,2262,4.564,21.38,38.2,2.36,3.05,86.5,57.0,84,0.10,0.12,2.45,2.75
701770,13.5,91.5,149.52,0,2266,4.560,21.38,38.2,2.36,3.51,86.5,57.0,84,0.10,0.12,2.45,2.75
701970,13.5,91.5,146.11,0,2262,4.532,21.38,38.2,2.36,3.51,86.5,57.0,84,0.10,0.12,2.45,2.75
702130,13.5,91.5,146.17,0,2261,4.516,28.88,38.2,2.36,3.51,86.5,57.0,84,0.10,0.12,2.45,2.75
702290,13.5,91.5,145.43,0,2263,4.376,28.88,38.2,-0.77,3.51,86.5,57.0,84,0.10,0.12,2.45,2.75
702451,13.6,91.5,145.81,0,2257,4.332,28.88,38.2,-2.18,0.80,86.5,57.0,85,0.10,0.12,2.45,2.75
702650,13.5,91.5,148.88,0,2257,4.472,28.88,38.2,0.79,-1.03,86.5,57.0,85,0.10,0.12,2.45,2.75
702809,13.5,91.5,146.70,0,2253,4.520,28.88,38.2,2.16,-2.50,86.5,57.0,85,0.10,0.12,2.45,2.75
703009,13.5,91.5,145.26,0,2256,4.516,28.88,38.2,2.16,0.84,86.5,57.0,85,0.10,0.12,2.45,2.75
703171,13.6,91.5,146.70,0,2253,4.508,28.88,38.2,2.16,2.28,86.5,57.0,85,0.10,0.12,2.45,2.75
703369,13.6,91.5,147.44,0,2251,4.532,28.88,38.2,2.16,2.36,86.5,57.0,84,0.10,0.12,2.45,2.75
703530,13.5,91.5,148.37,0,2246,4.548,28.50,38.2,2.16,2.36,86.5,57.0,84,0.10,0.12,2.45,2.75
703690,13.5,91.5,149.56,0,2247,4.420,28.50,38.2,-1.09,2.36,86.5,57.0,84,0.10,0.12,2.45,2.75
703851,13.5,91.5,145.72,0,2249,4.328,28.50,38.2,-2.48,2.36,86.5,57.0,84,0.10,0.12,2.45,2.75
704051,13.6,92.2,143.37,0,2247,4.396,28.50,38.2,0.77,-0.69,86.5,57.0,84,0.10,0.12,2.45,2.75
704250,13.5,92.2,141.15,0,2243,4.356,28.50,38.2,1.02,-2.34,86.5,57.0,84,0.10,0.12,2.45,2.75
704451,13.5,92.2,140.24,0,2238,4.292,28.50,38.2,1.02,0.07,86.5,57.0,84,0.10,0.12,2.45,2.75
704650,13.5,92.2,136.82,0,2243,4.284,28.50,38.2,1.02,1.71,86.5,57.0,84,0.10,0.12,2.45,2.75
704849,13.6,92.2,131.72,0,2235,4.128,28.50,38.2,1.02,2.34,86.5,57.0,84,0.10,0.12,2.45,2.75
