Time (msec),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Lambda Integrator - Bank 2 (%),* Lambda Integrator - Bank 1 (%)
51240,128.58,2430,2.892,27.00,1.35,-3.75
51320,126.23,2442,2.888,27.00,2.01,-4.40
51439,123.96,2453,2.912,27.00,3.02,-2.00
51519,124.03,2452,2.904,27.00,3.72,-1.31
51600,124.49,2454,2.916,27.00,3.72,-0.61
51719,121.99,2470,2.928,27.00,3.72,0.39
51799,123.33,2477,2.944,27.00,3.72,0.97
51879,124.00,2486,2.944,27.00,3.72,0.97
51959,122.33,2486,2.936,27.00,3.72,0.97
52039,125.02,2488,2.936,27.00,3.72,0.97
52119,124.87,2502,2.948,27.00,3.72,0.97
52201,125.02,2510,2.944,27.00,3.72,0.97
52321,125.89,2515,2.952,27.00,1.38,0.97
52399,125.23,2517,2.964,27.00,0.69,0.97
52479,125.83,2527,2.972,27.38,-0.00,0.97
52560,127.63,2535,2.980,27.38,-0.70,0.97
52640,127.37,2540,2.912,27.38,-1.39,-1.73
52720,129.30,2545,2.924,27.38,-2.09,-2.43
52800,128.75,2556,2.928,27.38,-2.78,-3.12
52881,133.98,2560,2.940,27.38,-0.90,-3.82
53001,133.71,2565,3.004,27.38,0.22,-2.50
53120,129.96,2575,3.028,27.38,1.37,-1.35
53239,126.97,2592,3.028,27.75,1.85,-0.20
53319,125.51,2600,3.008,27.75,1.85,0.53
53400,124.87,2602,2.988,27.75,1.85,0.99
53520,122.22,2613,2.956,27.75,1.85,0.99
53599,122.65,2604,2.936,27.75,1.85,0.99
53679,121.93,2608,2.916,27.75,1.85,0.99
53759,115.36,2624,2.868,27.75,1.85,0.99
53840,114.96,2621,2.792,27.75,1.85,0.99
53920,111.18,2610,2.744,27.75,1.85,0.99
54000,108.24,2617,2.640,27.38,-0.83,0.99
54080,106.42,2623,2.576,27.38,-1.49,0.99
54200,103.87,2620,2.460,27.38,-0.06,-1.43
54280,103.13,2639,2.476,27.75,0.59,-0.01
54399,105.84,2637,2.492,27.75,1.58,0.98
54479,103.58,2641,2.496,27.75,2.24,1.64
54561,102.77,2648,2.508,27.75,2.90,2.30
54679,102.75,2649,2.504,27.75,3.89,2.79
54760,100.76,2646,2.480,27.75,4.55,2.79
54840,102.09,2652,2.472,27.75,4.71,2.79
54920,100.29,2658,2.460,27.75,4.71,2.79
54999,101.80,2660,2.460,27.75,4.71,2.79
55079,100.76,2660,2.452,27.75,4.71,2.79
55160,100.42,2669,2.448,27.75,4.71,2.79
55280,99.51,2679,2.424,27.75,4.71,2.79
55360,98.96,2680,2.408,27.75,4.71,2.79
55479,94.85,2679,2.296,27.75,4.71,0.16
55600,83.02,2676,2.180,27.38,2.46,-0.80
55719,80.76,2682,2.064,27.00,1.56,-1.70
55840,81.58,2672,1.936,26.62,0.68,-2.58
55960,82.90,2663,1.880,26.62,-0.19,-3.46
56079,80.42,2659,1.836,26.25,-1.07,-4.34
56200,78.89,2675,1.840,26.25,-1.92,-2.77
56320,80.08,2670,1.840,26.25,-2.74,-1.95
56441,79.99,2673,1.852,26.25,-0.61,-1.12
56559,78.53,2670,1.860,26.25,0.22,-0.30
56639,78.59,2668,1.864,26.25,0.77,0.25
56718,78.83,2660,1.872,26.25,1.32,0.80
56800,78.64,2666,1.876,26.25,1.87,1.00
56920,79.70,2666,1.876,26.25,2.69,1.00
57040,79.63,2668,1.876,26.25,3.51,1.00
57160,78.64,2666,1.872,26.25,4.34,1.00
57279,78.45,2655,1.880,26.25,4.68,1.00
57400,79.99,2656,1.888,26.25,4.68,1.00
57520,78.93,2656,1.888,26.25,4.68,1.00
57640,80.63,2652,1.836,26.25,4.68,-1.51
57759,78.89,2658,1.820,26.25,4.68,-2.34
57841,79.46,2656,1.804,26.25,4.68,-2.89
57959,78.78,2644,1.792,26.25,4.68,-3.71
58039,79.89,2642,1.784,26.25,4.68,-4.26
58160,80.10,2635,1.764,26.25,2.09,-5.09
58280,79.78,2628,1.816,26.25,1.27,-2.53
58361,79.19,2630,1.828,26.25,0.72,-1.98
58479,77.81,2623,1.796,25.88,-0.10,-1.16
58600,65.41,2632,1.772,23.25,-0.93,-0.34
58719,61.85,2604,1.660,20.62,-1.72,0.13
58800,63.49,2581,1.620,19.12,-2.23,0.13
58920,60.35,2577,1.564,16.88,-3.00,0.13
59041,61.18,2565,1.500,14.25,-3.77,0.13
59160,59.57,2541,1.480,11.62,-4.54,0.13
59280,60.09,2518,1.472,9.00,-5.31,0.13
59359,59.82,2507,1.468,7.50,-5.82,0.13
59439,59.73,2510,1.460,5.62,-3.56,0.13
59519,58.21,2505,1.452,3.75,-3.05,0.13
59599,58.68,2485,1.412,2.25,-2.53,-2.23
59680,59.01,2470,1.408,0.75,-2.02,-2.75
59760,59.33,2457,1.360,0.75,0.00,0.00
59839,59.20,2439,1.360,0.38,0.00,0.00
59919,58.82,2431,1.360,0.38,0.00,0.00
60000,57.51,2414,1.360,0.38,0.00,0.00
60119,57.55,2388,1.356,0.38,0.00,0.00
60199,57.13,2382,1.348,0.38,0.00,0.00
60281,57.47,2368,1.344,0.38,0.00,0.00
60399,56.81,2346,1.340,0.00,0.00,0.00
60479,57.06,2336,1.336,0.00,0.00,0.00
60559,57.45,2320,1.340,0.00,0.00,0.00
60640,56.64,2304,1.336,0.00,0.00,0.00
60720,56.32,2293,1.336,0.00,0.00,0.00
60799,56.01,2281,1.332,-0.38,0.00,0.00
60879,56.98,2266,1.328,-0.38,0.00,0.00
60959,55.56,2249,1.324,-0.38,0.00,0.00
61039,55.26,2236,1.316,-0.38,0.00,0.00
61119,55.64,2221,1.312,-0.38,0.00,0.00
61200,54.78,2205,1.304,-0.75,0.00,0.00
61279,54.50,2191,1.296,-0.75,0.00,0.00
61359,54.29,2174,1.292,-0.75,0.00,0.00
61439,53.86,2165,1.284,-0.75,0.00,0.00
61519,53.53,2153,1.284,-0.75,0.00,0.00
61640,53.50,2128,1.280,-1.12,0.00,0.00
61759,53.99,2109,1.280,-1.12,0.00,0.00
61880,52.40,2093,1.272,-1.12,0.00,0.00
61961,52.78,2078,1.280,-1.12,0.00,0.00
62079,52.02,2055,1.268,-1.50,0.00,0.00
62161,52.83,2024,1.268,-1.50,0.00,0.00
62279,53.17,2011,1.260,-1.50,0.00,0.00
62401,53.93,2008,1.340,2.25,0.00,0.00
62519,55.73,1968,1.340,11.62,0.00,0.00
62600,55.31,1983,1.384,18.00,0.40,2.37
62720,60.73,1943,1.408,20.25,1.01,2.98
62839,60.09,1918,1.444,20.25,1.57,3.54
62959,60.69,1945,1.484,20.62,2.15,4.12
63041,65.12,1898,1.508,20.62,2.52,4.49
63159,65.73,1901,1.608,21.00,3.07,5.04
63280,77.60,1897,1.652,21.75,3.62,5.59
63399,83.21,1869,1.808,22.50,4.17,6.14
63480,89.08,1886,1.908,22.88,4.54,6.51
63560,96.46,1886,2.048,23.62,4.90,6.87
63679,102.14,1876,2.280,24.38,5.51,7.48
63799,103.75,1887,2.440,25.12,6.11,8.08
63919,106.48,1865,2.564,25.12,6.74,8.71
63999,107.39,1849,2.620,25.12,7.15,8.86
64080,100.46,1866,2.644,25.12,7.55,8.86
64199,87.07,1866,2.504,25.12,7.60,8.86
64280,79.21,1858,2.412,24.75,7.60,8.86
64400,66.62,1855,2.184,23.62,7.60,8.86
64520,62.70,1838,1.948,22.88,7.60,8.86
64639,63.29,1821,1.796,22.12,7.60,8.86
64719,62.40,1847,1.748,21.75,7.60,8.86
64800,61.20,1838,1.680,21.38,7.60,6.63
64920,62.30,1805,1.636,21.00,7.60,6.10
65040,60.96,1799,1.612,21.00,5.16,5.60
65119,60.94,1800,1.592,21.00,4.83,5.27
65200,60.88,1779,1.572,20.62,4.51,4.94
65320,59.73,1790,1.532,20.25,4.01,4.45
65439,60.75,1760,1.524,20.25,3.52,3.95
65519,60.58,1742,1.512,20.25,3.19,3.62
65600,60.09,1733,1.508,20.25,2.86,3.30
65680,60.58,1719,1.496,19.88,2.53,2.97
65799,58.27,1692,1.492,19.88,2.03,2.47
65879,56.03,1685,1.472,19.50,1.70,2.14
65960,56.43,1673,1.460,19.50,1.37,1.81
66039,57.02,1656,1.444,19.50,1.05,1.49
66119,55.50,1651,1.436,19.50,0.76,1.19
66199,56.73,1640,1.424,19.50,0.46,0.90
66278,56.56,1620,1.420,19.12,0.17,0.61
66360,56.51,1597,1.408,19.12,-0.12,0.32
66439,57.64,1590,1.408,19.12,-0.42,0.02
66519,60.84,1575,1.416,19.12,-0.71,-0.27
66601,65.48,1548,1.468,19.12,-1.00,-0.56
66719,69.88,1530,1.520,19.88,-1.44,-1.00
66801,73.95,1521,1.572,19.88,-1.73,-1.30
66920,81.18,1488,1.656,20.25,-2.17,-1.74
66999,81.07,1490,1.728,20.62,-0.10,-2.03
67081,81.35,1485,1.776,20.62,0.19,-2.32
67200,82.34,1450,1.816,20.25,0.60,-2.72
67280,82.75,1443,1.884,20.25,0.85,-0.63
67360,83.72,1443,1.916,20.25,1.11,-0.38
67439,82.30,1434,1.928,19.88,1.37,-0.12
67519,83.11,1420,1.948,19.88,1.62,0.13
67600,83.64,1411,1.968,19.50,1.88,0.39
67720,82.60,1412,1.984,19.50,2.26,0.46
67840,81.96,1406,1.964,19.50,2.65,0.46
67959,78.36,1400,1.948,19.50,2.74,0.46
68039,76.47,1398,1.928,19.50,2.74,0.46
68120,76.47,1398,1.908,19.50,2.74,0.46
68240,74.55,1397,1.876,19.50,2.74,0.46
68359,75.03,1388,1.856,19.50,2.74,0.46
68439,74.82,1392,1.816,19.50,2.74,-1.80
68520,74.69,1394,1.804,19.50,2.74,-2.06
68600,75.25,1384,1.800,19.12,0.68,-2.32
68680,76.07,1369,1.772,19.12,0.42,-2.57
68759,75.80,1374,1.768,19.12,0.16,-2.83
68839,75.42,1381,1.792,19.12,-0.09,-3.09
68920,75.63,1377,1.784,19.12,-0.35,-3.34
68999,76.24,1366,1.752,19.12,-0.61,-3.60
69080,74.14,1367,1.756,19.12,-0.86,-3.86
69159,75.90,1372,1.752,19.12,-1.12,-4.11
69238,74.95,1371,1.752,19.12,-1.37,-4.37
69319,77.60,1360,1.748,18.75,0.40,-4.62
69399,76.45,1362,1.780,18.75,0.65,-2.73
69480,75.90,1372,1.792,19.12,0.91,-2.47
69560,76.07,1369,1.792,19.12,1.16,-2.21
69640,76.92,1354,1.804,18.75,1.42,-1.96
69761,76.11,1368,1.812,19.12,1.81,-1.57
69880,75.44,1362,1.816,18.75,2.19,-1.19
69959,76.52,1361,1.824,18.75,2.45,-0.93
70040,74.95,1371,1.828,19.12,2.70,-0.68
70120,75.80,1374,1.832,19.12,2.96,-0.42
70200,76.41,1363,1.832,19.12,3.22,-0.16
70281,76.28,1365,1.836,19.12,3.47,-0.10
70399,76.52,1361,1.840,18.75,3.76,-0.10
70480,77.36,1364,1.844,19.12,3.76,-0.10
70561,78.78,1357,1.852,18.75,3.76,-0.10
70680,78.32,1365,1.860,19.12,3.76,-0.10
70760,77.53,1379,1.888,19.12,3.76,-0.10
70841,79.65,1377,1.892,19.12,3.76,-0.10
70960,86.09,1371,1.876,19.12,3.76,-2.13
71040,90.29,1384,1.940,19.12,3.76,-2.39
71120,97.83,1391,2.020,19.88,1.59,-2.65
71201,106.82,1391,2.128,19.88,1.34,-2.90
71319,113.41,1408,2.376,20.25,3.16,-0.73
71400,117.01,1424,2.476,20.62,3.45,-0.44
71520,128.07,1442,2.668,21.00,3.89,0.00
71599,137.01,1429,2.832,21.00,4.21,0.32
71680,140.38,1454,2.976,21.00,4.54,0.65
71760,148.54,1477,3.132,21.38,4.87,0.99
71840,161.64,1469,3.304,21.00,5.10,1.35
71919,167.49,1484,4.036,20.25,5.10,1.73
72000,164.82,1525,4.152,21.00,5.10,2.16
72079,167.80,1531,4.164,20.62,5.10,2.54
72160,167.15,1537,4.168,20.62,5.10,2.54
72239,166.07,1572,4.232,21.38,5.10,2.54
72319,167.06,1596,4.204,21.75,5.10,2.54
72400,164.86,1592,4.172,21.75,2.89,2.54
72479,164.99,1616,4.176,22.12,2.37,2.54
72560,162.78,1655,4.176,23.25,1.86,2.54
72639,164.79,1660,4.152,23.25,1.35,0.30
72718,165.88,1666,4.056,23.62,0.84,-0.22
72800,164.56,1696,4.024,24.00,0.32,-0.73
72880,166.38,1711,3.988,24.38,-0.23,-1.28
72961,169.94,1716,3.976,24.75,-0.78,-1.83
73079,167.74,1755,3.968,25.50,-1.60,-2.65
73159,162.04,1774,3.896,25.50,-2.15,-3.20
73240,163.42,1776,3.820,25.50,-2.70,-3.75
73319,161.68,1795,3.912,25.50,-3.27,-1.22
73400,155.39,1832,3.852,25.50,-3.85,-0.63
73520,152.36,1841,3.736,25.88,-1.89,0.20
73600,143.80,1883,3.664,25.88,-1.33,0.77
73721,142.35,1912,3.564,25.88,-0.45,1.65
73840,139.15,1926,3.516,26.25,0.39,2.21
73920,137.71,1956,3.456,26.25,0.94,2.21
74000,138.86,1960,3.404,26.25,1.53,2.21
74080,139.49,1971,3.392,26.62,2.08,2.21
74160,135.40,2010,3.352,26.62,2.63,2.21
74240,134.73,2020,3.376,26.62,2.98,2.21
74320,136.46,2025,3.344,26.62,2.98,2.21
74401,134.79,2050,3.332,26.62,2.98,2.21
74481,133.48,2060,3.280,26.62,2.98,2.21
74600,132.01,2072,3.172,26.62,2.98,-0.44
74719,130.57,2095,3.116,26.62,2.98,-1.32
74801,132.40,2108,3.068,26.62,2.98,-1.90
74879,128.60,2127,3.048,26.62,2.98,-2.49
74959,129.24,2138,3.072,26.62,2.98,-0.71
75040,127.58,2155,3.080,26.62,0.32,-0.12
75161,126.99,2176,3.064,26.62,-0.59,0.79
75280,126.12,2202,3.040,26.62,-1.47,1.68
75360,125.61,2211,3.048,26.62,-2.06,2.26
75479,121.88,2233,3.016,26.62,-2.94,2.92
75560,120.25,2240,3.008,26.62,-1.16,2.92
75640,119.83,2248,2.960,26.62,-0.57,2.92
75719,115.87,2265,2.908,27.00,0.01,2.92
75801,113.47,2276,2.828,27.00,0.60,2.92
75921,111.42,2293,2.768,26.62,1.48,2.92
76040,110.32,2316,2.712,26.62,2.34,2.92
76121,109.30,2325,2.684,26.62,2.93,2.92
76240,109.02,2331,2.596,26.62,3.80,0.67
76320,107.09,2347,2.564,26.62,4.39,0.09
76400,107.09,2360,2.536,26.62,4.98,-0.50
76479,108.07,2364,2.516,26.62,5.49,-1.08
76559,107.22,2357,2.496,26.62,5.49,-1.67
76640,106.99,2362,2.544,26.62,5.49,0.55
76760,107.48,2390,2.564,27.00,5.49,1.43
76839,105.87,2387,2.560,27.00,5.49,2.01
76919,105.70,2391,2.572,27.00,5.49,2.31
76999,106.95,2402,2.540,27.00,5.49,2.31
77079,106.42,2414,2.544,27.00,5.49,2.31
77159,106.99,2414,2.556,27.00,5.49,2.31
77240,105.12,2417,2.540,27.00,5.49,2.31
77360,104.98,2434,2.552,27.00,2.80,2.31
77440,105.97,2437,2.544,27.00,2.21,2.31
77520,104.53,2444,2.532,27.00,1.58,2.31
77640,103.77,2449,2.536,27.00,0.65,2.31
77720,103.64,2452,2.472,27.00,0.03,-0.26
77800,103.94,2458,2.452,27.00,-0.60,-0.88
77880,104.95,2461,2.432,27.00,-1.22,-1.50
77959,103.41,2471,2.420,27.00,-1.84,-2.12
78041,105.91,2478,2.400,27.00,0.70,-2.75
78160,105.02,2486,2.364,27.00,1.64,-3.68
78239,103.68,2491,2.344,27.00,2.26,-4.30
78319,101.84,2495,2.388,27.00,2.88,-2.23
78400,102.75,2500,2.404,27.00,3.51,-1.60
78479,103.62,2506,2.408,27.00,4.13,-0.98
78559,104.00,2510,2.424,27.00,4.36,-0.36
78640,104.91,2515,2.456,27.00,4.36,0.26
78719,103.05,2520,2.464,27.00,4.36,0.89
78800,101.54,2530,2.468,27.00,4.36,1.28
78880,102.39,2536,2.460,27.00,4.36,1.28
78960,104.04,2536,2.460,27.00,4.36,1.28
79041,103.28,2541,2.464,27.00,4.36,1.28
79160,102.79,2553,2.460,27.38,4.36,1.28
79242,103.77,2556,2.436,27.38,4.36,1.28
79360,102.98,2562,2.444,27.38,1.87,1.28
79440,102.20,2568,2.456,27.38,1.25,1.28
79519,103.11,2572,2.444,27.38,0.63,1.28
79601,102.35,2578,2.388,27.38,0.01,-1.13
79721,103.64,2586,2.376,27.38,-0.93,-2.07
79840,103.22,2583,2.356,27.38,-1.90,-3.04
79921,103.94,2592,2.332,27.38,-2.56,-3.70
80042,88.60,2602,2.208,26.25,-3.55,-4.69
80160,64.40,2566,1.680,6.00,0.07,0.07
80240,63.99,2452,1.604,5.62,0.00,0.00
80320,62.68,2326,1.552,4.88,0.00,0.00
80401,60.73,2195,1.500,4.50,0.00,0.00
80520,56.28,1998,1.444,3.38,0.00,0.00
80600,53.76,1885,1.372,2.62,0.00,0.00
80680,51.62,1748,1.324,1.88,0.00,0.00
80760,46.60,1639,1.272,0.75,0.00,0.00
80840,45.60,1522,1.284,-0.38,0.00,0.00
80959,51.24,1328,0.624,-3.75,0.00,0.00
81039,58.61,1208,0.972,-7.50,0.00,0.00
81120,69.23,1103,2.028,-10.12,0.00,0.00
81240,103.64,978,2.228,-7.88,0.00,0.02
81361,112.90,947,2.732,-5.62,0.27,0.29
81480,110.91,914,3.012,-3.00,0.49,0.51
81600,108.81,906,2.940,-1.12,0.71,0.73
81720,97.33,913,2.764,1.50,0.88,0.81
81801,93.07,925,2.652,2.62,0.88,0.81
81920,87.68,966,2.612,4.88,0.88,0.81
82039,83.36,1016,2.512,7.50,0.88,0.81
82161,78.51,1079,2.320,9.75,0.88,0.81
82280,72.51,1168,2.084,12.75,0.88,0.81
82400,68.76,1272,1.848,15.75,0.88,0.81
82521,63.40,1358,1.824,18.38,0.88,0.81
82641,55.98,1463,1.756,19.88,0.88,0.81
82760,54.18,1589,1.628,20.62,-1.34,-1.63
82840,52.95,1678,1.532,20.62,-1.64,-1.93
82920,53.59,1736,1.476,20.62,-1.96,-2.26
83040,56.26,1703,1.416,19.88,-2.46,-2.75
83160,57.45,1716,1.384,19.88,-0.09,-3.25
83280,59.31,1709,1.384,19.88,0.41,-3.74
83399,61.26,1700,1.396,19.88,0.90,-4.24
83480,61.66,1689,1.428,19.88,1.23,-2.28
83600,62.45,1712,1.456,20.25,1.72,-1.78
83721,63.25,1690,1.472,20.25,2.22,-1.29
83841,64.71,1695,1.496,20.25,2.71,-0.79
83960,63.29,1689,1.508,20.62,3.21,-0.30
84040,64.33,1705,1.528,20.62,3.54,0.03
84160,64.95,1689,1.540,20.62,4.03,0.53
84280,64.82,1692,1.556,20.62,4.53,1.02
84361,65.18,1683,1.568,20.62,4.86,1.35
84481,64.99,1688,1.572,20.62,5.35,1.35
84600,68.27,1688,1.584,20.62,5.39,1.35
84719,68.19,1690,1.612,21.00,5.39,1.35
84800,68.93,1692,1.624,21.00,5.39,1.35
84881,70.20,1681,1.640,21.00,5.39,1.35
85000,69.80,1691,1.656,21.38,5.39,1.35
85079,70.37,1677,1.664,21.38,5.39,1.35
85160,71.35,1693,1.672,21.38,5.39,1.35
85241,70.82,1686,1.648,21.38,3.29,-1.04
85360,71.64,1686,1.652,21.38,2.79,-1.54
85440,71.73,1684,1.648,21.38,2.46,-1.87
85559,73.47,1682,1.656,21.38,1.97,-2.36
85641,73.38,1684,1.664,21.75,1.64,-2.69
85759,75.20,1680,1.668,21.75,1.14,-3.19
85840,74.29,1682,1.680,21.75,0.81,-3.52
85961,75.03,1684,1.724,21.75,0.32,-1.56
86081,84.40,1678,1.796,22.12,-0.17,-1.06
86201,89.17,1682,1.904,22.12,1.70,-0.57
86320,90.69,1684,2.004,22.50,2.20,-0.07
86440,90.65,1685,2.084,22.88,2.72,0.45
86559,92.13,1688,2.136,22.88,3.27,1.00
86641,94.72,1686,2.168,23.25,3.64,1.37
86760,94.72,1686,2.216,23.25,4.18,1.91
86880,95.42,1688,2.248,23.25,4.55,2.14
87001,96.01,1692,2.272,23.25,4.55,2.14
87120,94.27,1694,2.280,23.25,4.55,2.14
87240,86.48,1702,2.236,23.25,4.55,2.14
87360,76.22,1694,2.120,22.88,4.55,2.14
87481,69.72,1693,1.940,22.50,4.55,2.14
87601,66.47,1692,1.772,21.75,1.99,-0.38
87719,64.63,1697,1.680,21.75,1.50,-0.87
87840,64.23,1708,1.608,21.38,1.00,-1.36
87960,64.95,1689,1.576,21.00,0.51,-1.86
88080,61.11,1704,1.528,20.62,0.01,-2.35
88199,60.73,1692,1.500,20.62,-0.48,-2.85
88321,60.84,1689,1.468,20.62,-0.98,-3.34
88440,59.84,1694,1.448,20.25,-1.47,-3.84
88560,60.16,1685,1.432,19.88,-1.96,-4.33
88680,60.01,1689,1.416,20.25,-2.46,-4.83
88800,58.74,1678,1.408,19.88,-0.58,-5.32
88879,59.76,1673,1.396,19.88,-0.25,-5.65
88959,59.12,1691,1.392,20.25,0.08,-5.98
89039,59.16,1666,1.384,19.88,0.41,-6.31
89120,60.05,1688,1.380,20.25,0.74,-6.64
89201,60.07,1664,1.368,19.88,0.74,-6.97
89319,59.06,1669,1.364,19.50,0.74,-7.46
89401,59.27,1663,1.352,19.50,0.74,-7.79
89521,59.04,1670,1.384,19.50,0.74,-5.53
89641,61.39,1651,1.392,19.50,0.74,-5.06
89761,67.64,1663,1.432,19.88,0.74,-4.59
89881,72.89,1657,1.500,20.62,0.74,-4.11
90001,72.68,1662,1.568,21.00,0.26,-3.62
90120,73.00,1655,1.608,21.00,0.71,-3.17
90199,71.30,1655,1.636,21.00,1.02,-2.86
90280,72.15,1655,1.644,21.00,1.31,-2.57
90360,72.64,1663,1.652,21.38,1.64,-2.24
90440,72.89,1657,1.668,21.38,1.94,-1.94
90521,72.28,1652,1.684,21.38,2.23,-1.65
90640,73.17,1651,1.704,21.38,2.67,-1.21
90721,73.25,1649,1.708,21.38,2.96,-0.91
90839,73.00,1655,1.720,21.38,3.40,-0.48
90921,74.06,1650,1.732,21.38,3.70,-0.18
91038,74.89,1650,1.744,21.38,3.88,0.00
91120,76.81,1645,1.756,21.38,3.88,0.00
91201,79.25,1647,1.784,21.38,3.88,0.00
91319,88.57,1646,1.876,22.12,3.88,0.00
91399,90.99,1648,1.956,22.12,3.88,0.00
91480,92.35,1654,2.012,22.50,3.88,0.00
91559,92.01,1660,2.068,22.50,3.88,0.00
91639,92.90,1659,2.108,22.50,3.88,0.00
91720,94.10,1638,2.136,22.50,4.04,0.00
91799,94.42,1647,2.168,22.88,4.37,0.29
91880,93.81,1658,2.196,22.88,4.58,0.62
91959,94.02,1654,2.208,22.88,4.58,0.95
92040,95.04,1651,2.220,22.88,4.58,0.99
92120,94.63,1658,2.232,22.88,4.58,0.99
92200,94.57,1659,2.240,23.25,4.58,0.99
92279,94.74,1656,2.244,23.25,4.58,0.99
92360,93.41,1665,2.244,23.25,4.58,0.99
92440,94.47,1661,2.236,22.88,4.58,0.99
92521,95.02,1666,2.244,23.25,2.28,0.99
92641,95.29,1661,2.244,23.25,1.79,0.99
92759,95.74,1668,2.196,23.25,1.29,-1.60
92840,95.19,1663,2.188,23.25,0.96,-1.93
92920,94.51,1675,2.180,23.25,0.63,-2.26
93001,95.33,1675,2.184,23.25,0.30,-2.59
93121,95.25,1691,2.164,23.25,-0.22,-3.11
93239,95.23,1677,2.156,23.25,-0.75,-3.64
93319,96.39,1671,2.152,23.25,-1.08,-3.97
93400,94.68,1672,2.196,23.25,-1.41,-2.18
93519,93.17,1684,2.204,23.25,-1.94,-1.65
93599,94.83,1684,2.204,23.25,-2.30,-1.28
93679,93.94,1685,2.216,23.25,-2.67,-0.92
93759,95.42,1688,2.216,23.25,-3.03,-0.55
93840,92.73,1692,2.220,23.25,-0.90,-0.18
93921,95.14,1693,2.224,23.25,-0.53,0.18
94039,94.27,1694,2.228,23.25,0.02,0.55
94119,94.32,1693,2.228,23.25,0.39,0.55
94199,93.70,1704,2.224,23.25,0.75,0.55
94279,93.45,1694,2.224,22.88,1.12,0.55
94360,93.07,1701,2.228,23.25,1.48,0.55
94480,93.87,1701,2.224,23.25,2.03,0.55
94560,93.83,1702,2.224,23.25,2.40,0.55
94680,94.47,1705,2.224,23.25,2.58,0.55
94799,93.66,1705,2.172,23.25,2.58,-1.86
94881,93.32,1711,2.156,23.25,2.58,-2.22
94999,93.38,1710,2.144,23.25,2.58,-2.77
95079,93.05,1716,2.136,23.25,2.58,-3.14
95159,93.28,1712,2.128,23.25,2.58,-3.50
95240,94.25,1709,2.168,23.25,2.58,-1.55
95320,93.32,1711,2.176,23.25,0.36,-1.18
95440,93.05,1716,2.188,23.25,-0.19,-0.63
95521,93.70,1719,2.192,23.25,-0.55,-0.27
95640,93.77,1718,2.204,23.25,-1.10,0.28
95759,94.72,1715,2.216,23.25,-1.65,0.83
95839,92.90,1719,2.220,23.25,-2.02,1.20
95920,92.79,1721,2.224,23.25,0.30,1.47
96000,93.43,1724,2.224,23.25,0.67,1.47
96079,93.43,1724,2.228,23.25,1.03,1.47
96160,94.13,1726,2.232,23.25,1.40,1.47
96239,93.70,1719,2.232,23.25,1.77,1.47
96319,93.64,1720,2.236,23.25,2.13,1.47
96399,95.21,1721,2.240,23.62,2.50,1.47
96480,94.30,1723,2.244,23.62,2.86,1.47
96560,92.62,1724,2.244,23.62,2.96,1.47
96640,94.23,1724,2.244,23.62,2.96,1.47
96719,93.91,1730,2.192,23.62,2.96,-1.02
96799,95.04,1724,2.184,23.62,2.96,-1.39
96879,94.02,1728,2.180,23.62,2.96,-1.76
96959,94.99,1725,2.172,23.62,2.96,-2.12
97040,94.02,1728,2.168,23.62,2.96,-2.49
97160,93.81,1732,2.156,23.62,2.96,-3.04
97280,94.59,1732,2.196,23.62,0.41,-0.99
97360,94.87,1727,2.208,23.62,0.05,-0.63
97481,93.91,1730,2.220,23.62,-0.50,-0.08
97599,94.97,1740,2.236,24.00,-1.05,0.47
97680,94.55,1733,2.244,23.62,-1.42,0.84
97760,95.99,1736,2.260,24.00,-1.78,1.20
97879,95.23,1735,2.260,24.00,0.54,1.34
97960,95.12,1737,2.256,24.00,0.90,1.34
98079,94.34,1737,2.252,24.00,1.45,1.34
98160,94.34,1737,2.252,24.00,1.82,1.34
98279,94.85,1742,2.252,24.00,2.37,1.34
98360,92.62,1739,2.248,24.00,2.74,1.34
98439,93.89,1745,2.248,24.00,2.74,1.34
98520,94.80,1743,2.248,24.00,2.74,1.34
98599,94.27,1738,2.200,24.00,2.74,-1.11
98679,94.80,1743,2.192,24.00,2.74,-1.47
98759,94.85,1742,2.188,24.00,2.74,-1.84
98840,94.53,1748,2.180,24.00,2.74,-2.21
98919,94.70,1745,2.180,24.00,2.74,-2.57
98999,95.33,1748,2.172,24.00,2.74,-2.94
99079,94.85,1742,2.216,24.00,0.51,-0.62
99160,93.05,1746,2.220,24.00,0.15,-0.25
99280,93.26,1742,2.224,24.00,-0.40,0.30
99360,94.06,1742,2.232,24.00,-0.77,0.66
99479,92.94,1748,2.236,24.00,-1.32,1.21
99559,92.47,1742,2.236,23.62,-1.68,1.44
99639,91.20,1751,2.220,23.62,-0.00,1.44
99720,88.40,1759,2.196,23.62,0.36,1.44
99799,85.50,1754,2.164,23.62,0.73,1.44
99879,85.69,1750,2.128,23.25,1.09,1.44
99960,81.96,1745,2.084,23.25,1.46,1.44
100039,83.55,1745,2.060,22.88,1.74,1.44
100120,81.12,1746,2.028,22.88,1.74,1.44
100199,81.26,1743,1.996,22.88,1.74,1.44
100279,75.73,1742,1.916,22.50,1.74,-0.70
100360,71.09,1738,1.844,22.50,1.74,-1.03
100440,69.67,1734,1.784,22.12,1.74,-1.36
100521,68.02,1735,1.728,22.12,1.74,-1.69
