Time (msec),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Idle speed controller (%),* Idle speed duty cycle (%),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Throttle adaptation (V),* Vehicle Speed (km/h),* Battery voltage (V),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
222246,102.8,0,80.69,2340,2.220,0.501,54.527,24.75,52.5,0.43,0.31,-4.45,-1.12,79,79,70,67,34.00,104.1,62.2,0.0,5.9,0.20,88,13.5,0.00,0.00,0.03,0.00
222405,102.8,0,80.20,2337,2.264,0.501,54.544,24.75,52.5,0.41,0.31,-2.43,0.42,79,79,70,67,33.75,104.1,62.2,0.0,5.9,0.19,88,13.5,0.00,0.00,0.03,0.00
222605,102.8,0,79.17,2333,2.280,0.501,54.551,24.75,52.5,0.41,0.29,-1.24,1.61,80,80,71,68,33.25,104.1,62.2,0.0,5.9,0.19,88,13.5,0.00,0.00,0.03,0.00
222765,102.8,0,79.23,2331,2.312,0.501,54.072,24.75,52.5,0.41,0.29,-0.29,2.56,80,80,71,68,33.25,104.1,62.2,0.0,5.9,0.20,88,13.5,0.00,0.00,0.03,0.00
222926,102.8,0,79.46,2324,2.308,0.501,54.092,24.75,52.5,0.41,0.27,-0.29,2.98,80,80,71,68,33.25,104.1,62.2,0.0,5.9,0.20,88,13.5,0.00,0.00,0.03,0.00
223086,102.8,0,81.33,2322,2.320,0.501,54.124,24.75,53.2,0.41,0.27,-0.29,2.98,80,80,71,68,34.00,104.1,62.2,0.0,5.9,0.20,88,13.5,0.00,0.00,0.03,0.00
223245,102.8,0,80.14,2322,2.320,0.501,54.133,24.75,53.2,0.45,0.29,-0.29,2.98,80,80,71,68,33.50,104.1,62.2,0.0,5.9,0.20,88,13.5,0.00,0.00,0.03,0.00
223405,102.8,0,80.42,2314,2.324,0.501,54.138,24.75,53.2,0.43,0.29,-0.29,2.98,80,80,71,68,33.50,104.1,62.2,0.0,5.9,0.19,88,13.5,0.00,0.00,0.03,0.00
223567,102.8,0,79.27,2312,2.328,0.501,54.164,24.38,53.2,0.43,0.27,-0.29,2.98,81,81,72,69,33.00,104.1,62.2,0.0,5.9,0.20,87,13.5,0.00,0.00,0.03,0.00
223765,102.8,0,79.89,2312,2.252,0.501,54.185,24.38,53.2,0.43,0.27,-3.42,0.62,81,81,72,69,33.25,104.1,62.2,0.0,5.9,0.20,87,13.5,0.00,0.00,0.03,0.00
223925,102.8,0,80.01,2308,2.232,0.501,54.367,24.38,53.2,0.45,0.27,-4.37,-0.33,81,81,72,69,33.25,104.1,62.2,0.0,5.9,0.20,87,13.5,0.00,0.00,0.03,0.00
224086,102.8,0,80.71,2305,2.276,0.501,54.225,24.38,53.2,0.47,0.25,-2.72,-1.28,81,81,72,69,33.50,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
224286,102.8,0,80.16,2304,2.308,0.501,54.205,24.38,53.2,0.45,0.23,-1.53,0.97,81,81,72,69,33.25,104.1,62.2,0.0,5.9,0.20,87,13.6,0.00,0.00,0.03,0.00
224446,102.8,0,81.69,2295,2.340,0.501,53.791,24.38,53.2,0.41,0.25,-0.58,1.92,81,81,72,69,33.75,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
224647,102.8,0,80.33,2299,2.348,0.501,53.766,24.38,54.0,0.41,0.25,-0.15,2.73,82,82,73,70,33.25,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
224846,102.8,0,81.14,2293,2.328,0.501,53.784,24.38,54.0,0.39,0.27,-0.15,2.73,82,82,73,70,33.50,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
225006,102.8,0,80.65,2290,2.328,0.501,53.805,24.38,54.0,0.39,0.27,-0.15,2.73,82,82,73,70,33.25,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
225166,102.8,0,80.20,2285,2.320,0.501,53.837,24.38,54.0,0.39,0.27,-0.15,2.73,82,82,73,70,33.00,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
225326,102.8,0,80.20,2285,2.324,0.501,53.825,24.38,54.0,0.37,0.27,-0.15,2.73,82,82,73,70,33.00,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
225485,102.8,0,79.14,2281,2.256,0.501,53.882,24.38,54.0,0.37,0.25,-3.10,0.49,82,82,73,70,32.50,104.1,62.2,0.0,5.9,0.19,87,13.5,0.00,0.00,0.03,0.00
225645,102.8,0,80.50,2277,2.232,0.501,53.866,24.38,54.0,0.39,0.23,-4.05,-0.46,82,82,74,71,33.00,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
225806,102.8,0,80.52,2276,2.268,0.501,53.866,24.38,54.0,0.39,0.23,0.23,0.97,82,82,74,71,33.00,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
226005,102.8,0,80.67,2272,2.320,0.501,53.419,24.38,54.8,0.41,0.23,1.42,3.94,82,82,74,71,33.00,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
226166,102.8,0,80.82,2268,2.336,0.501,53.439,24.38,54.8,0.41,0.23,2.37,4.89,82,82,74,71,33.00,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
226327,102.8,0,79.76,2263,2.344,0.501,53.459,24.38,54.8,0.41,0.23,2.73,5.31,82,82,74,71,32.50,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
226525,102.8,0,78.57,2262,2.328,0.501,53.460,24.38,54.8,0.41,0.23,2.73,5.31,83,83,75,73,32.00,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
226685,102.8,0,77.96,2262,2.312,0.501,53.460,24.38,54.8,0.39,0.25,2.73,5.31,83,83,75,73,31.75,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
226845,102.8,0,78.68,2259,2.308,0.501,53.480,24.38,54.8,0.41,0.25,2.73,5.31,83,83,75,73,32.00,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
227005,102.8,0,78.19,2255,2.300,0.501,53.500,24.38,54.8,0.43,0.25,2.73,5.31,83,83,75,73,31.75,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
227165,102.8,0,77.56,2256,2.228,0.501,53.480,24.38,54.8,0.45,0.23,-0.04,3.01,83,83,75,73,31.50,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
227325,102.8,0,78.23,2254,2.220,0.501,53.502,24.38,54.8,0.43,0.27,-0.99,2.06,83,83,75,73,31.75,104.1,62.2,0.0,5.9,0.19,85,13.5,0.00,0.00,0.03,0.00
227486,102.8,0,79.46,2254,2.196,0.501,53.502,24.38,54.8,0.43,0.25,-1.92,1.13,83,83,75,73,32.25,104.1,62.2,0.0,5.9,0.19,85,13.6,0.00,0.00,0.03,0.00
227645,102.8,0,79.67,2248,2.236,0.501,53.523,24.38,54.8,0.41,0.25,-0.27,2.45,84,84,77,74,32.25,104.1,61.5,0.0,5.9,0.19,84,13.5,0.00,0.00,0.03,0.00
227805,102.8,0,96.99,2248,2.436,0.501,64.676,24.38,54.8,0.41,0.23,0.62,3.34,84,84,77,74,39.25,104.1,61.5,0.0,9.0,0.19,84,13.5,0.00,0.00,0.03,0.00
227966,102.8,0,121.02,2249,3.124,0.501,65.125,25.88,54.8,0.39,0.21,1.65,4.37,84,84,77,74,49.00,104.1,61.5,0.0,9.0,0.14,84,13.5,0.00,0.00,0.03,0.00
228126,102.8,0,121.95,2243,3.496,0.501,65.238,26.25,55.5,0.39,0.21,2.75,5.47,84,84,77,74,49.25,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
228285,102.8,0,122.48,2245,3.612,0.501,65.265,26.25,55.5,0.39,0.21,3.39,5.82,84,84,77,74,49.50,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
228446,102.8,0,120.83,2241,3.604,0.501,64.954,26.25,55.5,0.39,0.21,3.39,5.82,84,84,77,74,48.75,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
228606,102.8,0,122.99,2247,3.632,0.501,65.211,26.25,56.2,0.37,0.21,3.39,5.82,85,85,78,75,49.75,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
228765,102.8,0,121.91,2244,3.636,0.501,65.211,26.25,56.2,0.37,0.21,3.39,5.82,85,85,78,75,49.25,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
228926,102.8,0,122.63,2242,3.648,0.501,65.238,26.25,56.2,0.37,0.21,3.39,5.82,85,85,78,75,49.50,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
229086,102.8,0,121.23,2245,3.540,0.501,65.211,26.25,56.2,0.37,0.21,0.45,2.73,85,85,78,75,49.00,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
229246,102.8,0,123.09,2245,3.592,0.501,65.211,26.25,56.2,0.37,0.21,1.64,1.56,85,85,78,75,49.75,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
229406,102.8,0,121.80,2246,3.612,0.501,65.211,26.25,56.2,0.37,0.21,2.81,3.78,85,85,78,75,49.25,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
229566,102.8,0,123.03,2246,3.648,0.501,65.211,26.25,56.2,0.37,0.21,3.99,4.95,86,86,79,76,49.75,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
229726,102.8,0,121.63,2249,3.668,0.501,65.211,26.25,56.2,0.37,0.21,4.79,5.61,86,86,79,76,49.25,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
229886,102.8,0,122.31,2248,3.688,0.501,65.211,26.25,56.2,0.37,0.21,4.79,5.61,86,86,79,76,49.50,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
230045,102.8,0,122.86,2249,3.692,0.501,65.211,26.25,56.2,0.33,0.21,4.79,5.61,86,86,79,76,49.75,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
230206,102.8,0,122.71,2252,3.688,0.501,65.211,26.62,56.2,0.33,0.20,4.79,5.61,86,86,79,76,49.75,104.1,61.5,0.0,9.0,0.12,84,13.5,0.00,0.00,0.03,0.00
230366,102.8,0,122.65,2253,3.676,0.501,65.211,26.62,56.2,0.33,0.20,4.79,5.61,86,86,79,76,49.75,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
230525,102.8,0,122.14,2251,3.572,0.501,65.209,26.62,57.0,0.33,0.20,2.03,2.88,86,86,80,77,49.50,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
230686,102.8,0,122.82,2250,3.548,0.501,65.211,26.62,57.0,0.33,0.20,0.86,1.71,86,86,80,77,49.75,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
230847,102.8,0,121.69,2248,3.572,0.501,65.211,26.25,57.0,0.31,0.20,2.05,3.17,86,86,80,77,49.25,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
231045,102.8,0,122.20,2250,3.644,0.501,65.211,26.62,57.0,0.31,0.20,3.52,4.63,86,86,80,77,49.50,104.1,61.5,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
231207,102.8,0,122.71,2252,3.656,0.501,65.183,26.62,57.0,0.33,0.20,4.32,5.36,86,86,80,77,49.75,104.1,60.8,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
231407,102.8,0,120.85,2252,3.648,0.501,65.209,26.62,57.0,0.31,0.20,4.32,5.36,86,86,80,77,49.00,104.1,60.8,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
231607,102.8,0,119.51,2254,3.628,0.501,64.792,26.62,57.0,0.29,0.20,4.32,5.36,87,87,81,79,48.50,104.1,60.8,0.0,9.0,0.13,84,13.5,0.00,0.00,0.03,0.00
231807,102.8,0,119.58,2253,3.612,0.501,64.315,26.62,57.0,0.29,0.20,4.32,5.36,87,87,81,79,48.50,104.1,60.8,0.0,8.6,0.13,84,13.5,0.00,0.00,0.03,0.00
232007,102.8,0,120.63,2256,3.488,0.501,64.287,26.62,57.0,0.29,0.20,1.56,2.67,87,87,81,79,49.00,104.1,60.8,0.0,8.6,0.13,84,13.5,0.00,0.00,0.03,0.00
232207,102.8,0,117.99,2248,3.420,0.501,64.342,26.25,57.0,0.29,0.21,0.10,1.21,87,87,81,79,47.75,104.1,60.8,0.0,8.6,0.13,84,13.5,0.00,0.00,0.03,0.00
232406,102.8,0,117.05,2254,3.432,0.501,63.463,26.62,57.0,0.29,0.23,1.30,2.26,87,87,81,79,47.50,104.1,60.8,0.0,8.6,0.13,84,13.5,0.00,0.00,0.03,0.00
232567,102.8,0,116.33,2256,3.436,0.501,63.411,26.62,57.0,0.27,0.23,2.47,3.43,88,88,82,80,47.25,104.1,60.8,0.0,8.6,0.13,84,13.5,0.00,0.00,0.03,0.00
232765,102.8,0,117.10,2253,3.460,0.501,63.385,26.62,57.0,0.29,0.21,3.79,4.90,88,88,82,80,47.50,104.1,60.8,0.0,8.6,0.13,84,13.5,0.00,0.00,0.03,0.00
232925,102.8,0,113.88,2256,3.432,0.501,63.329,26.62,57.0,0.29,0.21,3.79,4.97,88,88,82,80,46.25,104.1,60.8,0.0,8.6,0.15,84,13.5,0.00,0.00,0.03,0.00
233086,102.8,0,115.10,2256,3.460,0.501,62.682,26.62,57.8,0.29,0.21,3.79,4.97,88,88,82,80,46.75,104.1,60.8,0.0,8.2,0.13,84,13.5,0.00,0.00,0.03,0.00
233247,102.8,0,112.73,2254,3.412,0.501,61.350,26.25,57.8,0.29,0.23,3.79,4.97,88,88,82,80,45.75,104.1,60.0,0.0,8.2,0.13,84,13.5,0.00,0.00,0.03,0.00
233446,102.8,0,107.33,2251,3.296,0.501,60.376,26.25,57.8,0.29,0.21,3.79,4.97,88,88,82,80,43.50,104.1,60.0,0.0,7.8,0.13,84,13.5,0.00,0.00,0.03,0.00
233606,102.8,0,105.44,2252,3.096,0.501,59.860,26.25,57.8,0.29,0.20,1.03,2.66,89,89,84,81,42.75,104.1,60.0,0.0,7.8,0.15,84,13.5,0.00,0.00,0.03,0.00
233807,102.8,0,103.68,2250,2.996,0.501,59.854,26.25,57.8,0.31,0.20,-0.35,1.29,89,89,84,81,42.00,104.1,60.0,0.0,7.8,0.15,84,13.5,0.00,0.00,0.03,0.00
234006,102.8,0,103.03,2251,3.052,0.501,59.856,26.25,57.8,0.31,0.18,2.41,2.67,89,89,84,81,41.75,104.1,60.0,0.0,7.8,0.15,84,13.5,0.00,0.00,0.03,0.00
234166,102.8,0,104.34,2249,3.056,0.501,59.834,25.88,57.8,0.31,0.18,3.51,3.77,89,89,84,81,42.25,104.1,60.0,0.0,7.8,0.16,84,13.5,0.00,0.00,0.03,0.00
234326,102.8,0,101.20,2250,3.096,0.501,58.408,26.25,57.8,0.31,0.20,4.61,4.87,89,89,84,81,41.00,104.1,60.0,0.0,7.4,0.15,84,13.5,0.00,0.00,0.03,0.00
234486,102.8,0,99.93,2251,3.036,0.501,58.331,26.25,57.8,0.31,0.20,4.61,5.55,89,89,84,81,40.50,104.1,60.0,0.0,7.4,0.15,84,13.5,0.00,0.00,0.03,0.00
234646,102.8,0,99.36,2250,2.992,0.501,58.331,26.25,57.8,0.31,0.20,4.61,5.55,89,89,85,82,40.25,104.1,60.0,0.0,7.4,0.15,84,13.5,0.00,0.00,0.03,0.00
234806,102.8,0,98.75,2250,2.980,0.501,58.048,26.25,57.8,0.31,0.20,4.61,5.55,89,89,85,82,40.00,104.1,60.0,0.0,7.0,0.15,84,13.5,0.00,0.00,0.03,0.00
234966,102.8,0,97.33,2254,2.920,0.501,57.706,25.88,57.8,0.31,0.20,4.61,5.55,89,89,85,82,39.50,104.1,60.0,0.0,7.0,0.16,84,13.5,0.00,0.00,0.03,0.00
235166,102.8,0,95.04,2250,2.828,0.501,57.706,25.88,58.5,0.29,0.21,2.24,5.55,89,89,85,82,38.50,104.1,60.0,0.0,7.0,0.17,84,13.5,0.00,0.00,0.03,0.00
235366,102.8,0,95.12,2248,2.788,0.501,57.722,25.50,58.5,0.31,0.21,0.96,2.86,89,89,85,82,38.50,104.1,60.0,0.0,7.0,0.17,84,13.5,0.00,0.00,0.03,0.00
235566,102.8,0,97.98,2239,2.736,0.501,57.742,25.50,58.5,0.31,0.23,-0.33,1.58,90,90,86,83,39.50,104.1,60.0,0.0,7.0,0.17,84,13.4,0.00,0.00,0.03,0.00
235767,102.8,0,97.20,2243,2.788,0.501,57.742,25.88,58.5,0.31,0.23,0.62,0.30,90,90,86,83,39.25,104.1,60.0,0.0,7.0,0.17,84,13.5,0.00,0.00,0.03,0.00
235966,102.8,0,96.12,2239,2.812,0.501,57.306,25.50,58.5,0.33,0.23,1.90,3.30,90,90,86,83,38.75,104.1,60.0,0.0,7.0,0.17,84,13.5,0.00,0.00,0.03,0.00
236126,102.8,0,96.08,2240,2.832,0.501,58.052,25.50,58.5,0.33,0.23,2.86,4.32,90,90,86,83,38.75,104.1,59.2,0.0,7.0,0.17,84,13.5,0.00,0.00,0.03,0.00
236285,102.8,0,105.95,2241,2.904,0.501,62.036,25.88,58.5,0.33,0.23,2.86,4.45,90,90,86,83,42.75,104.1,59.2,0.0,8.2,0.17,84,13.5,0.00,0.00,0.03,0.00
236445,102.8,0,112.92,2238,3.188,0.501,62.171,25.88,58.5,0.33,0.25,2.86,4.45,90,90,86,83,45.50,104.1,59.2,0.0,8.2,0.14,84,13.5,0.00,0.00,0.03,0.00
236606,102.8,0,112.82,2240,3.308,0.501,62.558,25.88,58.5,0.33,0.23,2.86,4.45,91,91,87,84,45.50,104.1,59.2,0.0,8.2,0.14,84,13.5,0.00,0.00,0.03,0.00
236768,102.8,0,112.31,2238,3.324,0.501,62.621,25.88,58.5,0.35,0.23,2.86,4.45,91,91,87,84,45.25,104.1,59.2,0.0,8.2,0.14,84,13.5,0.00,0.00,0.03,0.00
236967,102.8,0,111.63,2239,3.256,0.501,62.284,25.88,58.5,0.33,0.21,0.45,4.45,91,91,87,84,45.00,104.1,59.2,0.0,8.2,0.14,84,13.5,0.00,0.00,0.03,0.00
237167,102.8,0,128.37,2239,3.916,0.501,92.282,25.88,58.5,0.35,0.21,-0.93,1.21,91,91,87,84,51.75,104.1,59.2,2.0,12.9,0.15,84,13.5,0.00,0.00,0.03,0.00
237365,102.8,0,290.20,2249,7.028,0.501,95.006,12.75,58.5,0.39,0.21,-2.85,-0.71,91,91,87,84,117.50,104.1,59.2,8.6,16.0,0.13,84,13.4,0.00,0.00,0.03,0.00
237527,102.8,0,278.61,2248,7.536,0.501,95.006,15.75,58.5,0.49,0.21,-4.93,-2.79,90,90,85,82,112.75,104.1,59.2,8.6,16.0,0.11,83,13.5,0.00,0.00,0.03,0.00
237728,102.8,0,261.72,2255,7.516,0.501,95.006,19.12,58.5,0.61,0.23,-3.30,-2.80,90,90,85,82,106.25,104.1,59.2,7.8,15.6,0.11,83,13.5,0.00,0.00,0.03,0.00
237926,102.8,0,223.36,2263,7.032,0.501,94.156,19.88,58.5,0.68,0.25,-0.66,-0.17,90,90,85,82,91.00,104.1,59.2,4.7,13.7,0.10,83,13.5,0.00,0.00,0.03,0.00
238087,102.8,0,142.65,2268,5.700,0.501,70.475,22.12,58.5,0.78,0.27,1.27,1.76,90,90,85,82,58.25,104.1,59.2,0.8,9.8,0.10,83,13.5,0.00,0.00,0.03,0.00
238286,102.8,0,122.61,2265,4.596,0.501,64.016,25.88,58.5,0.72,0.25,3.41,3.90,90,90,85,82,50.00,104.1,59.2,0.0,8.6,0.12,83,13.4,0.00,0.00,0.03,0.00
238486,102.8,0,110.57,2273,3.936,0.501,62.339,26.62,58.5,0.61,0.25,4.35,4.20,90,90,85,82,45.25,104.1,59.2,0.0,8.2,0.15,83,13.4,0.00,0.00,0.03,0.00
238646,102.8,0,111.69,2275,3.676,0.501,62.317,26.62,58.5,0.59,0.23,4.35,4.20,91,91,86,84,45.75,104.1,59.2,0.0,8.2,0.14,85,13.5,0.00,0.00,0.03,0.00
238807,102.8,0,111.52,2266,3.484,0.501,62.001,26.62,58.5,0.53,0.21,4.35,4.20,91,91,86,84,45.50,104.1,59.2,0.0,8.2,0.14,85,13.5,0.00,0.00,0.03,0.00
238965,102.8,0,107.71,2269,3.392,0.501,61.092,26.25,58.5,0.51,0.21,4.35,4.20,91,91,86,84,44.00,104.1,59.2,0.0,8.2,0.14,85,13.5,0.00,0.00,0.03,0.00
239126,102.8,0,108.22,2271,3.308,0.501,61.063,26.25,57.8,0.49,0.21,4.35,2.02,91,91,86,84,44.25,104.1,59.2,0.0,8.2,0.15,85,13.5,0.00,0.00,0.03,0.00
239286,102.8,0,107.20,2267,3.172,0.501,61.061,26.25,57.8,0.47,0.21,1.62,0.92,91,91,86,84,43.75,104.1,59.2,0.0,8.2,0.15,85,13.5,0.00,0.00,0.03,0.00
239446,102.8,0,106.90,2260,3.120,0.501,60.286,26.25,57.8,0.47,0.23,0.52,-0.18,91,91,86,84,43.50,104.1,59.2,0.0,7.8,0.14,85,13.5,0.00,0.00,0.03,0.00
239606,102.8,0,104.87,2264,3.028,0.501,59.836,26.25,57.8,0.47,0.23,-0.57,1.34,91,91,88,85,42.75,104.1,59.2,0.0,7.8,0.14,84,13.5,0.00,0.00,0.03,0.00
239766,102.8,0,103.22,2260,2.920,0.501,59.287,26.25,57.8,0.45,0.23,-1.67,2.44,91,91,88,85,42.00,104.1,59.2,0.0,7.4,0.15,84,13.5,0.00,0.00,0.03,0.00
239927,102.8,0,101.90,2262,2.952,0.501,58.959,26.25,57.8,0.43,0.23,-0.15,3.54,91,91,88,85,41.50,104.1,59.2,0.0,7.4,0.15,84,13.5,0.00,0.00,0.03,0.00
240126,102.8,0,100.14,2260,2.956,0.501,58.337,26.25,58.5,0.41,0.23,1.22,4.02,91,91,88,85,40.75,104.1,58.5,0.0,7.4,0.15,84,13.5,0.00,0.00,0.03,0.00
240287,102.8,0,98.34,2259,2.880,0.501,58.000,26.25,58.5,0.41,0.25,1.56,4.02,91,91,88,85,40.00,104.1,58.5,0.0,7.0,0.16,84,13.5,0.00,0.00,0.03,0.00
240486,102.8,0,97.11,2259,2.844,0.501,57.440,25.88,58.5,0.43,0.25,1.56,4.02,91,91,88,85,39.50,104.1,58.5,0.0,7.0,0.16,84,13.5,0.00,0.00,0.03,0.00
240647,102.8,0,90.40,2258,2.792,0.501,54.193,25.88,58.5,0.43,0.25,1.56,4.02,92,92,89,86,36.75,104.1,58.5,0.0,5.9,0.15,85,13.5,0.00,0.00,0.03,0.00
240846,102.8,0,78.28,2253,2.496,0.501,52.282,25.12,58.5,0.41,0.25,1.56,1.84,92,92,89,86,31.75,104.1,58.5,0.0,5.1,0.19,85,13.5,0.00,0.00,0.03,0.00
241006,102.8,0,76.39,2254,2.284,0.501,52.061,24.38,58.5,0.39,0.27,-0.67,0.82,92,92,89,86,31.00,104.1,58.5,0.0,4.7,0.19,85,13.5,0.00,0.00,0.03,0.00
241167,102.8,0,75.88,2251,2.184,0.501,52.076,24.38,58.5,0.41,0.27,-1.60,-0.11,92,92,89,86,30.75,104.1,58.5,0.0,4.7,0.19,85,13.5,0.00,0.00,0.03,0.00
241366,102.8,0,74.93,2242,2.116,0.501,52.076,24.00,58.5,0.43,0.27,-2.76,1.76,92,92,89,86,30.25,104.1,58.5,0.0,4.7,0.19,85,13.4,0.00,0.00,0.03,0.00
241527,102.8,0,74.78,2247,2.144,0.501,52.078,24.00,58.5,0.43,0.25,-0.42,2.64,93,93,90,87,30.25,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
241727,102.8,0,75.10,2237,2.160,0.501,51.632,24.00,58.5,0.43,0.25,0.68,3.74,93,93,90,87,30.25,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
241927,102.8,0,73.76,2240,2.172,0.501,52.088,24.00,58.5,0.43,0.25,1.50,4.83,93,93,90,87,29.75,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
242126,102.8,0,74.86,2244,2.168,0.501,52.088,24.00,58.5,0.43,0.25,1.50,4.83,93,93,90,87,30.25,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
242327,102.8,0,74.65,2232,2.160,0.501,51.652,24.00,58.5,0.45,0.23,1.50,4.83,93,93,90,87,30.00,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
242527,102.8,0,73.34,2234,2.144,0.501,51.641,23.62,58.5,0.43,0.23,1.50,4.83,94,94,91,88,29.50,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
242726,102.8,0,74.61,2233,2.148,0.501,51.651,23.62,58.5,0.43,0.25,-0.67,4.83,94,94,91,88,30.00,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
242886,102.8,0,75.25,2233,2.076,0.501,51.641,23.62,58.5,0.41,0.25,-1.55,2.49,94,94,91,88,30.25,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
243045,102.8,0,74.42,2220,2.120,0.501,51.681,24.00,58.5,0.43,0.25,-0.19,1.62,94,94,91,88,29.75,104.1,58.5,0.0,4.7,0.19,84,13.4,0.00,0.00,0.03,0.00
243205,102.8,0,75.58,2223,2.140,0.501,51.673,24.00,58.5,0.45,0.25,0.68,2.86,94,94,91,88,30.25,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
243366,102.8,0,74.40,2221,2.160,0.501,51.672,24.00,58.5,0.47,0.25,1.56,3.74,94,94,91,88,29.75,104.1,58.5,0.0,4.7,0.19,84,13.5,0.00,0.00,0.03,0.00
243527,102.8,0,75.29,2213,2.184,0.501,51.683,24.00,58.5,0.47,0.25,2.44,4.62,95,95,92,89,30.00,104.1,58.5,0.0,4.7,0.19,83,13.5,0.00,0.00,0.03,0.00
243727,102.8,0,75.10,2219,2.192,0.501,51.673,24.00,58.5,0.45,0.23,2.44,5.72,95,95,92,89,30.00,104.1,58.5,0.0,4.7,0.19,83,13.5,0.00,0.00,0.03,0.00
243926,102.8,0,75.99,2211,2.196,0.501,51.692,24.00,58.5,0.45,0.23,2.44,5.77,95,95,92,89,30.25,104.1,58.5,0.0,4.7,0.19,83,13.5,0.00,0.00,0.03,0.00
244086,102.8,0,75.33,2212,2.204,0.501,51.692,24.00,58.5,0.45,0.23,2.44,5.77,95,95,92,89,30.00,104.1,58.5,0.0,4.7,0.19,83,13.5,0.00,0.00,0.03,0.00
