Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Throttle Position pedal (°TPS),* Throttle Position actual (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
41242,97.5,89.21,716,2.980,44.2,14.24,15.47,89.7,0.0,0.0,12,0.00,0.00,0.00,0.00
41403,97.5,89.08,717,2.988,44.2,14.46,15.69,89.7,0.0,0.0,12,0.00,0.00,0.00,0.00
41603,97.5,89.46,714,2.988,44.2,14.74,15.97,89.7,0.0,0.0,13,0.00,0.00,0.00,0.00
41802,98.2,89.59,713,2.996,44.2,15.01,16.24,89.7,0.0,0.0,13,0.00,0.00,0.00,0.00
41962,98.2,89.21,716,3.004,44.2,15.23,16.46,89.7,0.0,0.0,13,0.00,0.00,0.00,0.00
42121,98.2,91.27,715,3.004,44.2,15.45,16.68,89.7,1.6,0.0,13,0.00,0.00,0.00,0.00
42281,98.2,104.30,719,3.172,44.2,15.67,16.90,89.7,4.7,0.0,13,0.00,0.00,0.00,0.00
42442,98.2,114.47,740,3.344,44.2,15.75,16.94,89.7,4.7,0.0,13,0.00,0.00,0.00,0.00
42602,98.2,105.89,800,3.480,44.2,15.75,16.94,89.7,4.7,0.0,12,0.00,0.00,0.00,0.00
42801,98.2,104.70,809,3.520,44.2,15.75,16.94,89.7,5.1,0.0,12,0.00,0.00,0.00,0.00
43001,98.2,111.80,770,3.524,44.2,15.75,16.94,89.7,5.1,0.0,12,0.00,0.00,0.00,0.00
43202,98.2,112.58,777,3.632,44.2,15.75,15.01,89.7,5.1,0.0,12,0.00,0.00,0.00,0.00
43401,98.2,113.77,769,3.608,44.2,13.55,14.64,89.7,4.7,0.0,12,0.00,0.00,0.00,0.00
43561,98.2,110.51,779,3.620,44.2,13.25,14.35,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
43722,98.2,109.02,777,3.604,44.2,12.96,14.06,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
43882,98.2,110.51,779,3.584,44.2,12.61,13.70,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
44041,98.2,108.45,781,3.580,44.2,12.32,13.41,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
44202,98.2,107.62,787,3.556,44.2,11.96,13.05,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
44361,98.2,105.08,806,3.540,44.2,11.59,12.69,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
44522,98.2,109.43,774,3.488,44.2,11.27,12.36,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
44722,98.2,104.70,809,3.504,44.2,10.84,11.94,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
44882,98.2,106.27,797,3.440,44.2,10.48,11.57,89.7,4.7,0.0,11,0.00,0.00,0.00,0.00
45043,98.2,102.09,816,3.444,44.2,10.11,11.20,89.7,4.3,0.0,11,0.00,0.00,0.00,0.00
45241,98.2,100.40,816,3.360,44.2,9.65,10.75,89.7,3.5,0.0,11,0.00,0.00,0.00,0.00
45401,98.2,93.34,833,3.288,44.2,9.29,10.38,89.7,3.1,0.0,11,0.00,0.00,0.00,0.00
45601,98.2,92.90,837,3.192,44.2,8.83,9.92,89.7,3.1,0.0,12,0.00,0.00,0.00,0.00
45762,98.2,89.74,851,3.092,44.2,8.46,9.56,89.7,2.7,0.0,12,0.00,0.00,0.00,0.00
45923,98.2,89.63,852,3.020,44.2,8.16,9.25,89.7,2.7,0.0,12,0.00,0.00,0.00,0.00
46122,98.2,86.39,868,2.956,44.2,7.79,8.89,89.7,2.7,0.0,12,0.00,0.00,0.00,0.00
46321,98.2,85.88,873,2.864,44.2,7.43,8.52,89.7,2.7,0.0,12,0.00,0.00,0.00,0.00
46481,98.2,86.39,868,2.864,44.2,9.13,10.41,89.7,2.7,0.0,12,0.00,0.00,0.00,0.00
46643,98.2,86.39,868,2.852,44.2,9.42,10.70,89.7,2.7,0.0,13,0.00,0.00,0.00,0.00
46843,98.2,87.90,853,2.796,44.2,9.79,11.06,89.7,2.7,0.0,13,0.00,0.00,0.00,0.00
47041,98.2,90.48,844,2.832,44.2,10.15,11.43,89.7,4.3,0.0,13,0.00,0.00,0.00,0.00
47203,98.2,102.41,827,2.900,44.2,10.45,11.72,89.7,4.7,0.0,13,0.00,0.00,0.00,0.00
47402,98.2,104.89,834,3.140,44.2,10.81,12.09,89.7,4.7,0.0,13,0.00,0.00,0.00,0.00
47602,98.2,108.11,822,3.268,44.2,11.24,12.52,89.7,4.7,0.0,12,0.00,0.00,0.00,0.00
47763,98.2,117.56,815,3.404,44.2,11.61,12.88,89.7,5.9,0.0,12,0.00,0.00,0.00,0.00
47962,98.2,135.30,821,3.708,44.2,12.06,13.34,89.7,6.6,0.0,12,0.00,0.00,0.00,0.00
48122,98.2,139.54,816,3.948,44.2,12.43,13.71,89.7,6.6,0.0,12,0.00,0.00,0.00,0.00
48281,98.2,152.40,820,4.212,44.2,12.80,14.07,89.7,7.8,0.0,12,0.00,0.00,0.00,0.00
48481,98.2,183.82,831,4.764,44.2,13.27,14.55,89.7,9.4,0.0,12,0.00,0.00,0.00,0.00
48642,98.2,219.61,841,5.936,44.2,13.72,15.00,89.7,9.8,0.0,12,0.00,0.00,0.00,0.00
48841,98.2,223.62,857,6.644,44.2,14.43,15.71,89.7,9.8,0.0,12,0.00,0.00,0.00,0.00
49001,98.2,220.67,881,7.088,44.2,14.58,16.00,89.7,9.8,0.0,12,0.00,0.00,0.00,0.00
49162,98.2,213.76,903,7.176,44.2,14.58,16.00,89.7,9.8,0.0,12,0.00,0.00,0.00,0.00
49361,98.2,202.39,940,7.144,44.2,14.58,16.00,89.7,9.4,0.0,12,0.00,0.00,0.00,0.00
49522,98.2,193.87,967,6.896,44.2,12.21,13.72,89.7,9.4,0.0,12,0.00,0.00,0.00,0.00
49722,98.2,181.37,1003,6.524,44.2,11.26,12.78,89.7,9.0,0.0,13,0.00,0.00,0.00,0.00
49922,98.2,162.21,1053,6.044,44.2,10.35,11.86,89.7,8.6,0.0,13,0.00,0.00,0.00,0.00
50122,98.2,150.77,1096,5.540,44.2,9.44,10.96,89.7,7.8,0.0,13,0.00,0.00,0.00,0.00
50322,98.2,123.64,1123,4.876,44.2,8.61,10.12,89.7,5.5,0.0,13,0.00,0.00,0.00,0.00
50481,98.2,95.88,1144,4.472,44.2,8.00,9.51,89.7,5.1,0.0,13,0.00,0.00,0.00,0.00
50641,99.0,88.72,1158,3.732,44.2,7.45,8.96,89.7,4.7,0.0,15,0.00,0.00,0.00,0.00
50842,99.0,86.26,1175,3.424,44.2,6.80,8.32,89.7,4.7,0.0,15,0.00,0.00,0.00,0.00
51002,99.0,83.55,1180,3.240,44.2,6.29,7.81,89.7,4.7,0.0,15,0.00,0.00,0.00,0.00
51202,99.0,84.89,1194,3.040,44.2,5.65,7.17,89.7,4.7,0.0,15,0.00,0.00,0.00,0.00
51361,99.0,83.59,1196,2.920,44.2,5.14,6.65,89.7,4.7,0.0,15,0.00,0.00,0.00,0.00
51522,99.0,83.76,1210,2.820,44.2,4.69,6.21,89.7,4.7,0.0,15,0.00,0.00,0.00,0.00
51721,99.0,83.09,1220,2.712,44.2,4.14,5.66,89.7,4.7,0.0,17,0.00,0.00,0.00,0.00
51882,99.0,83.43,1215,2.668,44.2,3.70,5.22,89.7,4.7,0.0,17,0.00,0.00,0.00,0.00
52082,99.0,84.57,1215,2.620,44.2,3.15,4.67,89.7,5.1,0.0,17,0.00,0.00,0.00,0.00
52242,99.0,87.73,1203,2.604,44.2,2.71,4.23,89.7,5.1,0.0,17,0.00,0.00,0.00,0.00
52403,99.0,88.30,1211,2.588,44.2,2.27,3.79,89.7,5.5,0.0,17,0.00,0.00,0.00,0.00
52602,99.0,98.11,1203,2.660,44.2,1.72,3.24,89.7,6.6,0.0,18,0.00,0.00,0.00,0.00
52762,99.0,105.04,1203,2.812,44.2,1.28,2.80,89.7,6.6,0.0,18,0.00,0.00,0.00,0.00
52962,99.0,110.80,1203,2.976,44.2,1.10,4.51,89.7,7.0,0.0,18,0.00,0.00,0.00,0.00
53123,99.0,115.34,1204,3.188,44.2,3.45,5.03,89.7,7.0,0.0,18,0.00,0.00,0.00,0.00
53322,99.0,124.15,1208,3.396,44.2,4.09,5.67,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
53482,99.0,126.23,1221,3.560,44.2,4.60,6.18,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
53641,99.0,126.84,1226,3.680,44.2,5.11,6.69,89.7,7.8,0.0,17,0.00,0.00,0.00,0.00
53802,99.0,126.44,1241,3.752,44.2,5.63,7.21,89.7,7.8,0.0,17,0.00,0.00,0.00,0.00
53963,99.0,124.92,1245,3.796,44.2,3.97,7.65,89.7,7.8,0.0,17,0.00,0.00,0.00,0.00
54161,99.0,124.72,1258,3.688,44.2,3.33,7.65,89.7,7.8,0.0,17,0.00,0.00,0.00,0.00
54362,99.0,122.37,1271,3.660,44.2,2.66,7.65,89.7,7.8,0.0,17,0.00,0.00,0.00,0.00
54563,99.0,121.12,1284,3.632,44.2,1.93,7.65,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
54763,99.0,119.45,1302,3.644,44.2,3.49,4.96,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
54923,99.0,119.15,1317,3.660,44.2,4.08,4.38,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
55122,99.0,118.96,1319,3.644,44.2,4.81,3.65,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
55282,99.0,118.66,1334,3.564,44.2,2.89,3.06,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
55442,99.0,117.27,1338,3.516,44.2,2.30,2.47,89.7,7.8,0.0,18,0.00,0.00,0.00,0.00
55603,99.0,113.94,1365,3.480,44.2,1.72,4.11,89.7,7.8,0.0,19,0.00,0.00,0.00,0.00
55801,99.0,113.60,1369,3.472,44.2,3.50,4.84,89.7,7.8,0.0,19,0.00,0.00,0.00,0.00
55962,99.0,112.24,1398,3.472,44.2,4.09,5.43,89.7,7.8,0.0,19,0.00,0.00,0.00,0.00
56122,99.0,114.02,1376,3.468,44.2,4.67,5.61,89.7,7.8,0.0,19,0.00,0.00,0.00,0.00
56282,99.0,110.53,1407,3.372,44.2,2.27,5.61,89.7,7.4,0.0,19,0.00,0.00,0.00,0.00
56482,99.0,104.68,1406,3.292,44.2,1.52,5.61,89.7,6.2,0.0,19,0.00,0.00,0.00,0.00
56681,99.0,89.99,1404,3.008,44.2,0.79,5.61,90.5,5.9,0.0,20,0.00,0.00,0.00,0.00
56843,99.0,87.09,1419,2.788,44.2,0.20,3.18,90.5,5.9,0.0,20,0.00,0.00,0.00,0.00
57042,99.0,83.40,1415,2.604,44.2,-0.53,2.44,90.5,5.9,0.0,20,0.00,0.00,0.00,0.00
57201,99.0,83.59,1412,2.456,44.2,-1.12,1.86,90.5,4.3,0.0,20,0.00,0.00,0.00,0.00
57362,99.0,57.19,1408,2.300,44.2,-1.40,1.32,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
57522,99.0,49.18,1383,1.884,44.2,0.63,3.15,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
57681,99.0,49.78,1339,1.492,44.2,-1.57,3.15,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
57842,99.0,48.29,1380,1.716,44.2,-2.08,3.15,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
58002,99.0,49.20,1326,1.344,44.2,-2.31,3.15,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
58162,99.0,48.95,1333,1.508,44.2,-2.31,3.15,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
58362,99.0,52.02,1281,1.432,44.2,0.21,3.23,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
58522,99.0,52.55,1268,1.432,44.2,0.65,3.67,90.5,0.4,0.0,20,0.00,0.00,0.00,0.00
58682,99.0,54.90,1239,1.516,44.2,1.09,4.11,90.5,0.0,0.0,20,0.00,0.00,0.00,0.00
58843,99.0,55.26,1206,1.588,44.2,1.53,4.55,90.5,0.0,0.0,20,0.00,0.00,0.00,0.00
59002,99.0,55.92,1192,1.616,44.2,1.97,4.99,90.5,0.0,0.0,20,0.00,0.00,0.00,0.00
59163,99.0,62.28,1070,1.784,44.2,2.38,5.40,90.5,0.0,0.0,20,0.00,0.00,0.00,0.00
59322,99.0,78.87,933,1.852,44.2,2.73,5.75,90.5,0.0,0.0,20,0.00,0.00,0.00,0.00
59482,99.0,90.80,841,1.972,44.2,1.11,4.02,90.5,0.0,0.0,20,0.00,0.00,0.00,0.00
59682,99.0,96.39,749,2.260,44.2,0.78,3.69,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
59842,99.0,98.77,703,2.396,44.2,0.56,3.47,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
60002,99.0,94.32,692,2.508,44.2,0.34,3.25,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
60163,99.0,94.32,692,2.568,44.2,0.12,3.03,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
60362,99.0,90.35,707,2.628,44.2,-0.15,2.76,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
60522,99.0,88.83,719,2.616,44.2,-0.37,2.54,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
60682,99.0,90.40,722,2.600,44.2,-0.50,2.32,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
60843,99.0,88.72,720,2.588,44.2,1.12,2.10,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
61042,99.0,88.72,720,2.632,44.2,1.39,2.01,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
61202,99.0,89.21,716,2.644,44.2,1.61,3.68,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
61402,99.0,90.08,709,2.652,44.2,1.89,3.96,90.5,0.0,0.0,17,0.00,0.00,0.00,0.00
61602,99.0,90.48,706,2.656,44.2,2.16,4.23,90.5,0.0,0.0,16,0.00,0.00,0.00,0.00
61803,99.0,92.96,702,2.772,44.2,2.44,4.51,90.5,2.7,0.0,16,0.00,0.00,0.00,0.00
62002,99.0,119.81,707,2.872,44.2,2.71,4.78,90.5,6.6,0.0,16,0.00,0.00,0.00,0.00
62163,99.0,146.97,718,3.496,44.2,3.00,5.07,90.5,7.4,0.0,16,0.00,0.00,0.00,0.00
62322,99.0,144.20,780,3.924,44.2,3.29,5.36,90.5,7.8,0.0,16,0.00,0.00,0.00,0.00
62482,99.0,123.05,914,4.016,44.2,3.65,5.73,90.5,8.2,0.0,16,0.00,0.00,0.00,0.00
62683,99.0,100.72,1103,3.676,44.2,4.19,6.26,90.5,8.6,0.0,15,0.00,0.00,0.00,0.00
62882,99.0,93.55,1217,3.232,44.2,2.43,4.76,90.5,8.6,0.0,15,0.00,0.00,0.00,0.00
63043,99.0,90.76,1270,3.000,44.2,1.91,4.24,90.5,8.6,0.0,15,0.00,0.00,0.00,0.00
63242,99.0,89.21,1292,2.824,44.2,1.72,3.79,90.5,8.6,0.0,15,0.00,0.00,0.00,0.00
63401,99.0,90.63,1287,2.816,44.2,4.07,5.75,90.5,8.6,0.0,15,0.00,0.00,0.00,0.00
63562,99.0,93.38,1264,2.796,44.2,4.57,6.25,90.5,9.0,0.0,14,0.00,0.00,0.00,0.00
63722,99.0,96.69,1235,2.844,44.2,5.01,6.69,90.5,9.4,0.0,14,0.00,0.00,0.00,0.00
63922,99.0,110.12,1160,3.012,44.2,5.57,7.25,90.5,10.5,0.0,14,0.00,0.00,0.00,0.00
64121,99.0,140.09,1021,3.496,44.2,6.16,7.84,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
64282,99.0,160.92,932,3.940,44.2,6.56,8.25,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
64442,99.0,155.70,981,4.300,44.2,6.98,8.66,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
64601,99.0,160.18,945,4.552,44.2,7.44,9.12,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
64802,99.8,157.53,952,4.760,44.2,8.07,9.75,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
65002,99.8,153.50,977,4.776,44.2,5.99,10.39,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
65201,99.8,155.73,972,4.768,45.0,5.35,8.25,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
65403,99.8,151.61,980,4.736,45.0,4.71,7.61,90.5,10.9,0.0,14,0.00,0.00,0.00,0.00
65602,99.8,146.97,992,4.672,45.0,4.07,6.97,90.5,10.5,0.0,14,0.00,0.00,0.00,0.00
65762,99.8,141.36,1002,4.544,45.0,3.56,6.46,90.5,10.5,0.0,14,0.00,0.00,0.00,0.00
65962,99.8,139.28,1007,4.484,45.0,5.16,5.94,90.5,10.2,0.0,14,0.00,0.00,0.00,0.00
66124,99.8,135.47,1025,4.404,45.0,5.68,7.99,90.5,10.2,0.0,14,0.00,0.00,0.00,0.00
66321,99.8,131.67,1023,4.308,45.0,6.32,8.63,90.5,9.8,0.0,14,0.00,0.00,0.00,0.00
66482,99.8,127.20,1037,4.216,45.0,6.83,9.14,90.5,8.6,0.0,14,0.00,0.00,0.00,0.00
66642,99.8,68.83,1029,3.792,45.0,7.27,9.58,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
66803,99.8,54.82,1089,3.080,45.0,5.23,7.87,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
67002,99.8,51.56,1185,2.588,45.0,4.61,7.25,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
67162,99.8,40.18,1175,2.200,45.0,4.17,6.82,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
67323,99.8,35.62,1091,1.824,45.0,3.76,6.40,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
67483,99.8,44.16,943,1.972,45.0,3.39,6.04,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
67642,99.8,86.24,789,1.644,45.0,3.10,5.74,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
67803,99.8,110.06,656,1.964,45.0,2.87,5.52,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
67963,99.8,140.02,595,2.972,45.0,2.75,5.30,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
68161,99.8,170.73,610,3.960,44.2,2.75,5.27,90.5,0.0,0.4,15,0.00,0.00,0.00,0.00
68322,99.8,113.88,695,3.972,44.2,4.65,7.10,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
68483,99.8,82.73,772,3.500,44.2,4.95,7.39,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
68642,99.8,77.62,805,2.988,45.0,2.73,5.14,90.5,0.0,0.0,12,0.00,0.00,0.00,0.00
68842,99.8,75.33,811,2.820,45.0,2.27,4.68,90.5,0.0,0.0,12,0.00,0.00,0.00,0.00
69002,99.8,76.94,794,2.696,45.0,1.93,4.33,90.5,0.0,0.0,12,0.00,0.00,0.00,0.00
69163,99.8,79.87,765,2.632,45.0,1.67,4.08,90.5,0.0,0.0,12,0.00,0.00,0.00,0.00
69362,99.8,84.68,738,2.616,45.0,1.40,3.80,90.5,0.0,0.0,12,0.00,0.00,0.00,0.00
69521,99.8,87.03,718,2.572,45.0,1.19,3.58,90.5,0.0,0.0,12,0.00,0.00,0.00,0.00
69682,99.8,88.64,705,2.592,45.0,1.19,3.36,90.5,0.0,0.0,8,0.00,0.00,0.00,0.00
69841,99.8,87.79,696,2.608,45.0,2.90,3.36,90.5,0.0,0.0,8,0.00,0.00,0.00,0.00
70002,99.8,90.82,688,2.636,45.0,3.05,5.04,90.5,0.0,0.0,8,0.00,0.00,0.00,0.00
70162,99.8,89.32,684,2.660,45.0,3.19,5.18,90.5,0.0,0.0,8,0.00,0.00,0.00,0.00
70362,99.8,91.10,686,2.664,45.0,3.38,5.37,90.5,0.0,0.0,8,0.00,0.00,0.00,0.00
70562,99.8,90.95,687,2.692,45.0,3.56,5.55,90.5,0.0,0.0,4,0.00,0.00,0.00,0.00
70722,99.8,90.95,687,2.700,45.0,3.71,5.70,90.5,0.0,0.0,4,0.00,0.00,0.00,0.00
70922,99.8,91.22,685,2.732,45.0,3.89,5.88,90.5,0.0,0.0,4,0.00,0.00,0.00,0.00
71082,99.8,101.80,682,3.584,45.0,4.08,6.07,90.5,6.2,0.0,4,0.00,0.00,0.00,0.00
71242,99.8,196.66,699,5.172,45.0,4.33,6.32,90.5,13.3,0.0,4,0.00,0.00,0.00,0.00
71402,99.8,405.41,781,7.112,45.0,4.69,6.68,90.5,16.4,1.6,4,0.00,0.00,0.00,0.00
71563,99.8,299.12,1091,8.972,45.0,2.14,4.20,90.5,17.2,1.6,2,0.00,0.00,0.00,0.00
71762,99.8,195.50,1591,7.680,45.0,0.61,2.67,90.5,17.6,0.8,2,0.00,0.00,0.00,0.00
71922,99.8,191.13,1751,6.564,45.0,-0.84,1.22,90.5,17.6,0.8,2,0.00,0.00,0.00,0.00
72083,99.8,199.84,1751,6.020,45.0,-2.23,-0.16,90.5,17.6,0.8,2,0.00,0.00,0.00,0.00
72243,99.8,202.36,1688,5.864,45.0,-3.46,-1.47,90.5,17.6,0.8,2,0.00,0.00,0.00,0.00
72442,99.8,213.76,1572,6.164,45.0,0.01,0.68,90.5,17.6,0.8,2,0.00,0.00,0.00,0.00
72602,99.8,221.20,1469,6.332,45.0,1.18,1.85,90.5,17.6,0.8,4,0.00,0.00,0.00,0.00
72762,99.8,230.42,1362,6.652,45.0,2.31,2.97,90.5,17.6,0.8,4,0.00,0.00,0.00,0.00
72922,99.8,240.80,1286,7.088,45.0,3.41,4.08,90.5,17.6,0.8,4,0.00,0.00,0.00,0.00
73082,99.8,241.21,1255,7.392,45.0,4.51,5.18,90.5,17.6,0.8,4,0.00,0.00,0.00,0.00
73243,99.8,228.70,1354,7.608,45.0,5.63,6.29,90.5,17.6,0.8,4,0.00,0.00,0.00,0.00
73402,99.8,207.45,1486,7.372,45.0,6.85,7.52,90.5,17.6,0.8,4,0.00,0.00,0.00,0.00
73562,99.8,207.98,1549,6.900,45.0,4.58,5.08,90.5,17.6,0.8,9,0.00,0.00,0.00,0.00
73763,99.8,194.29,1701,6.424,45.0,2.96,3.46,90.5,17.6,0.8,9,0.00,0.00,0.00,0.00
73962,99.8,189.50,1788,6.028,45.0,1.30,1.80,90.5,17.6,0.8,9,0.00,0.00,0.00,0.00
74121,99.8,189.23,1886,6.004,45.0,2.97,2.83,90.5,17.6,1.2,9,0.00,0.00,0.00,0.00
74282,99.8,197.05,1952,6.120,45.0,4.47,4.33,90.5,17.6,1.6,9,0.00,0.00,0.00,0.00
74442,99.8,200.82,2033,6.320,45.0,6.06,5.92,90.5,17.6,2.3,9,0.00,0.00,0.00,0.00
74602,99.8,199.42,2110,6.448,45.0,7.10,4.40,90.5,17.6,2.7,15,0.00,0.00,0.00,0.00
74762,99.8,195.58,2201,6.252,45.0,4.19,2.68,90.5,17.6,3.1,15,0.00,0.00,0.00,0.00
74962,99.8,197.60,2305,6.104,45.0,1.94,0.43,90.5,17.2,3.5,15,0.00,0.00,0.00,0.00
75123,99.8,80.29,2369,4.532,45.0,0.12,-1.39,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
75282,99.8,56.37,2365,2.912,45.0,-1.39,-2.90,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
75442,99.8,58.00,2298,2.088,45.0,-2.06,-3.58,90.5,0.0,0.0,15,0.00,0.00,0.00,0.00
75602,99.8,58.68,2059,1.956,45.0,-2.06,-3.58,90.5,0.0,0.0,20,0.00,0.00,0.00,0.00
75764,99.8,55.33,1832,1.884,45.0,-2.06,-3.58,90.5,1.6,0.0,20,0.00,0.00,0.00,0.00
75962,99.8,59.97,1644,1.852,45.0,0.71,-0.76,90.5,7.4,0.0,20,0.00,0.00,0.00,0.00
76122,99.8,80.95,1561,1.952,45.0,1.29,-0.18,90.5,9.4,0.0,20,0.00,0.00,0.00,0.00
76282,100.5,97.35,1412,2.196,45.0,1.72,0.38,90.5,10.5,0.0,20,0.00,0.00,0.00,0.00
76442,100.5,107.28,1359,2.584,45.0,1.72,0.89,90.5,11.7,0.0,20,0.00,0.00,0.00,0.00
76642,100.5,121.12,1456,3.084,45.0,1.72,1.60,90.5,12.9,0.0,21,0.00,0.00,0.00,0.00
76842,100.5,140.79,1371,3.524,45.0,1.72,2.33,90.5,12.9,0.0,21,0.00,0.00,0.00,0.00
77042,100.5,146.23,1377,3.904,45.0,1.72,3.08,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
77202,100.5,144.96,1389,4.132,45.0,1.93,3.74,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
77362,100.5,145.00,1379,4.232,45.0,2.62,4.42,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
77523,100.5,146.32,1395,4.336,45.0,3.35,5.16,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
77722,100.5,151.87,1399,4.476,45.0,4.26,5.43,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
77922,100.5,153.63,1410,4.596,45.0,4.31,5.43,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
78122,100.5,153.22,1441,4.692,45.0,4.31,5.43,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
78282,100.5,157.15,1458,4.764,45.0,4.31,5.43,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
78442,100.5,160.98,1475,4.864,45.0,4.31,2.90,90.5,13.3,0.0,21,0.00,0.00,0.00,0.00
78603,100.5,163.90,1491,4.812,45.0,1.66,2.02,90.5,13.3,0.0,22,0.00,0.00,0.00,0.00
78762,100.5,166.79,1507,4.904,45.0,2.82,3.87,90.5,13.3,0.0,22,0.00,0.00,0.00,0.00
78922,100.5,169.69,1522,5.116,45.0,3.77,4.82,90.5,13.3,0.0,22,0.00,0.00,0.00,0.00
79122,100.5,172.47,1546,5.284,45.0,4.98,6.03,91.3,13.3,0.0,22,0.00,0.00,0.00,0.00
79323,100.5,174.35,1577,5.448,45.0,6.13,7.31,91.3,13.3,0.0,22,0.00,0.00,0.00,0.00
79522,100.5,176.51,1597,5.524,45.0,6.13,7.63,91.3,13.3,0.0,22,0.00,0.00,0.00,0.00
79684,100.5,177.66,1618,5.568,45.0,6.13,7.63,91.3,13.3,0.0,24,0.00,0.00,0.00,0.00
79883,100.5,179.18,1643,5.652,45.0,6.13,7.63,91.3,13.7,0.4,24,0.00,0.00,0.00,0.00
80043,100.5,189.06,1660,5.636,45.0,3.47,5.25,91.3,13.7,0.8,24,0.00,0.00,0.00,0.00
80203,100.5,209.70,1682,5.896,45.0,2.32,4.09,91.3,14.8,1.6,24,0.00,0.00,0.00,0.00
80404,100.5,237.09,1722,6.812,45.0,4.81,4.85,91.3,15.6,3.1,24,0.00,0.00,0.00,0.00
80601,100.5,252.27,1767,7.748,45.8,6.57,6.71,91.3,16.4,5.1,25,0.00,0.00,0.00,0.00
80762,100.5,266.19,1805,8.284,45.8,6.57,6.90,91.3,16.8,6.2,25,0.00,0.00,0.00,0.00
80922,100.5,270.19,1845,8.508,45.8,6.57,6.90,91.3,16.8,7.0,25,0.00,0.00,0.00,0.00
81083,100.5,268.65,1897,8.672,45.8,6.57,6.90,91.3,17.2,7.4,25,0.00,0.00,0.00,0.00
81242,100.5,275.00,1934,8.792,45.8,6.57,6.90,91.3,17.2,8.2,25,0.00,0.00,0.00,0.00
