Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
74840,56.2,49.73,1982,1.968,29.2,0.00,0.00,39.6,37.5,0.0,0.0,47,0.00,0.00,0.00,0.00
75041,56.2,48.80,1963,1.796,29.2,0.00,0.00,39.6,37.5,0.0,0.0,47,0.00,0.00,0.00,0.00
75240,56.2,47.17,1943,1.548,29.2,0.00,0.00,39.6,37.5,0.0,0.0,47,0.00,0.00,0.00,0.00
75400,56.2,47.72,1920,1.420,29.2,0.00,0.00,39.6,37.5,0.0,0.0,44,0.00,0.00,0.00,0.00
75560,56.2,45.92,1905,1.432,29.2,0.00,0.00,39.6,37.5,0.0,0.0,44,0.00,0.00,0.00,0.00
75720,56.2,45.60,1888,1.392,29.2,0.00,0.00,39.6,37.5,0.0,0.0,44,0.00,0.00,0.00,0.00
75880,56.2,45.35,1868,1.084,29.2,0.00,0.00,39.6,37.5,0.0,0.0,44,0.00,0.00,0.00,0.00
76079,56.2,43.02,1840,1.260,29.2,0.00,0.00,39.6,37.5,0.0,0.0,44,0.00,0.00,0.00,0.00
76240,56.2,42.68,1822,1.144,29.2,0.00,0.00,39.6,37.5,0.0,0.0,44,0.00,0.00,0.00,0.00
76400,56.2,42.36,1803,1.180,29.2,0.00,0.00,39.6,37.5,0.0,0.0,42,0.00,0.00,0.00,0.00
76560,56.2,41.28,1783,1.192,29.2,0.00,0.00,39.6,37.5,0.0,0.0,42,0.00,0.00,0.00,0.00
76760,56.2,41.83,1759,1.164,29.2,0.00,0.00,39.6,37.5,0.0,0.0,42,0.00,0.00,0.00,0.00
76962,56.2,41.79,1728,1.116,29.2,0.00,0.00,39.6,37.5,0.0,0.0,42,0.00,0.00,0.00,0.00
77160,56.2,39.88,1706,1.140,29.2,0.00,0.00,39.6,37.5,0.0,0.0,42,0.00,0.00,0.00,0.00
77319,56.2,41.13,1688,1.096,29.2,0.00,0.00,39.6,37.5,0.0,0.0,42,0.00,0.00,0.00,0.00
77520,56.2,39.35,1658,0.676,29.2,0.00,0.00,39.6,37.5,0.0,0.0,39,0.00,0.00,0.00,0.00
77720,56.2,38.78,1611,1.064,29.2,0.00,0.00,39.6,37.5,0.0,0.0,39,0.00,0.00,0.00,0.00
77881,56.2,39.77,1571,0.808,29.2,0.00,0.00,39.6,37.5,0.0,0.0,39,0.00,0.00,0.00,0.00
78080,56.2,39.41,1515,1.028,29.2,0.00,0.00,39.6,37.5,0.0,0.0,39,0.00,0.00,0.00,0.00
78279,56.2,40.30,1447,0.768,29.2,0.00,0.00,39.6,37.5,0.0,0.0,39,0.00,0.00,0.00,0.00
78480,56.2,41.91,1391,1.344,29.2,0.00,0.00,40.4,37.5,0.0,0.0,35,0.00,0.00,0.00,0.00
78639,56.2,42.19,1382,1.160,29.2,0.00,0.00,40.4,37.5,0.0,0.0,35,0.00,0.00,0.00,0.00
78801,56.2,43.44,1374,1.176,29.2,0.00,0.00,40.4,37.5,0.0,0.0,35,0.00,0.00,0.00,0.00
79000,56.2,76.58,1360,2.048,29.2,0.06,0.10,40.4,37.5,0.0,6.2,35,0.00,0.00,0.00,0.00
79159,56.2,115.29,1349,3.188,29.2,0.58,0.61,40.4,37.5,0.0,8.6,35,0.00,0.00,0.00,0.00
79320,56.2,152.95,1271,4.684,29.2,1.09,1.12,40.4,37.5,0.0,9.8,35,0.00,0.00,0.00,0.00
79479,57.0,192.83,1325,6.108,29.2,1.58,1.64,40.4,37.5,0.0,10.9,30,0.00,0.00,0.00,0.00
79640,57.0,210.59,1299,6.904,29.2,1.58,1.64,40.4,37.5,0.0,10.9,30,0.00,0.00,0.00,0.00
79801,57.0,210.06,1309,7.280,29.2,1.58,1.64,40.4,37.5,0.0,10.9,30,0.00,0.00,0.00,0.00
80000,57.0,200.46,1330,7.288,29.2,1.58,1.64,40.4,37.5,0.0,10.9,30,0.00,0.00,0.00,0.00
80201,57.0,199.42,1344,7.100,29.2,-1.05,-1.16,40.4,37.5,0.0,10.9,30,0.00,0.00,0.00,0.00
80399,57.0,201.35,1331,6.880,29.2,-2.29,-2.40,40.4,37.5,0.0,10.9,29,0.00,0.00,0.00,0.00
80560,57.0,195.82,1390,6.776,29.2,-3.34,-3.45,40.4,37.5,0.0,10.9,29,0.00,0.00,0.00,0.00
80721,57.0,196.66,1384,6.504,29.2,-4.40,-4.51,40.4,37.5,0.0,10.9,29,0.00,0.00,0.00,0.00
80921,57.0,197.94,1368,6.324,30.0,-5.68,-5.79,40.4,37.5,0.0,10.9,29,0.00,0.00,0.00,0.00
81120,57.0,194.42,1407,6.160,30.0,-6.96,-7.07,40.4,37.5,0.0,10.5,29,0.00,0.00,0.00,0.00
81321,57.0,182.87,1420,5.852,30.0,-8.25,-8.36,40.4,37.5,0.0,10.2,29,0.00,0.00,0.00,0.00
81520,57.0,167.63,1433,5.364,30.0,-9.51,-9.62,40.4,36.8,0.0,9.8,31,0.00,0.00,0.00,0.00
81720,57.0,93.79,1436,3.864,30.0,-10.69,-10.80,40.4,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
81880,57.0,47.74,1425,2.692,30.0,-11.48,-11.59,40.4,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
82080,57.0,40.13,1418,2.028,30.0,-12.26,-12.37,40.4,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
82280,57.0,41.38,1409,1.712,30.0,-12.92,-13.03,40.4,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
82480,57.0,41.77,1396,1.364,30.0,-10.83,-11.20,40.4,36.8,0.0,0.0,32,0.00,0.00,0.00,0.00
82680,57.0,42.89,1392,1.480,30.0,-10.19,-10.56,40.4,36.8,0.0,1.2,32,0.00,0.00,0.00,0.00
82880,57.0,86.41,1382,2.848,29.2,-9.55,-9.92,40.4,36.8,0.0,9.8,32,0.00,0.00,0.00,0.00
83040,57.0,223.26,1387,5.988,29.2,-9.17,-9.39,40.4,36.8,0.0,11.7,32,0.00,0.00,0.00,0.00
83199,57.0,226.03,1370,6.432,29.2,-9.17,-9.35,40.4,36.8,0.0,11.7,32,0.00,0.00,0.00,0.00
83361,57.0,227.64,1403,7.044,29.2,-9.17,-9.35,40.4,36.8,0.4,12.1,31,0.00,0.00,0.00,0.00
83560,57.0,220.10,1407,6.964,29.2,-12.17,-12.14,40.4,36.8,0.4,12.1,31,0.00,0.00,0.00,0.00
83720,57.0,197.96,1417,5.748,29.2,-13.27,-13.25,40.4,36.8,0.0,4.7,31,0.00,0.00,0.00,0.00
83880,57.0,63.21,1384,3.816,30.0,-14.31,-14.29,41.2,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
84040,57.0,44.54,1403,2.920,30.0,-15.14,-15.12,41.2,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
84200,57.0,40.62,1401,2.384,30.0,-15.74,-15.72,41.2,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
84359,57.0,40.77,1396,1.980,30.0,-16.30,-16.28,41.2,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
84520,57.0,40.77,1396,1.628,30.0,-16.81,-16.79,41.2,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
84680,57.0,41.28,1379,1.480,30.0,-17.33,-17.30,41.2,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
84880,57.0,42.57,1370,1.100,30.0,-17.97,-17.94,41.2,36.8,0.0,0.0,31,0.00,0.00,0.00,0.00
85080,57.0,55.77,1369,1.328,30.0,-15.49,-15.85,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
85240,57.0,59.25,1359,1.460,30.0,-14.98,-15.34,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
85440,57.0,60.01,1342,1.476,30.0,-14.34,-14.70,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
85600,57.0,61.92,1323,1.592,30.0,-13.83,-14.19,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
85760,57.0,61.83,1325,1.592,30.0,-13.31,-13.67,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
85920,57.0,61.87,1324,1.620,30.0,-12.80,-13.16,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
86080,57.0,62.83,1304,1.620,30.0,-12.29,-12.65,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
86241,57.0,62.49,1311,1.644,30.0,-11.77,-12.14,41.2,36.8,0.0,3.5,31,0.00,0.00,0.00,0.00
86441,57.0,62.72,1306,1.672,30.0,-11.16,-11.52,41.2,36.8,0.0,3.5,29,0.00,0.00,0.00,0.00
86641,57.0,62.91,1302,1.728,30.0,-10.57,-10.93,41.2,36.8,0.0,3.5,29,0.00,0.00,0.00,0.00
86840,57.0,63.61,1288,1.752,30.0,-10.00,-10.36,41.2,36.8,0.0,3.5,29,0.00,0.00,0.00,0.00
87041,57.0,64.31,1274,1.780,30.0,-9.45,-9.82,41.2,36.8,0.0,3.5,29,0.00,0.00,0.00,0.00
87240,57.0,63.61,1266,1.748,30.0,-8.90,-9.27,41.2,36.8,0.0,3.5,29,0.00,0.00,0.00,0.00
87402,57.0,63.95,1281,1.788,30.0,-8.47,-8.83,41.2,36.8,0.0,3.5,29,0.00,0.00,0.00,0.00
87600,57.0,63.99,1280,1.800,30.0,-7.92,-8.28,41.2,36.8,0.0,3.5,29,0.00,0.00,0.00,0.00
87760,57.0,84.93,1259,2.716,30.0,-7.48,-7.84,41.2,36.8,0.0,7.0,29,0.00,0.00,0.00,0.00
87921,57.0,116.97,1282,3.420,30.0,-7.00,-7.36,41.2,36.8,0.0,7.4,29,0.00,0.00,0.00,0.00
88120,57.0,119.15,1282,3.828,30.0,-6.49,-6.72,41.2,36.8,0.0,7.8,29,0.00,0.00,0.00,0.00
88280,57.0,121.74,1289,3.832,30.0,-6.49,-6.69,41.2,36.8,0.0,7.8,29,0.00,0.00,0.00,0.00
88480,57.0,124.60,1304,3.848,30.0,-6.49,-6.69,41.2,36.8,0.0,7.8,28,0.00,0.00,0.00,0.00
88641,57.0,124.36,1284,3.940,30.0,-6.49,-6.69,41.2,36.8,0.0,7.8,28,0.00,0.00,0.00,0.00
88840,57.0,125.17,1298,3.872,30.8,-9.10,-9.23,41.2,36.8,0.0,7.8,28,0.00,0.00,0.00,0.00
89000,57.0,122.67,1313,3.804,30.8,-9.69,-9.82,41.2,36.8,0.0,7.8,28,0.00,0.00,0.00,0.00
89160,57.0,123.45,1316,3.740,30.8,-10.28,-10.40,41.2,36.8,0.0,7.8,28,0.00,0.00,0.00,0.00
89362,57.0,120.97,1343,3.648,30.8,-11.01,-11.14,41.2,36.8,0.0,7.8,29,0.00,0.00,0.00,0.00
89560,57.0,124.92,1345,3.700,30.8,-9.15,-8.70,41.2,36.8,0.0,8.6,29,0.00,0.00,0.00,0.00
89720,57.0,152.80,1345,4.240,30.8,-8.57,-8.11,41.2,36.8,0.0,9.8,29,0.00,0.00,0.00,0.00
89920,57.0,242.39,1375,6.368,30.8,-7.70,-7.24,41.2,36.8,0.4,12.5,29,0.00,0.00,0.00,0.00
90120,57.0,263.69,1443,7.828,30.8,-6.40,-5.94,41.2,37.5,2.0,13.3,29,0.00,0.00,0.00,0.00
90280,57.0,325.20,1422,9.768,30.8,-5.16,-4.70,41.2,37.5,5.5,16.0,29,0.00,0.00,0.00,0.00
90480,57.0,358.70,1475,11.620,30.8,-4.47,-3.92,41.2,37.5,9.0,17.2,30,0.00,0.00,0.00,0.00
90640,57.0,335.23,1512,11.436,30.8,-4.47,-3.92,41.2,37.5,9.0,17.2,30,0.00,0.00,0.00,0.00
90800,57.0,330.71,1541,11.212,30.8,-4.47,-3.92,41.2,37.5,9.0,17.2,30,0.00,0.00,0.00,0.00
91001,57.0,312.96,1593,10.716,30.8,-4.47,-6.47,41.2,37.5,7.4,14.5,30,0.00,0.00,0.00,0.00
91161,57.0,31.51,1586,5.764,30.8,-7.80,-8.08,41.2,37.5,0.0,0.0,30,0.00,0.00,0.00,0.00
91360,57.0,41.36,1611,3.628,30.8,-9.37,-9.65,41.2,37.5,0.0,0.0,35,0.00,0.00,0.00,0.00
91560,57.8,37.97,1609,2.668,30.8,-10.44,-10.72,41.2,37.5,0.0,0.0,35,0.00,0.00,0.00,0.00
91760,57.8,36.57,1632,1.972,30.8,-11.28,-11.56,41.2,37.5,0.0,0.0,35,0.00,0.00,0.00,0.00
91920,57.8,36.09,1616,1.640,30.8,-11.88,-12.16,42.0,37.5,0.0,0.0,35,0.00,0.00,0.00,0.00
92080,57.8,37.21,1604,1.424,30.8,0.00,0.00,42.0,36.8,0.0,0.0,35,0.00,0.00,0.00,0.00
92281,57.8,37.42,1595,1.296,30.8,0.00,0.00,42.0,36.8,0.0,0.0,35,0.00,0.00,0.00,0.00
92441,57.8,37.53,1591,1.220,30.8,0.00,0.00,42.0,36.8,0.0,0.0,36,0.00,0.00,0.00,0.00
92642,57.8,37.08,1572,1.316,30.8,0.00,0.00,42.0,36.8,0.0,0.0,36,0.00,0.00,0.00,0.00
92840,57.8,37.36,1561,1.164,30.0,0.00,0.00,42.0,36.8,0.0,0.0,36,0.00,0.00,0.00,0.00
93000,57.8,37.40,1559,1.064,30.0,0.00,0.00,42.0,36.8,0.0,0.0,36,0.00,0.00,0.00,0.00
93201,57.8,37.70,1547,1.140,30.0,0.00,0.00,42.0,36.8,0.0,0.0,36,0.00,0.00,0.00,0.00
93401,57.8,37.93,1537,1.104,30.0,0.00,0.00,42.0,36.8,0.0,0.0,35,0.00,0.00,0.00,0.00
93600,57.8,38.33,1521,0.880,30.0,0.00,0.00,42.0,36.8,0.0,0.0,35,0.00,0.00,0.00,0.00
93801,57.8,38.90,1499,1.064,30.0,0.00,0.00,42.0,36.8,0.0,0.0,35,0.00,0.00,0.00,0.00
94000,57.8,38.61,1474,1.076,30.0,0.00,0.00,42.0,36.8,0.0,0.0,35,0.00,0.00,0.00,0.00
94200,57.8,39.22,1451,0.976,30.0,0.00,0.00,42.0,36.8,0.0,0.0,35,0.00,0.00,0.00,0.00
